Cause,Effect
crp,udp
crp,araFG_araH_1H_2
crp,cyaA
crp,uhpT
crp,glpD
crp,ppiA
crp,caiF
crp,dadAX
crp,melR
crp,ivbL_ilvBN
crp,dcuB_fumB
crp,tdcABCDEFG
crp,araE
crp,caiTABCDE
crp,glpACB
crp,fixABCX
crp,mglBAC
crp,dctA
crp,gntKU
crp,glpFK
crp,rpoH
crp,malK_lamB_malM
crp,melAB
crp,yhfA
crp,deoCABD
crp,flhDC
crp,ptsHI_crr
crp,aldB
crp,focA_pflB
crp,rhaBAD
crp,araJ
crp,tsx
crp,fur
crp,fadL
crp,yiaKLMNOPQRS
crp,ebgAC
crp,araC
crp,glgS
crp,malT
crp,sdhCDAB_b0725_sucABCD
crp,ompA
crp,malEFG
crp,araBAD
crp,glgCAP
crp,galETKM
caiF,caiTABCDE
caiF,fixABCX
melR,melAB
uhpA,uhpT
glpR,glpD
glpR,glpACB
glpR,glpFK
hns,caiF
hns,flhDC
hns,nhaA
hns,stpA
hns,osmC
himA,tdcABCDEFG
himA,caiTABCDE
himA,glcDEFGB
himA,ompC
himA,hycABCDEFGH
himA,ecpD_htrE
himA,focA_pflB
himA,narGHJI
himA,nuoABCEFGHIJKLMN
himA,ompF
himA,sodA
himA,aceBAK
himA,ompR_envZ
himA,narK
cspA,hns
cspA,gyrA
rpoH,mopA
rpoH,lon
rpoH,dnaKJ
rpoH,htpY
rpoH,hflB
arcA,glpACB
arcA,dctA
arcA,glcDEFGB
arcA,cyoABCDE
arcA,cydAB
arcA,focA_pflB
arcA,nuoABCEFGHIJKLMN
arcA,sodA
arcA,aceBAK
arcA,sdhCDAB_b0725_sucABCD
arcA,mdh
fnr,caiF
fnr,dcuB_fumB
fnr,tdcABCDEFG
fnr,glpACB
fnr,arcA
fnr,cyoABCDE
fnr,ndh
fnr,cydAB
fnr,focA_pflB
fnr,narGHJI
fnr,fdnGHI
fnr,nirBDC_cysG
fnr,frdABCD
fnr,nuoABCEFGHIJKLMN
fnr,sdhCDAB_b0725_sucABCD
fnr,narK
flhDC,fliE
evgA,ompC
lrp,ompC
lrp,stpA
lrp,oppABCDF
lrp,livJ
lrp,osmC
lrp,sdaA
lrp,ompF
lrp,livKHMGF
lrp,serA
yjdHG,dcuB_fumB
yjdHG,dctA
yjdHG,frdABCD
cytR,udp
cytR,ppiA
cytR,rpoH
cytR,deoCABD
cytR,tsx
fur,fepB
fur,sodA
fur,fhuACDB
araC,araFG_araH_1H_2
araC,araE
araC,araJ
araC,araBAD
glcC,glcDEFGB
malT,malK_lamB_malM
malT,malEFG
soxS,sodA
ompR_envZ,ompC
ompR_envZ,flhDC
ompR_envZ,fadL
ompR_envZ,ompF
narL,caiF
narL,dcuB_fumB
narL,focA_pflB
narL,narGHJI
narL,fdnGHI
narL,nirBDC_cysG
narL,frdABCD
narL,nuoABCEFGHIJKLMN
narL,narK
narL,adhE
yhdG_fis,aldB
yhdG_fis,sdhCDAB_b0725_sucABCD
yhdG_fis,adhE
yhdG_fis,serX
mlc,ptsHI_crr
mlc,malT
FruR,ptsHI_crr
FruR,aceBAK
FruR,adhE
