Cause,Effect
nhaR,nhaA
hns,nhaA
hns,stpA
hns,fliAZY
hns,rcsAB
hns,flhDC
hns,osmC
hns,caiF
cspA,hns
cspA,gyrA
fliAZY,flgKL
fliAZY,fliLMNOPQR
fliAZY,tsr
fliAZY,fliE
fliAZY,fliDST
fliAZY,flgMN
fliAZY,tarTapcheRBYZ
fliAZY,motABcheAW
fliAZY,fliFGHIJK
flhDC,fliAZY
flhDC,fliLMNOPQR
flhDC,fliE
flhDC,fliFGHIJK
lrp,stpA
lrp,kbl_tdh
lrp,livJ
lrp,ompF
lrp,osmC
lrp,livKHMGF
lrp,ompC
lrp,oppABCDF
lrp,gltBDF
lrp,gcvTHP
ompR_envZ,flhDC
ompR_envZ,ompF
ompR_envZ,csgBA
ompR_envZ,ompC
ompR_envZ,csgDEFG
ompR_envZ,fadL
nlpD_rpoS,nhaA
nlpD_rpoS,acs
nlpD_rpoS,osmC
nlpD_rpoS,dps
nlpD_rpoS,appY
nlpD_rpoS,aldB
nlpD_rpoS,cpxAR
nlpD_rpoS,alkA
nlpD_rpoS,narZYWV
nlpD_rpoS,proP
nlpD_rpoS,ftsQAZ
cpxAR,tsr
cpxAR,cpxP
cpxAR,htrA
cpxAR,dsbA
cpxAR,skp_lpxDA_fabZ
cpxAR,motABcheAW
cpxAR,ecfI
iclMR,acs
csgDEFG,csgBA
envY_ompT,ompF
envY_ompT,ompC
oxyR,dps
crp,flhDC
crp,acs
crp,aldB
crp,fadL
crp,rhaT
crp,sdhCDAB_b0725_sucABCD
crp,caiF
crp,nagBACD
crp,gntKU
crp,glpTQ
crp,araFG_araH_1H_2
crp,caiTABCDE
crp,ebgAC
crp,manXYZ
crp,ppiA
crp,galS
crp,glpACB
crp,malS
crp,proP
crp,tdcABCDEFG
crp,melAB
crp,epd_pgk
crp,glnALG
crp,focA_pflB
crp,yiaKLMNOPQRS
crp,fucAO
crp,ansB
crp,tsx
crp,ompA
crp,fucPIKUR
caiF,caiTABCDE
fadR,iclMR
fadR,fadL
fadR,fadBA
fadR,fabA
nagBACD,manXYZ
himA,ompR_envZ
himA,ompF
himA,dps
himA,ompC
himA,caiTABCDE
himA,glcDEFGB
himA,nuoABCEFGHIJKLMN
himA,carAB
himA,tdcABCDEFG
himA,ecpD_htrE
himA,focA_pflB
himA,sodA
himA,hycABCDEFGH
himA,narGHJI
himA,glnHPQ
arcA,appY
arcA,sdhCDAB_b0725_sucABCD
arcA,fadBA
arcA,glcDEFGB
arcA,nuoABCEFGHIJKLMN
arcA,glpACB
arcA,focA_pflB
arcA,sodA
arcA,lctPRD
arcA,icdA
glpR,glpTQ
glpR,glpACB
evgA,ompC
argR,carAB
glcC,glcDEFGB
glnALG,nac
glnALG,glnHPQ
narL,caiF
narL,nuoABCEFGHIJKLMN
narL,focA_pflB
narL,narGHJI
fnr,acs
fnr,sdhCDAB_b0725_sucABCD
fnr,caiF
fnr,arcA
fnr,nuoABCEFGHIJKLMN
fnr,glpACB
fnr,tdcABCDEFG
fnr,focA_pflB
fnr,ansB
fnr,narGHJI
fnr,icdA
nac,gdhA
cytR,ppiA
cytR,tsx
fucPIKUR,fucAO
