Cause,Effect
hns,stpA
hns,caiF
hns,nhaA
hns,osmC
caiF,caiTABCDE
crp,caiF
crp,tsx
crp,malK_lamB_malM
crp,gltA
crp,glnALG
crp,dadAX
crp,rhaT
crp,udp
crp,malI
crp,acs
crp,nagBACD
crp,dctA
crp,fucAO
crp,tdcABCDEFG
crp,rpoH
crp,ptsHI_crr
crp,melR
crp,araJ
crp,dsdXA
crp,manXYZ
crp,fucPIKUR
crp,glpACB
crp,araC
crp,malT
crp,gntKU
crp,caiTABCDE
crp,srlAEBD_gutM_srlR_gutQ
crp,nupG
crp,malS
crp,ivbL_ilvBN
crp,epd_pgk
crp,dcuB_fumB
crp,ppiA
crp,gntT
crp,galETKM
crp,araFG_araH_1H_2
crp,lacZYA
crp,uhpT
crp,galS
crp,glpD
crp,malEFG
crp,glpTQ
crp,cpdB
crp,sdhCDAB_b0725_sucABCD
crp,focA_pflB
crp,mglBAC
glnALG,glnHPQ
glnALG,nac
nagBACD,glmUS
nagBACD,manXYZ
rpoH,htpG
rpoH,clpP
rpoH,ibpAB
rpoH,htpY
yjdHG,dctA
yjdHG,frdABCD
yjdHG,dcuB_fumB
mlc,ptsHI_crr
mlc,manXYZ
mlc,malT
tdcAR,tdcABCDEFG
rpoN,glnALG
rpoN,dctA
rpoN,nycA
rpoN,glnHPQ
rpoN,fdhF
rpoN,nac
rpoN,hycABCDEFGH
rpoN,hypA
fucPIKUR,fucAO
araC,araJ
araC,araFG_araH_1H_2
malT,malK_lamB_malM
malT,malS
malT,malEFG
himA,tdcABCDEFG
himA,caiTABCDE
himA,aceBAK
himA,glnHPQ
himA,himD
himA,narGHJI
himA,hypABCDE
himA,ompF
himA,ompC
himA,ecpD_htrE
himA,hycABCDEFGH
himA,sodA
himA,focA_pflB
himA,narK
nlpD_rpoS,acs
nlpD_rpoS,nhaA
nlpD_rpoS,appY
nlpD_rpoS,osmC
nlpD_rpoS,cpxAR
nlpD_rpoS,alkA
nlpD_rpoS,adhE
fnr,caiF
fnr,acs
fnr,tdcABCDEFG
fnr,frdABCD
fnr,glpACB
fnr,narGHJI
fnr,hypABCDE
fnr,dcuB_fumB
fnr,cydAB
fnr,fdnGHI
fnr,arcA
fnr,sdhCDAB_b0725_sucABCD
fnr,focA_pflB
fnr,narK
iclMR,acs
iclMR,aceBAK
lrp,stpA
lrp,ompF
lrp,ompC
lrp,serA
lrp,osmC
lrp,livJ
lysR,tdcABCDEFG
FruR,ptsHI_crr
FruR,aceBAK
FruR,fruBKA
FruR,adhE
cpxAR,tsr
cpxAR,motABcheAW
galS,mglBAC
narL,caiF
narL,frdABCD
narL,narGHJI
narL,dcuB_fumB
narL,fdnGHI
narL,adhE
narL,focA_pflB
narL,narK
envY_ompT,ompF
envY_ompT,ompC
cytR,tsx
cytR,udp
cytR,rpoH
cytR,nupG
cytR,ppiA
GalR,galETKM
GalR,galS
cspA,hns
arcA,gltA
arcA,dctA
arcA,glpACB
arcA,aceBAK
arcA,appY
arcA,cydAB
arcA,sodA
arcA,sdhCDAB_b0725_sucABCD
arcA,focA_pflB
