flgKL,fliAZY,flhBAE,tarTapcheRBYZ,fliE,motABcheAW,fliLMNOPQR,flhDC,fliC,flgMN,hns,ompR_envZ,fliDST,csgDEFG,flgBCDEFGHIJK,csgBA,fliFGHIJK,osmC,crp,cpdB,araJ,glpD,aldB,nagBACD,glgS,galETKM,cpxAR,dctA,araE,cyaA,caiF,melAB,fixABCX,fadL,glpACB,caiTABCDE,lacZYA,rcsAB,manXYZ,lrp,dcuB_fumB,arcA,uhpT,icdA,livJ,xprB_dsbC_recJ,yjdHG,rpoE_rseABC,skp_lpxDA_fabZ,dsbA,fnr,fadR,ecfABC,araC,sdhCDAB_b0725_sucABCD,fadBA,ansB,glnALG,lacI,nlpB_purA,nlpD_rpoS,cydAB,oppABCDF,fumA,proP,ecfH,gltBDF,hypABCDE,cyoABCDE,glgCAP,malK_lamB_malM,iclMR,nagE,tsx,ompC,uspA,ostA_surA_pdxA,ebgAC,narL,ivbL_ilvBN,ilvIH,htrA,mdoGH,rhaT,tsr,malXY,uppS_cdsA_ecfE,udp,ecfK,glcDEFGB,kbl_tdh,glpR,nuoABCEFGHIJKLMN,envY_ompT,adhE,narK,malEFG,malT,speC,himA
244.95244188534218,121.72365050726151,1822.3984037460143,2890.177426735,3374.971078574484,1268.5721731650815,2756.5543404570067,4345.837433046421,2148.8094195842364,147.86198170087005,93.35391785864185,82.58642498071346,2589.224702991648,27.989394553549428,35364.52891985457,215.11388683238798,9222.522870149518,2857.06198615199,1340.3797245814626,328.1435584425395,7477.221262399703,6719.4986777570775,3328.770202321267,4858.234796592714,263.73613511764387,1265.0170876551385,1518.1617229399121,664.0537232203816,5254.548063793592,654.8656871785311,315.62004128574074,5936.946208281862,5236.31026606589,268.6904950778346,2940.299079058189,1232.046439898659,7406.225713760097,12529.493547587032,1310.7351609093025,467.59912659157953,3097.93509234585,682.7079111511594,1207.0934923923385,961.6739634311948,271.23648281852866,417.1144577092148,712.2038522507851,426.6841557234417,104.2010979048226,2988.0764020038373,119.55042307045359,64.22940041817465,1082.3339400909401,9.865690334027562,8619.56391933483,1019.5318020095883,1037.387499066594,4874.226414512229,2592.850438747278,903.2117010998803,6.567330430076213,1855.3286450328187,200.80440621343965,2766.095574098256,1298.5443672183558,1209.2016639783105,3693.725993477564,5043.228380124839,7115.995982496155,449.57131242387885,5446.958596910439,1119.8356874693668,34.59612473043168,633.6639797437052,169.6449382854292,988.7193363511624,6160.375350213523,6564.1785598660645,3037.2609502688597,2821.2501862464533,6070.029929252373,333.1476824944738,2885.2500360873896,1833.7724186068808,10917.225774532682,991.2607929852268,776.7066480173111,2203.6571694125114,1146.2281594225474,4357.128567431083,400.39936788146014,1423.7427135378953,2037.983418751353,3503.651407529433,997.1212495458724,3418.519825869366,2210.3114677561985,2744.823210899899,22.94425287116179,2318.887170374752
333.06001927426104,90.71358742554486,1329.9976807953853,2250.2341066583745,3308.8028094210326,857.2239436412925,2507.125726410751,2168.1625556856234,2023.0858023735645,145.95322407586553,13.582813353875506,598.4783871265813,2386.682479862699,137.0204963565537,23181.620915052757,592.399104173988,6481.0521092091685,2108.2066598676897,1102.1288443872181,317.4065765013136,7513.259357350933,8488.31103174641,6799.595243747114,4084.820474494267,232.82275440070597,1948.926374309506,4436.543238727585,278.5614112895245,5614.609552442173,1026.9225445312422,691.5130874724475,6849.01603477252,6122.373292096908,241.9362694676437,1931.7020307541293,1576.0633161453702,4937.443772649822,4029.6487700513408,1656.9919819438708,125.17002009134217,1808.840391254445,2544.081796442244,1444.3989060551435,294.5710998664311,2630.6937940998,665.3154371603432,347.66841765305696,618.8067196732669,200.55013182594053,6572.13175758813,234.99850764149292,113.9061111137547,2023.8788631612895,8.463192522681712,3001.9198503296284,243.897453329368,1295.626341127507,4902.492677615525,5593.587375406783,2574.4834740661067,59.23324971837418,3323.4966840602124,2137.1000627895587,877.8978920351072,2472.5150698278976,1983.2197699737399,2026.8807586380813,5876.337864544427,1567.8530143317512,317.67602676148067,6257.772803248786,399.2242566723052,39.06822590138477,520.15953451729,444.3906181186837,256.3199417569569,6867.083318906849,5752.117671113242,3456.4869387070485,2845.7249046304187,2740.044869008635,389.485858966903,5492.70032582838,1841.6333514858343,8816.841743201881,1265.3907688710206,1943.5346422277466,2058.687077259382,2588.7538723071148,2283.866096051189,5013.381908050852,613.985004255902,1158.358941996503,2333.3497526676088,3332.2006749956795,4173.483436616132,2669.1393279231493,2427.759732664237,20.848617501777312,1778.1287032787427
284.3086706260435,119.98871848340424,1610.5313704652629,1989.729997837192,2503.7348057566337,836.7602519712714,2285.288458689511,2838.310311342161,1997.1791385834852,136.86276196596643,31.1612911254598,838.1109985279413,2744.295550352581,267.00139529092843,32609.07725368973,1173.1514646315284,7002.029124189952,2751.991713042381,1553.3676651528247,271.3089345962542,8278.754139388988,9213.562360518592,6972.262630511754,3940.284517006197,278.9673570058846,2036.8037989962106,4168.345062070634,612.6665094130893,6782.096825333009,1156.6275693977245,387.6965917240455,6828.763853898991,5943.142645293905,258.6227951563506,4341.274123170793,969.009838414462,4872.439977308832,5990.453799594397,1804.5019939894744,139.45771557738885,1185.9721213910516,74.08101182235498,1397.1108666765067,1742.3434123558573,2950.973284893676,576.4916843700167,649.9670239380509,603.2607474865415,208.4411738738437,6389.0729966519775,67.40025155481365,51.78305988506385,2845.030224686854,7.908456610989561,10676.743975518322,1725.8940297230313,682.7977012264922,4464.848367269375,4918.563121512955,3033.325064275783,56.000928724312345,426.18543826693946,2412.095331409963,4983.731390877405,2285.95203356755,2091.8820425455287,2066.71692619913,3826.682802771272,9278.113510090761,361.5943433610177,5705.441047762632,1849.6669807227395,36.29184984606484,782.3690697068785,511.7016147279909,2558.464639703903,7392.368431754346,6439.725633734843,6552.57102730489,2826.344117671749,3307.514662831111,438.9670842082849,8829.242278621316,1657.5824237917443,11047.038471122507,1204.8322697218637,2811.761576860281,1982.4479325158954,2509.3222897210944,4697.583485166186,4792.497454120282,1055.6282710664823,2728.552356865423,2516.358483417375,3484.418769543944,4395.913379821398,2355.835187185114,2268.594307636853,23.13027276804918,1813.9841560088812
338.0350090089326,127.74590673035084,1462.6633754922445,2942.6764976589657,2925.925252826528,768.4238901566079,2372.5674182319267,2833.6990581302216,2453.4112234869017,136.56942131632835,95.05897443163298,1138.851088910195,2720.1003767051457,300.74071622532057,38421.45730272636,1313.5497434094611,6147.027634334844,2832.877327752117,930.5761295466084,235.00453173362624,6703.586841585556,8840.685312116584,6707.5007354182,3290.8227419374257,116.23831353688496,4407.9085535987515,3047.8163061694063,363.16307937790197,4711.540624516334,3238.646129111104,345.48158789497063,5513.508780704109,4940.7904410454075,130.9519986057192,2825.213502667488,1094.3082868291904,3323.082476863083,12627.984947740166,1310.816846212832,219.9896420452017,1957.023588258916,3111.7962878899907,1179.2494027177415,246.88630384560173,1717.1913755982998,569.5492090278333,309.8611016440755,594.4105041363141,152.5455319245937,6050.970212715557,233.2759733646079,112.62137947326526,2087.058943886138,6.364522031151669,3065.75170518209,168.3633227684321,1305.859717667879,3567.305541883402,6821.373627742793,2002.2349768701351,43.67532773016032,4232.701656460382,1991.1057727586867,454.0167958179388,1883.7634499420526,1852.2279852568656,2600.3124064394706,7470.71312463486,1021.0511571208413,343.24589364593896,5381.649992609904,422.40225388026647,31.010496263520928,1482.6539735670856,543.1299868547469,243.41483257805854,7523.410199099928,4008.83964344715,2792.409655397966,2655.0047227949226,4938.0230316321995,381.5956642622216,4964.57922176636,1722.7926521150312,12213.641276818591,2335.8964507687547,1865.757421099767,808.6407842691882,2015.6545665486394,1843.9846159723627,2814.863518503153,222.01077950877098,840.675520915658,2716.6463138501704,3089.220745580504,4316.104335000803,1445.7104208572018,1737.8106472592015,48.69876708839296,1737.1522016461136
290.9496014301965,130.07130276601546,1639.6448821125666,2755.971134264614,2644.2351077771896,671.8316534683369,1570.2226934326652,1630.9156637554174,2112.6280893846842,160.59962520130296,73.19979375858473,6668.947080859868,2739.235146892335,885.0853416017737,25863.649225255558,2738.1535288502155,5392.293960727723,3083.710657063545,1343.2201752793546,265.294108054667,8423.213251854042,6201.463264193121,5850.839342002411,5087.1361907186465,246.567433588028,1021.9879805607228,3300.7455922191834,617.4632153919422,5804.486866026221,982.6870655149166,316.55883083501703,6479.6577732120895,4119.138608493609,102.72183507767264,3252.601571255086,1907.8825515288306,5007.412490842815,9235.089505753249,1956.2258294362089,108.40064216314028,1613.7252008422006,448.95109119654035,1350.0338394172486,1521.0625961777946,3432.551385429603,652.6002281172981,665.6745642356575,532.9782191168007,153.92435512927426,5509.181759343896,95.54306522867712,3.1868558070455446,2705.463873697119,9.724558384330072,7423.477668689159,2253.7474493652435,832.7841867105648,4442.855963107085,4441.5974436413235,2748.501387986265,29.699220865365877,1226.606980581176,1812.8121670056325,4948.197569522406,2149.133607392049,1771.7574579389193,2427.549584804429,2252.5029778422822,8285.287195697854,445.7458821168959,5269.811118577547,3843.827633874657,38.497081187844245,609.1487221254862,1992.4488308986008,3742.137208725907,5938.134173008,5243.919333253802,4149.909068570615,3032.477090626059,4132.858046240907,414.7144858024237,5156.608334593564,1676.5998442080722,10214.83559733455,1160.8925285875052,1989.1563843695176,2332.7391404273317,2252.860893452789,1921.9670603998386,5053.203291811768,1312.0549212038236,4013.9981580820418,2225.6911109704597,2841.806816302469,3252.293800901684,2398.398534855732,3449.4168886677962,21.298543276359528,416.6731182485782
328.2532885372758,156.24356921426684,2083.160067256367,3160.618043214477,2665.0669339505953,1147.6006726185315,2745.346558976755,3498.470960670806,2338.815382436203,163.67574393099042,103.68512373431291,184.4903431033731,2621.111372066381,57.75427696081355,38430.021676730175,323.1951084435766,7373.016705350261,2913.8257921153418,656.1127454295246,221.2075249502061,5214.374850045091,7161.879146361987,5016.665014405768,3688.894949625354,59.65392689061096,6071.0557792513455,2802.209375620225,406.7609970822448,6308.905523745378,4947.55084576128,245.54655507685027,4801.4492288002,3423.57306799755,560.207642169349,2536.215005675078,719.2067125472696,3650.267793670113,12578.90463795164,1155.696617948144,374.4450757742888,2434.431738943631,2654.6912281462687,1057.4283503895695,407.0901656430786,1033.339873766328,536.89873713611,446.8233837573238,957.4263905764988,197.66910180184104,4787.2452054407395,199.1676982949578,21.75729928393302,3846.856722787024,5.865936810842081,2222.8376495598222,599.7267037233071,1124.3296297306676,2493.122747113513,6560.410555788959,5501.941597495806,21.75359761401473,3124.5491396380144,551.1056351487169,473.33583578057403,1291.1453366965186,2432.518131795325,3584.812795521319,6346.80001519409,1403.8491914739368,333.233931520813,2910.8550687659063,2769.129903764688,21.076794582044734,1941.598673663482,46.132633371477546,3545.0504134387224,7832.3007326040515,3385.0766415830058,4401.208570464297,1643.1862648409906,6141.804393878312,359.5646751735418,10388.468759535132,1424.2390435126867,10963.63952956752,4119.720607104292,3338.875828150813,363.0614218982296,3073.4468870334467,2846.9598417041802,1663.4267464852442,150.0562339446918,915.0956460456067,150.88039667567256,2456.566855490946,3760.804911914695,994.4882494815672,812.9152605673651,108.78486898838754,2195.5013539543847
309.6621654792745,114.40192067039709,1523.1099390209151,2894.5298434602964,3206.325561215955,758.953261707116,2012.7070122769198,3357.786745472406,1715.8073408164773,151.6886374262381,48.29840180314546,221.59448745587125,2432.755235394801,91.21596092616844,34885.1083730691,537.4553433675436,7905.806346394056,2312.307095576687,1233.63463386207,298.0647137685065,6819.896469512965,10825.102022649924,6812.307830178575,4509.620087224533,207.61773366837727,2376.561883235728,4159.870003298131,795.9308116416017,6150.423457486607,1662.9829106501145,276.24638788334704,6495.835877103333,5269.279771261062,263.4384200995143,4350.0966588524125,992.5338897274797,3530.048367153075,8595.198394181794,1708.2281520658746,207.42297981650339,1446.69981987577,292.4600753836478,1374.6177617117428,1405.3342121508622,2067.91300737593,747.5454692298675,570.0470508893251,667.4966169368928,201.91725599911254,6053.165061030532,81.94859942306499,85.21575693325453,2718.091387753288,5.951722095807688,8030.136400287068,774.7909442869696,714.4440671952942,3486.318379418658,7437.370153479231,3696.032451965627,46.989532708002116,1269.1348678698246,1255.350365044611,4664.935443839779,2017.8566778565562,1874.4031680289472,2536.992024264675,4086.015642202192,7707.130402922772,275.48729197611163,5992.0674623576915,679.4664409833488,37.92882769814139,916.9693571092714,227.30433970987158,795.5333378513278,6954.608816872486,5724.541722696888,6229.439809489721,3091.970744716393,4023.289928668972,430.4557158319386,8113.581884569664,1568.2521499045667,8674.623260620836,1857.0408769747376,2600.1007511200078,1801.4259346426306,2289.149532972197,4853.050977886689,3165.1166398666496,125.14282605606554,2747.1653973066545,2171.6997398064586,2292.107938666505,4580.410153571089,2443.317380307477,2231.739189190528,44.35279299302559,2084.0365350572447
290.273975970692,152.94052231575319,1434.1123867930555,2906.9929932518685,3140.013186898468,846.2973852105611,2626.041146254249,2194.803130940249,2519.1277335872683,158.38501356964312,40.18252616382379,1259.4116988154026,2366.2523527668964,285.4478194140891,29809.177196028104,1474.9460974523338,5902.361836123798,3105.6891497552424,969.4402386202048,218.76826294076199,6805.7137089684875,5318.692647557075,5818.670229925771,3691.095935599109,128.8068502791681,3120.93502321367,3530.2535166050293,879.422645763148,4936.284326508733,2108.69599029348,244.51744692393225,4723.357100716099,4449.8423239740805,309.4491404047252,2226.6318523388777,1414.7456632766339,8657.854355504584,5739.6538608239525,1517.954079496326,314.1418663041293,1051.4960787985924,11.025781415396509,1366.78361970511,2276.6928831221257,1242.2682730765084,726.3655775270862,740.6188735478466,859.9191672495223,213.4848605962661,6441.967770060244,46.20678226254844,11.857212929001932,2950.122470949317,6.5607248164141305,9344.51039280604,2158.538506925305,664.9423807105263,4152.060885584917,677.0899109173981,4702.900833228552,52.30366333092851,191.29963551366475,1150.1857338793793,5870.306390076832,2106.4586473147738,2173.074919868164,2809.56023733602,1852.2323840031897,11187.38137548288,319.25874673747126,5794.0284045633225,3167.4515408023744,31.753603576738982,1164.7352297495595,241.48755291081463,3717.935587971053,7536.5257348693995,5815.2515361934165,5905.162202361489,2583.3766482794026,5171.300673194433,424.71053444419516,8349.757408497024,1802.5263215603327,11227.69590705483,2988.19721827516,2289.97942443572,962.2605506631289,2543.5757053622897,5331.3319753738015,2016.1060801411707,2778.879859082083,4568.4334361737265,1312.5813904671927,3288.4942451769307,4121.083033702014,1615.0229234909061,2126.8730891444075,42.434406808486706,1789.1150356048734
327.9885685520266,119.23663964149277,1569.0815074186266,2527.2134003216115,2611.637337290481,1104.9395260775366,2081.1257905387138,1511.5258467893896,2051.7763156961482,159.14960963408515,122.7453147329939,5580.507024249036,2744.2202261081243,827.7124806660477,24274.350218400963,2671.150212914074,4424.757120043084,2692.665191793113,1136.7914856048028,320.10499325521664,7543.1621762652285,5512.905581243922,4922.613886566951,2931.7038187825024,184.27553405138283,3176.2349500219075,2455.436667605881,198.216837734012,5242.616980320872,2177.654784132754,402.66087232631264,5664.888857774779,6649.662451870721,48.6582036399229,1282.106316938191,1709.1764598810987,7073.5890905973765,13152.476726145214,1780.2909672692276,212.56682861903852,1638.1890726093357,3921.215393851029,1112.6072388805187,94.47450294674293,1819.5817803019904,557.9044205730901,247.25137756205788,606.494496228536,148.95306190296273,4347.333599195321,265.1455874455892,110.58827819104094,2449.7822247085237,7.025862738615931,2203.9945166300654,72.09467310009815,1101.0736091916508,4596.89800174659,1666.206499249248,2573.6474786503322,17.572761530669002,3693.5256551449297,1180.4355754632013,112.10707815285996,1203.7925429997915,1920.3459769008364,3074.2991523407554,5046.878974685403,375.7220731751477,339.13045754570726,5372.307212552569,286.2807004870954,41.26726941210559,1035.8415851824502,1101.4932909149734,162.3120014472917,6863.238030403521,5805.365128042263,2601.226694761036,2476.7862303575853,4387.753997808375,389.2601424763311,5196.576739847177,1716.372532986021,14686.315965151436,2159.6499319158065,2361.67028652647,1406.9343088571713,2813.501895017757,1271.0203561458134,2649.2599046656264,2633.240480937197,612.1611051400109,2179.722135017888,2857.980519906399,3157.6216375274635,1601.4222760266694,2007.0830311405255,43.672459762447225,654.8996147791381
258.44254579754426,97.75042740943987,1267.6759058152074,1718.4700885618186,2217.8451282478063,636.2994918369134,1776.2625286323557,1680.3323958496524,1411.9993605481704,147.5919990598772,27.453565603261215,3155.7969375547245,2103.036781031281,594.2288749892838,21562.354615910728,2179.9803510814318,6302.380682839488,2199.5879844650226,1392.030327150614,280.2466630095775,6373.198531122941,8679.765719122044,6067.2928919001515,3914.085655325968,286.4662414515584,1266.2479922916036,4472.747169992183,235.43682568670917,4314.586197258722,666.6943644498896,743.2056207810492,6591.515848055714,8163.531499452834,120.95885220902777,1620.0037328629392,1759.0976397658085,5055.141736796357,5438.942542296817,1951.3411011951362,119.0311874134222,2052.780930037803,3473.079460024449,1375.706940501993,108.91873960434951,2179.352787890184,720.3043134116521,258.4407988976315,535.8269023637916,189.52281813104113,6566.615445176042,253.92247386995174,72.19191454312363,1852.8549017979726,8.292139218145206,3111.231973569175,278.15056606742485,1144.9630565546327,4562.122950147574,5099.3073776101755,2345.6117458020667,51.84309280945032,4690.152093243058,1781.6238426907748,154.96779456873168,2587.9083684234265,2126.2629507391075,2283.7380312122573,4631.731429115134,613.3849535378292,399.21135981133034,5445.00861730405,1357.7763557238898,37.693909930763176,465.45309901927436,911.7228963183608,1639.9719284076543,5927.561515362008,6572.997811729685,2573.2495670924595,2479.994391741349,3929.8252953099054,400.98371776982356,5269.783657042087,1912.314192240505,7542.820495663001,1174.8975486782,1479.9060331393591,1645.2797501030834,2103.001503967962,2102.880265092624,3856.5449559253707,957.9047469438623,763.836657517008,3023.0545413986492,4601.362318271846,3750.860628285384,2366.1981355262633,2917.513340018597,16.908372094022745,1219.0348921101358
