stpA,hns,caiF,crp,tsx,malK_lamB_malM,gltA,glnALG,dadAX,rhaT,udp,malI,acs,nagBACD,dctA,fucAO,glmUS,tdcABCDEFG,rpoH,ptsHI_crr,yjdHG,mlc,melR,tdcAR,araJ,dsdXA,manXYZ,rpoN,frdABCD,fucPIKUR,nycA,glpACB,araC,malT,himA,gntKU,caiTABCDE,htpG,nlpD_rpoS,srlAEBD_gutM_srlR_gutQ,nupG,malS,clpP,ibpAB,aceBAK,glnHPQ,fdhF,himD,nhaA,narGHJI,ivbL_ilvBN,hypABCDE,epd_pgk,dcuB_fumB,ompF,ppiA,ompC,fnr,ecpD_htrE,gntT,galETKM,iclMR,lrp,appY,serA,osmC,araFG_araH_1H_2,nac,lacZYA,uhpT,lysR,FruR,cpxAR,galS,glpD,cydAB,narL,alkA,livJ,malEFG,envY_ompT,hycABCDEFGH,hypA,cytR,tsr,fdnGHI,GalR,cspA,glpTQ,sodA,motABcheAW,cpdB,fruBKA,adhE,arcA,sdhCDAB_b0725_sucABCD,focA_pflB,mglBAC,narK,htpY
1377.656728359892,17.205586049856027,111.02018418024322,1383.104243041305,763.8822229733348,3751.5524639797222,1040.2306343169296,2766.0981469790377,2211.354064989786,1873.5119976393967,3961.3796669260933,700.6022569735305,585.9051384432069,8918.477110729866,2368.5392137367653,5621.872935333687,29.10190157867784,535.6522763842572,521.1645496066538,2122.714288073632,6154.587274196093,560.2123553150782,8765.403150459722,2848.694156360782,4928.536588876952,131.72918036361298,1156.8058755364314,1335.7060354905445,3213.002961330845,3034.7617347463893,1276.6029655196096,483.9356245735008,534.6285424512948,933.5983442959345,1581.5359364044714,8895.614352704648,809.218903321088,3484.332697775509,3451.74262620188,2126.2223004458288,4.679892890732625,2229.3364230305774,3449.910614011339,165.67677049453357,1143.3168613848634,3524.1861455032017,1402.4958179345128,13.3709570805195,799.8140821065174,4236.427803382019,9432.848192823583,10911.069498012455,2558.5670414472866,1780.4736238707471,793.7090406993257,1.6322348291258173,141.3296618699214,4809.976017594171,2189.7160334061145,7905.044649199729,1943.8978738466558,1510.2567690249446,10548.010681095484,5342.81810196061,3387.606286065589,6196.062605873831,620.7172019594688,2207.9264408945696,5038.2090199133145,1869.933133632119,78.19188180135485,96.84391418827977,9370.306664548916,1670.0374858467455,3086.7782819963204,3169.6431859301692,2814.94597334658,6331.815224542297,792.7141077268622,6406.4938945385575,55.00908719522603,1635.9617593862927,502.85053085540153,4480.485185123245,28.288528314781466,5485.030915314937,1454.633069480863,4.570914660403892,8983.11802822822,1116.7277737355541,404.4466410102915,890.6841568912931,1632.2808824296076,1287.4230465847595,675.3671276686047,1118.618549850462,232.8151603976397,279.6070617930871,1644.2884428029279,3211.2794737991853
1114.1006761364647,100.73310132913478,118.65510328805132,1231.6604773340155,1608.9319667658872,2854.7862054452885,1208.6437885650998,2006.5177606964648,1912.461725784275,830.128304583961,3703.163922919174,672.9449047375429,580.6285590197857,6116.58571254414,1898.079091300072,5259.252655578122,36.56171945939448,529.6459221688772,340.9058657581095,3866.2271595710276,6780.211032810028,675.525405649374,8201.212725977637,2392.975245711674,3893.089107566815,78.30884876946959,811.2601460367722,165.5112493539128,3638.2470695086067,2423.245155543816,0.22337860196298967,678.5253797866062,548.1901160009646,605.7380488034737,1257.0840360354873,6777.394738254867,909.36744092432,2625.475916428749,1332.9812545538,2362.447750730933,10.046832776786776,1691.7680070610863,4151.863015747328,103.28005792294177,1969.0339247520535,3311.389875723202,91.72683434398613,27.725898180724464,753.6554780444842,2375.439143924334,7182.456763265433,9159.09905106203,1143.9548422100027,3890.6062737117577,826.197771155904,4.163957353611346,922.51284543623,2838.2760927321992,2002.7690495624038,6788.12406864745,3430.201082444775,927.3497274728323,10329.175733192205,2857.74486643261,2157.016435220126,3982.0323489836796,676.5150168289722,1296.786570542998,2382.7920360176277,1167.6955565295427,358.5508729059262,38.21301056182747,5700.802197673051,1480.5968471930769,2719.037944745298,2033.4929693912047,1718.8995730470874,3902.849194542539,1756.0989743900714,3982.759100318412,509.48218455698486,1124.2735234870613,10.98409243577406,3383.8847170587474,239.76329741930587,3458.1123346220115,1499.9841627613723,191.6021120446476,6100.8029954350695,2393.813054017881,4261.009977437749,637.6427195471739,4254.3236263801955,1423.9176816386932,456.029823926368,1429.2207067422917,373.7205581389027,292.67501464464283,981.0654242559604,2060.0143308073075
714.6303982035497,84.6766720311356,103.23608970151426,2867.3126981385667,2041.5430490546976,4377.789807421733,1563.7587667067887,2703.6504021843466,3255.1523273855096,4098.511442391535,9022.1973860979,374.2383477571742,461.8241306671863,9878.352870287017,1193.3128186460056,7487.016335354397,26.942081212651487,532.1477284790453,650.3860241514235,2186.3473047089014,4624.4309781028805,592.5603942720389,16549.363491357268,930.6561919542256,5529.1993006486355,264.1040325509639,1224.9451657082586,996.0109168869234,2042.4799748988314,5389.32513358043,1778.964506949076,754.7185561603728,854.9235430514398,1215.4343690571118,1370.203992712675,8688.585505624058,1288.4768054967587,8243.47163887332,1390.5544339017315,3036.003880057685,12.472209521645894,2592.307579568681,3961.4343209679164,206.1678605881244,1481.987302241253,3681.8952967085293,983.4682973586956,51.18945759585449,1002.6530072839597,3610.3543502676366,11626.864063588471,7924.837632240768,8422.615334051967,960.3674990092067,671.9083600952932,3.954342515338393,744.4248193662277,4266.412333411049,1560.1613191740146,9010.0713738966,356.71662657108664,1006.9520182483383,4397.911595035076,3729.854138655713,474.23133847296083,4004.361768071906,693.1624995018415,2442.20632377037,13264.512005942715,1967.269086345493,448.7240320178671,16.38791486287817,7131.409518805392,1445.9735790237023,4033.414244843979,2404.6990572485324,3395.230380588304,4867.1442337735025,5179.4821771832285,6502.550904432935,175.7878841941338,1167.7185220331814,358.43344963678146,1076.425308197011,124.54107850561027,4982.217640074833,2717.9247610448456,110.86335837138508,15608.632530602055,2371.775568270512,1917.6942381565711,1220.8193758402278,4377.010963680942,1459.8747838374218,663.6412692992583,1714.9120867920071,250.63975227493114,504.9348525074742,1215.5469281377375,5283.890828110737
955.4992478444543,190.40548524032414,95.8790143119003,630.8116555971723,2587.056256451625,1884.3079277664792,316.4190378128352,1416.07640664038,1498.7053640583595,169.68755143128178,2889.6843852117686,742.4237127458522,606.7683215528307,3920.190463621247,1203.4667060826512,3188.015881468469,79.70104491227265,435.135270758057,249.17420176797714,7443.7543201353,7107.029120007681,566.2100956269101,4771.1473699659255,621.0741159845463,3145.579064113979,21.41217322032322,721.3988387843532,371.5560619671026,5903.535077475697,1536.7277397065195,6.562780594848162,272.31455841800135,485.9800181726812,424.9146801426117,133.5467803076693,3390.6801861458143,962.9093317353461,870.716700113434,1871.8368295325492,1329.9668107131245,15.539862379052833,1087.1622182069839,1348.2872265715305,55.110683823961885,132.0948592628225,1547.780753498458,430.2181984297216,235.9242862139313,1185.9849301346153,2972.078356023053,6548.048546395031,5602.237518667924,103.24954510645924,4471.683815964106,518.8248334815365,4.702425856506365,1531.1602051109433,10217.694636454476,26.448451498849455,3947.768385544866,4472.4835164385295,880.0028687622032,6453.878972562448,5104.8630390398275,2448.2753584718484,6374.533601923336,350.61470613643365,1518.4149309591367,541.3015194833866,822.9820812984842,442.18026240797434,8.645566588685655,7333.656491881168,1088.2004327646416,1452.7285915973746,2818.298998971644,2333.072086034317,4073.2150772864616,3606.2799983718955,2634.5554948996705,356.6881475536023,504.17903189808465,52.29530544389095,3749.3537774399933,157.70876634717808,7578.398675420932,746.4795680631786,299.7832412012822,2141.010028856931,2821.7663847712047,2592.2126327441674,325.2299314307967,4401.3514798558035,1965.7362398751154,2143.9835551788656,277.3275725606969,241.4993741621536,139.10823247197789,1384.3715409522556,344.13497062040614
717.0999959118607,93.76251065435143,101.48620188152456,1277.5072659148718,2369.3265374385996,2120.119908603928,716.844667072107,2541.6566572480865,1887.0544664827094,1069.754471020091,4704.454950298037,635.7670172346542,556.466313231724,7840.922137743767,1472.8764311706386,3970.169161137665,40.209269777583415,543.45666494242,321.59525354962636,3769.26102799284,2405.69400196505,840.7007750528445,9217.259508554742,1171.9406881227221,3995.307766631368,73.52939744130035,773.9151681436286,1656.7706903802045,3052.271426734846,2594.8491705341576,5252.181492294051,389.1665269497768,598.8133298297706,592.5975120542947,523.5123922956952,7621.97844460882,1119.4888498312423,2029.7681490456644,87.43767414081304,2290.2325204202302,14.053988586895873,2067.858039692944,3137.700054565129,128.5077902842394,639.1192145510037,3888.93293635464,1400.5076292159133,107.37756127190428,356.90880563033636,2583.4166506566817,8546.919806160358,7956.247907495799,1270.5929219815687,2283.1825520799466,499.144467408308,4.0201048358709315,1243.9277422670896,7179.913089707519,403.219074922393,7133.614344744501,1515.331330179287,363.49269126711954,6191.868274617085,3309.8808346098053,660.4640285672879,2905.748990463639,530.0313621849971,2478.055142407184,3407.9322897355933,1550.336710304606,441.5077596231219,20.37805025740899,1255.450600364315,1439.4355543394247,3031.7181472251027,2914.107735020694,3513.852508729247,339.8814244188606,5327.361842873888,3351.8468235037,364.62311880726645,1269.3164555259955,985.9167971206019,2887.5788290152777,843.6560031954319,8448.310855762884,1995.6971724672285,173.1688217070166,6444.027832118031,1741.8708366114167,6470.95729060454,636.2287633782761,4357.389538152319,266.9722191469317,1874.3597830832364,509.5179980094645,305.11228743620995,234.62828067538223,1575.4238827855474,1311.3653262508144
1063.7198503826617,121.6762624933583,182.99783026226916,2135.367965836143,2568.3303998705,4104.195455811195,1127.4840070428259,3730.2557008632757,3031.315254137445,3976.3904964779513,7158.7333709107825,384.54300409058993,854.7915567347671,10412.868987137275,961.6950394510624,7668.884568722864,33.66237711984478,643.8826293863103,682.1905686670458,2146.1814821401445,3861.166675006186,384.4525141889581,14752.704936107642,3752.9927102282677,4313.388959029778,232.98751946996597,1223.2837222549772,959.3612128336987,4014.6621937481386,4894.648437992342,2316.889872104085,522.4998942705628,824.0544322971864,1222.4016438607778,780.8957978902396,9138.226275999128,1375.1721231516362,6171.25029582217,2440.3599730183,2437.5987991502684,9.243019078119811,2385.061290106088,3340.833484127069,222.6085126831572,452.3151229621897,4258.333174658551,1215.855568331248,103.26127569512884,925.8277664203857,3422.372496441516,12026.433282722326,12683.641191382998,8016.829585433064,1371.1255544509293,778.4819079051895,4.8501824877133055,1067.0844919876074,5501.828862037329,848.2152434692304,6090.975457439119,2297.926805495956,1024.5527390895768,6697.708464106294,5197.751473732574,1726.6721428130927,6322.678772214275,838.1727209477687,2187.468350465611,13337.10127192939,2017.518399582735,311.20849546950836,48.96156968011734,7705.2829660482175,2837.5930628454357,3963.466809052101,4277.2059677731895,2221.2216734883677,4486.587727896944,3434.790426894187,7869.5188415371495,359.1867801997776,939.2873416727854,482.08769557305914,966.4246114321164,62.83715249521615,5432.150961390138,429.2738099306488,273.05915417059487,11373.906038158513,1551.2141247495813,1117.025372920981,1083.2254050466747,3623.5089979892573,2088.8475152250053,961.1513114560687,1413.6288177514255,363.50959679356583,344.212566180353,1616.3489646871021,4220.730653968166
963.3794879917048,114.60914787768459,78.53876943590306,635.5862007292448,1908.124807295716,1065.6334207499165,731.2813046569058,1927.5579825710129,1200.9073931047376,112.77279066774244,2455.098829422621,657.9050869139047,637.8193525829586,3095.182722542002,2384.259367387876,3173.2838769682257,78.4107360084989,568.998708403741,188.3662775656556,3643.282655169217,6565.185053763389,844.0450791088997,5727.174917624735,2390.9717875690812,2946.177833633479,16.549986677998067,673.7990075147696,281.89012353371436,4369.772003070034,1836.3230037927744,6.0705196349170425,405.4613203438822,555.8725037776513,386.3637588705332,915.3230227536689,3890.5057275459417,639.7620075338942,569.4675539538147,112.65392865266287,1416.7027364507846,13.006082675963256,1137.9925111187226,1695.050068392806,56.087486793327045,1341.754485677672,3178.9189814066804,227.76501945667042,89.2020818483031,404.15044209858564,3786.8696671859,4630.355355593036,9897.49189087903,76.67638519569867,3022.520956794752,631.313837026889,4.550870969549426,1009.1429912214819,5594.5459083967135,1365.1771972940408,3478.867312934598,4429.499422442977,189.67636681778592,6793.568784200243,1443.0822838954798,1381.4969999450852,3729.851951708671,284.0687918117261,1438.9757272054214,434.1799102003736,697.8535933934373,316.7228088756149,50.33296807198214,1870.2171914317892,1373.6287360686185,1573.8262819103518,3323.4838103239745,3108.143193782505,498.73325971309225,4105.275819372866,2556.366518511766,298.95635852434293,839.5769841326277,34.81236317021949,4091.0178025933083,1000.2876051007988,5069.223148744209,504.176076160569,222.35453629819932,2557.730300437601,2134.423031366713,6481.866003536682,281.94648449841395,2763.698410392721,249.67781902287552,876.9230518033479,618.4844042607956,272.2272127673014,157.56704580849112,1221.5299931777452,330.4322989334795
1082.2841392399514,170.59918891847875,143.1780183187214,616.8950821213385,1807.5317331331714,1410.2692655850306,468.0400234254306,1333.1948361010145,1417.124975301398,143.2832455293827,2811.976440266193,756.394974411656,371.9624950337615,3832.487795339563,1255.470376947905,2730.7559146483864,54.08202180596424,539.3726358736836,263.3929425164993,6260.208833865496,7293.063327130814,736.3100526481426,7305.955794403343,1759.3098768342368,3034.456377313008,21.253588996330635,619.5439115796313,4.358574136791075,5997.391170584532,1333.0202507076751,2.345139597540405e-09,382.8800807311596,505.01619537008736,397.15314648357315,919.8219971567172,3560.319259706921,901.2339549906185,900.8584187493103,1296.3193770733803,1238.1197291170183,14.916952582736785,1383.9823524045041,2065.654226704085,55.855229374181306,758.1731564344515,2667.4228792354543,0.062402234006324366,89.42942169402477,816.5652111706212,2931.186353458137,5954.9156331732565,10041.892769812705,96.64385066977668,4354.441978448661,701.3696106381047,4.90811001081028,1022.3468730736732,5597.545636713958,1471.4539455000736,4870.3866911975265,1321.515966170582,1518.0679265165695,11727.354065769,3827.954297992969,3452.610212263969,5694.2865070151975,336.8530790322088,775.6665638015031,391.6342689835962,747.9903242456943,425.3772802725597,36.001074990301476,6376.264851556167,1169.3607585127784,1001.2978603445157,2929.3786720609855,294.65469682400766,2945.1226594078353,496.7868296550609,2283.0429783990962,604.1629196360366,669.1834754456403,0.009610588737422895,4321.763615103624,185.3137928438092,3027.158016930865,2666.2562682463754,314.30694271248456,2800.2696732462878,1692.9983345902951,3069.04158939572,271.3871460448023,4198.321390778052,2486.504214101223,1199.743187159446,549.7687318611853,519.1996035134212,160.1949982508199,960.4456484027887,409.45988824203005
872.5309967415587,51.578071609568774,133.78133909188733,813.0202041282292,1964.9252603342368,2180.843905315217,389.6195692635792,3091.1777976409044,1357.5941679666314,213.53280492434672,2443.042370020631,916.2771380932378,522.0135656386261,5392.102060120945,1507.3697807925641,3000.261180896941,53.61184413605649,555.2123066368182,269.5096733081559,8224.306701421696,2348.68030729879,95.78945440950096,7740.527844091742,416.6254980753969,2811.4462836953035,24.799400749400665,1197.0539590826754,1729.6002005454761,4265.101631799922,2046.5803598168256,4985.275897526381,349.41511705303583,508.2722533390677,1049.9621292634822,322.96763261960604,4016.5154989971834,1314.6130262508666,865.7730467819293,3823.640272216407,1484.8070853777292,11.4988352451612,2062.413356934833,1680.309844898907,54.688894163926705,245.25333659709568,3559.460770978408,1623.8728643269424,176.44210566721446,835.6936081152696,2907.7786468721397,7076.878777336867,8874.862021767196,133.76119347954545,2785.888996388834,760.3297927480716,3.6633286915829872,1737.4025161781046,8394.5483649334,150.23692195838137,4635.589059662492,3462.3472030125367,1508.5333056828458,8204.34487008778,6085.200678673608,2033.7442106515584,6209.142014382843,400.0406723294829,2960.25825268268,702.8000658113557,669.5636216179278,456.5835691220137,10.602794414039652,9714.081449839356,1439.5665802797216,1852.330207385729,3550.105328242939,2214.470684528441,6774.8749922642,3565.473450091056,5072.582913822542,409.6626698604564,1071.7670005538748,970.7558635117972,3462.762732750444,11.535455743407471,6366.189460397881,885.488401372652,48.52398238558716,2748.7322405841,1841.4111036151212,244.26275306354415,392.00861324179397,4401.750659348794,3365.2802461030183,1915.0075659358026,326.14991057037895,277.97428033265624,168.82910906087602,1100.715501514753,394.8056721306072
1286.5578998597784,54.9718979761413,84.65064633718885,580.2653365364523,1769.9868127417249,1767.0870201154867,866.7937028761153,2085.3988418689505,1526.2266196782432,153.73104219354155,2630.957441060217,795.4947444949687,552.7394017281559,4270.224509345484,4074.1236377217706,3072.6579418343927,74.219774987207,548.0323732985804,176.8097845810241,5426.0852961835635,5021.915259031624,152.21547350704873,7640.063780023971,3436.4335521995044,3100.3744808038728,24.12045061707493,1239.2402845350632,1168.6321085217073,2458.0710680892457,1774.4056751369244,1525.5202587102085,403.52798365467766,535.9694272847556,672.6921146640917,1412.088524130838,4706.491740670711,514.1516947540631,800.1161843762738,3270.3256881031834,1281.1568530846398,13.692542854322335,1787.8400282378784,1874.1730728655853,51.94442554521294,1810.1880784368655,3512.413119378893,1267.3705430878979,32.55286582479093,1127.7686588879315,3632.473646334253,6037.706067292739,8982.627293840123,128.07016085125224,2186.913084553873,702.2440660961687,3.9809750563066295,774.5492950417093,2249.16689760008,2508.107481000466,4204.445697330329,2252.229227130355,595.5350901067585,4100.623346909909,3359.713613092909,478.58500167517167,4961.974061252829,337.8319058187132,2151.543104577648,590.2231312673617,687.5280655882608,363.326578432725,62.78911754831046,6810.034810663595,975.3387407516636,1898.45864681746,2144.2801038308726,3401.9710912439314,7068.6893272209045,5444.72974519857,3210.3421811495477,242.23546374119385,1111.4698180329856,460.6916789400077,3942.027962713867,55.54007854122934,4696.441496248055,1718.1203568217136,56.30519867325353,2475.9607318530097,3097.1413349559084,922.1182241726617,352.2187055372833,2456.528885156481,2124.837909951862,242.1949859475267,1217.4782671119956,191.65545258799003,215.5369523912849,1265.7031917700153,457.7670645572656
