dmsABC,fnr,ansB,frdABCD,icdA,sdhCDAB_b0725_sucABCD,aspA,yjdHG,arcA,narL,glpACB,focA_pflB,adhE,crp,araJ,gltA,nuoABCEFGHIJKLMN,yhdG_fis,aspV,dctA,malXY,serX,FruR,dadAX,argW,cydAB,nirBDC_cysG,ppiA,cyaA,manXYZ,fur,betIBA,araC,fhuACDB,gntKU,himA,araFG_araH_1H_2,fepDGC,lctPRD,fepA_entD,melR,tdcABCDEFG,caiTABCDE,srlAEBD_gutM_srlR_gutQ,malK_lamB_malM,ivbL_ilvBN,deoCABD,narGHJI,malI,sodA,rpoN,ppsA,metT_leuW_glnUW_metU_glnVX,acs,aceBAK,nagE,speC,glnHPQ,glpTQ,thrU_tyrU_glyT_thrT,araE,yiaKLMNOPQRS,osmE,glcDEFGB,gntR,rpoH,ndh,marRAB,fumC,galS,caiF,rob,pspABCDE,fadBA,ompR_envZ,glcC,csgDEFG,cytR,hflB,entCEBA,mglBAC,glgS,fumA,cirA,nlpD_rpoS,ompC,ybaO,glpR,narK,nagBACD,himD,ebgAC,zwf,alkA,proL,proK,tnaLAB,ompA,dnaKJ,malEFG
90.96056310884492,2205.9190128984947,7551.87900020581,4910.713889861,61.365089085805614,1221.2645140146833,5839.9083845591995,542.5438152755133,215.89972975851356,109.55497921812426,374.21125983089513,3505.5280339150295,1522.8168511569415,3042.745176537085,234.03692826567143,2500.3084623923673,262.3916255754616,25577.82062844752,3933.206586949931,2.0609449237873214,7744.988088951558,2522.608293959352,3766.1360599785016,931.1539237804127,5851.8585971631765,3231.644993793912,833.5317188345871,1490.9288441496788,0.7375709807804773,1242.071482542265,323.7087412465602,213.50155407703738,302.0111941590152,221.5005034551721,2401.3952753818908,1277.3515433715256,5687.504204504714,459.0614073600418,693.0257862335312,5067.318862132144,2899.432821263018,1733.4192091857144,661.0392599905322,1255.8787893115054,110.256857935252,1549.0178900705653,473.9506963354378,2657.128715286651,121.97767909698416,156.97098492578175,7291.313649758865,1528.516882381617,6157.6210588643735,679.4142188127663,682.6574094519668,96.6298610917186,228.54088374510656,932.8886579751216,1224.7759450186095,2715.410938535021,1067.632599597834,4541.993383011983,203.39858228822797,264.92396749488853,146.62437401206267,5140.3344234994565,284.52754648400315,2547.0514177899618,4614.6573677285205,4591.3054754528775,3612.868092628636,904.768624298658,4349.921367738496,798.2839553854584,88.35594397076868,1304.5059258241413,438.4457131031127,1591.5400708274624,74.30174722095471,193.83808330611333,2356.6514729176793,126.52839943318264,257.02307375435106,1667.6612991864374,10409.401277081397,262.4225358588065,746.7622826051659,2542.2626418810987,3472.9033229496363,2610.0167134157377,224.43422464944,5154.6213724380295,3563.173560425532,16723.543141658345,308.2572443202426,70.93675101784291,3214.731900607172,63.579112394873846,6013.983018686671,12073.955242899625
45.24810481110728,1585.0701859317587,4327.912367233527,5699.44317950853,57.792515090147866,801.4986453861409,5406.682330323729,5893.649127476626,147.47276539951244,132.96647899506257,654.7587753630572,2134.0456865924352,793.4951138756633,1222.7354656064967,188.1936367703986,1094.568692831889,499.6815693743968,4366.7872959985525,306.51011545568,5.387820427349506,3334.3619284009474,215.99170164539458,2529.9671261822627,172.66668707617725,1755.7727006090656,4270.794199319645,923.266666555728,753.1476670833287,19.65601430579137,1128.8253422621194,227.2773334405734,282.80301729483426,228.24016024743042,403.402793000848,1428.408458333021,816.2959868898903,3330.505686367726,874.4582234441916,1836.3666683713682,6961.825444882636,1739.4524144593781,1279.9494423153,460.63595752208397,873.1600817175188,23.76902738641865,638.4928630608417,174.34408954525554,2478.805614715803,190.56913277307808,322.3782553571504,4286.047505256981,326.46305127680836,2117.9621572827455,545.1829761723799,1137.749004254687,46.9013794215265,5187.733659753064,893.3324431445187,1017.6940620369857,827.634328318643,887.231955813327,3312.853826534407,759.5510855561985,325.3585469863625,385.12197999497613,2425.8001218861245,795.9440325110855,2936.3329674828,4469.2008864635145,3156.153689416445,1870.7095248007013,1136.0244801175236,3067.898289734748,2373.108076799289,356.14736422961766,2057.009751360196,569.9401676672378,4289.658692707661,48.28179505989438,336.13292187943284,1745.209055664772,100.30114213834992,827.6709823728168,893.1948770531998,5202.656669511696,1070.647993100415,2128.797548870455,1198.3360729138858,2772.8811827078835,1922.710469214144,531.1197777361032,1517.9028846372107,3593.2599425126045,13083.049251584318,13.23718201545116,3.0475384140549973,1685.3150970592335,1658.9133438634956,1817.5863564255758,7171.182146150666
46.96974946820406,1642.3356363679873,4517.272954831884,7325.055727105273,43.29432227481574,1052.6967046946043,5490.161795954809,9776.594049254214,187.950083902229,223.0587184476714,250.5155177289637,1296.788736147703,965.5145586114363,1050.2743279245506,175.72261617075335,873.2843645970867,1141.3750108941456,9494.7740194386,2234.603928300303,6.920149531211028,3418.2561444881303,1019.8403764685482,3503.9296902783753,79.07631939645981,4395.9237562567905,4821.4124523483415,1029.5724045906247,458.61051541599744,23.002628272866787,916.8024737033079,310.70413715733235,293.03553094731836,159.7519633893269,297.57124791694736,885.7367578468452,288.2935663154476,2616.498825101861,556.4857113995588,1287.215754658903,8005.160162125865,1503.562802495938,1058.7915960467367,888.7032667445692,569.9759866677527,8.234970786242192,358.89434191151537,110.09035105421609,2131.979198859234,219.08565340617562,517.7242812857037,3077.3203939000373,1023.115337487826,4296.901786040398,623.7584931770033,493.69792072182497,45.9419759468807,6257.147554475383,709.6064158046088,445.0616255701861,1881.7736567197546,581.8871361312962,2144.670731974157,1933.9416461983428,107.09626478875084,623.4133804145522,1809.2944152853088,903.9362841395233,3493.1229299946117,5155.508719621491,2147.0974046737874,1059.3896897375712,1948.2955193801567,2336.371510770232,2026.3687289193285,892.9221248425356,431.710536260949,745.1157131626534,5428.202667764177,34.63090095588823,248.16103557681998,1319.3988735559742,62.47610862053216,751.6893395072943,763.2351927343851,10442.523360197336,3314.8569619283594,8721.410055616132,2937.1518599895994,2827.761742739129,928.5226118155223,1162.0614044735769,522.6063153929723,4428.70572741219,16481.578978520745,104.50445042923636,43.51387478929959,1588.2517064566907,1720.965689681697,1077.9764891383445,6290.538859546678
58.07987719163629,2127.597953767233,6002.638863445901,4910.339657174298,13.179354715833528,987.7300900303293,6012.736480529143,9402.101890562872,248.2205602507384,248.1566110258341,519.9614116782858,1839.787672949492,1421.6630008314764,2100.7665497327744,193.0638514197725,1585.6729573022126,762.5948572805942,10272.528614045104,1424.36184987828,4.655860917054855,3679.6561891668925,878.8215889229912,1054.749267409726,584.9248784460223,3304.4192821326783,4915.023915044705,1210.7128255362002,996.9460107110737,12.547221445482107,806.0253561077595,404.4660966706068,175.50862504136066,230.07354631553073,236.82849527415726,1223.3819922557425,482.73386035349466,4608.761335134926,491.51399147402384,210.24129534595662,4457.975543527971,2234.4974602048496,1354.9921005240124,966.9029917907973,750.363279514837,58.67611859873181,1117.4223430617758,262.16916716801893,2628.9848639580523,121.33350216462341,379.61280801666453,6481.602519813467,27.04842275822733,2751.1468654927535,686.8538346628443,916.8113323117723,64.05397122171841,2948.9168288389587,765.8649296611483,1271.700052237809,1587.4577842544657,851.5795075494595,3496.4733249102624,1346.635997591738,112.86762219533765,509.8155740001593,3008.910328662313,248.86395441437276,2388.531521322402,4767.182112350377,2985.204256482638,1403.2068011067695,1449.6284633928076,2948.2103342309556,282.1706359529992,590.0618645769786,329.51096602864664,570.2917456087937,3231.131642086471,62.282978241244535,236.26107760032468,2359.5819490762938,87.46318685263121,126.92305221783285,1303.9304865688064,8292.064773632965,2017.1674938713934,4921.68955605423,990.0640058897548,3875.0268951289727,1639.522669714108,707.949675782614,3051.3016744539195,4032.197248252616,13169.817417433293,65.73610339289058,24.17788072004688,2464.104071963222,670.2133329241861,3486.0343543549766,9113.749866504382
47.86693706743873,734.7158097224228,3012.986639596821,8739.522508110182,120.114084510102,1018.476642806216,3177.1964748131018,10264.005085385028,83.68952548280491,67.63663409962679,437.4719813157238,1779.4774147574374,1010.3242643812113,624.9545336464947,166.17239740422175,1043.0555900450026,1016.1165966779346,1357.3684460303728,49.684146576022265,8.372519100451878,1960.0989748170748,26.41835914254959,4609.1679322942,22.478870300109005,975.3396745880864,4799.248777686202,661.5220663376169,264.9736488030061,45.47766293242633,648.2247364804498,199.2318618395113,323.61249304329743,112.6367450565936,486.85082675951605,750.8702189661999,410.41195677465856,1782.225261489391,842.6847684802568,4877.4195145826425,7952.344872496786,836.9302099540109,1088.3296984840406,637.6867016108225,530.5963607876535,2.4704076847656413,203.8007633634351,78.01428617567065,1891.1125628693449,190.01124185679348,928.2169829241504,1536.2961015510416,1271.6481784429886,1218.3352492813835,468.76169617999324,537.7602951205275,41.54687525094321,8135.549271804714,453.6292370933072,738.1915236672861,447.0952281054053,340.55822858525374,1676.1861205823895,1824.109167182413,484.61913095859177,680.9663040072471,896.0460191976756,1600.4105552378253,3858.693199695429,5649.249708556492,1378.0312535476362,1468.9957713500721,1935.697885155376,2132.449507351808,7297.405272033717,877.4354586024463,3587.881348280007,725.1717118386986,5722.434932900092,29.002509958553766,321.90898664931166,1063.2256774738555,56.341394697284485,2087.6349900908012,644.2432950496734,7650.940763124636,3052.0672280030462,4301.097143264605,459.1661586935203,1840.5747968159287,1380.0085742874558,1649.9814440497257,177.58240889785975,5089.187048531537,16385.154520315707,1.8032787496857312,0.1490584740483038,1030.7133393232036,2133.4469107563064,419.14832823023886,3757.9932401136657
38.129566270921494,943.5718792966456,6396.987219757392,4887.5396184694955,104.29826241980491,3065.710248534995,3724.530907452101,10357.706848195578,111.11871997824821,237.48553113317607,543.7143339397686,1523.7311001326552,1312.282166428214,3007.5827680436737,288.36434708012155,2316.4221216712713,1480.4722377333624,16385.37130182021,2106.5551400504182,4.191946221829428,5219.815935960036,1673.758616757723,4437.450124113648,864.2688411992764,5033.291078493524,3660.555659836407,1019.3966359844417,1507.9000163136857,3.531191781693061,873.4217470665833,327.9898626819017,370.33257118959193,247.0405360490079,218.60770257597886,1536.1333101588998,343.12166974750284,5368.842676659762,435.3606031832664,4504.673718251271,4827.008402277495,3056.0197916118445,1235.097879084293,1016.3782837376557,1178.280179339296,107.03733318323368,1431.0283961794034,414.40497041940046,2558.5930867933803,106.4470350263152,623.4365133085237,689.3040643368311,1579.955396655132,4380.987872201274,643.5609428150459,464.16355362756303,90.51462808174841,730.0548025208728,309.4164951272051,1440.8431372932237,1985.928702520731,1022.6190838442888,4291.92918285911,2115.1402573692067,119.23081415222393,578.9727602482617,4981.562570981128,1621.228475408367,3581.483943667644,6973.691169225754,3679.5540751487256,1417.5798763553828,2093.057895152848,1279.8308520510636,4535.643696719042,743.592238416694,203.5788078383605,722.3946599540682,650.7764366764197,78.40768022956371,187.68110629738902,2619.0174898649725,124.70719516548071,1713.104368860133,1690.8699516931085,9484.086630221882,2785.7062695128166,8208.931158845338,1326.2208738319327,2928.913646950123,1939.1684356117312,877.2059775042435,5088.856452781645,5302.161979906828,15281.308181547158,120.5119753583601,36.022867141365744,3049.695003887692,166.57838952419908,6797.694141106242,11884.454428517163
59.21094256834224,2789.601596954585,5002.450882076186,6411.58930887353,38.63056599957041,553.3624877717743,6140.687922372303,7315.753604024292,258.46916655864817,191.53355699371707,417.19840640321365,2537.749819538956,738.5058288665477,1067.2783015628875,182.4997854100577,1102.4236832891788,479.62681628244974,11707.621009261888,2041.563944905755,3.4694190812948857,2800.295967456034,1277.2437682200625,4769.265854368756,109.49524758764616,4377.309118901414,3750.087227577198,1079.6175547445239,427.1925303174272,28.647130600105672,1092.9532482064144,326.7635056188282,134.39906283935872,136.5534251263214,294.3359573069696,970.2659861241824,321.0225784194717,2471.5523526618977,559.0529522736523,16.681321341352813,7858.021424854675,1769.0327608298535,1252.0410779359486,740.6941159594113,897.3812112665441,13.980952382181124,651.5759185280731,136.11294773904257,1931.9133775791252,189.86852780556546,478.24072274062434,791.7282259251313,1553.2066648253387,4943.923364006634,555.781496129325,302.15691155260527,46.60478554093938,4875.985374034098,383.87444934888686,755.0522928411114,1640.7133900265844,606.7765777855269,2243.023509666309,1992.708187626284,226.44235954332783,743.7488203391057,1840.236826717276,17.728009282298103,3161.356204436385,6426.2256709998555,2750.154484457088,1953.0738498920248,2197.02288945211,1302.3223578325446,24.914020850082487,740.819734721827,1689.7482205563833,709.3998718224595,5183.881703079917,46.4499364601591,230.7626482870725,1357.4958943286365,69.63266194904274,5.588693870281729,923.9451611848878,7750.095448755812,3494.588015473533,8319.524187714656,1471.572012959148,3069.849504536331,1318.7137676227994,1535.3883676047878,1115.4749447589077,5319.6679848107615,16856.762269711242,95.41734167030675,37.631708883346,1780.4692576182094,2060.001734088225,1518.5038576264358,7398.997306688431
119.52674345511288,1105.9843690775806,2953.238130415691,12435.603515883415,54.14840145569642,1741.7651832583786,4459.048852732175,10795.944208569465,149.1852900684742,8.720170106382287,308.36920764242365,3180.5860165432473,2470.5749772070058,388.66628295695955,104.96687580647185,393.71886545203523,228.650400705582,25995.3215838207,3999.695444459455,8.420386424942231,1394.4143766832447,2524.550023701665,2646.8964551417803,8.056028877428385,5866.367844991419,4771.428153387343,295.3798913881099,174.61895601016377,51.89375673243421,350.827670800044,172.0492110431852,226.69123573971456,103.87418430673824,611.116461589367,596.9241486937269,264.4405338902509,1268.2966225919229,810.9398657317403,2289.077353791496,8272.561473482567,701.4910089154296,1187.126158035116,866.8813439022656,396.98104621504615,1.1612963975495578,108.96131020773407,47.56722827876914,1396.0256996596465,260.4976360782004,732.74290177647,3331.970105813606,459.7278664703208,6153.645761141352,622.5558300618787,477.0183925399522,22.399383144874182,9037.123312651229,387.77615743760987,236.30366886980735,2743.5420489221938,424.62989631103983,1385.662181169972,1879.7730458905132,337.51557044232993,646.7324053484888,710.8086230857054,1081.0987913781032,2304.747362447229,6309.771047157909,1481.0621726987188,3021.180907070439,1950.563645663068,2466.898911469865,3242.111356188122,853.560993171067,5386.654876099596,742.1415343634696,6228.944300618643,19.283691095274136,418.6172612379135,598.2849726974711,37.94353681542337,958.7991734487033,578.5857375821706,6949.761845118325,3571.8003371488176,5512.144354849541,2027.849047587774,1512.433916678536,755.823594538925,1411.3277582586938,80.10573788615349,4785.676769713423,16471.45866698531,311.38757651313574,71.19933613287944,663.3397288278219,1850.035167217336,201.65608744393475,3206.801627545944
43.057253854147255,457.9228002155338,2478.596409142635,3897.245394512337,138.19894808679126,3413.2448281591383,2082.04848670026,2132.345936212711,20.679740686542424,78.67112116229116,801.3353226710948,1858.3347422285901,1495.3925116457565,1311.3883039889356,196.62863605231044,1764.304359881277,883.5470867563264,8838.163363388103,1507.3138943886495,4.831824626338016,3577.3158485944236,1107.5093518445713,3502.838694592882,207.81284630356305,3567.1797144975512,1751.1331245526376,435.8405495517714,666.0679429819052,25.29828611122921,835.3235023051186,313.02540208491666,472.08232999252135,216.36748288984174,286.5220164039579,1731.7732624251098,1274.4213858492608,3013.386026381877,561.6387751390206,6289.4126782867625,7403.668152948107,1605.6354186061035,1286.2901739011845,479.10662038840894,802.8249048524942,17.96477095929302,666.6512826542017,184.04390549375395,2114.148566697504,194.3824741996802,400.87767017514466,3308.6030044823665,717.6764408593915,4376.166939611769,306.2345185580265,1757.0506077169755,47.032743198013144,6422.429364108303,815.9974954416748,1212.2801122427934,2111.957388550348,722.5705447269389,2874.4394919843267,284.44677583215514,722.4660966808109,164.81519459159432,1989.225686798248,1745.8761712290104,2325.198062958681,6476.735668978336,2926.2017481589533,1843.181735625224,452.4822527462717,3703.313850573599,14733.784825517583,75.56771679855385,4081.026852020696,376.16275364104087,4525.189976203363,48.72606967501349,244.804915877768,1246.5990923557852,75.49748729626674,3027.299697936632,1082.6740066684642,2351.4581219972165,248.01638643428532,160.73750419491856,314.8199635607783,2411.696812881366,1496.5216493346757,260.9555559236893,1461.0253608360254,2864.623033342245,5935.842771234564,92.54064614269244,25.163357247544994,2133.4387292176,1682.7552143406342,2154.3680957026804,9240.978297783762
95.04021117616342,2291.1115727783067,6572.722897290914,10236.160415264554,39.92590720666866,963.5232392702237,4412.4965898056,10619.194860766534,201.52622904596973,65.38082838132439,356.84784995863265,2487.3203335159733,1741.1808453626238,2061.7204678398707,172.61195149224284,1701.535918202365,465.4846326624022,14266.492592038974,2425.698612370593,3.5820271264592134,6530.005252991499,1757.203417992523,3198.8357417675484,567.4913262200133,4213.17129363154,4125.163769591601,653.0223835090529,1319.2791040259815,6.629201282258715,1173.9998824338095,376.0839766576841,155.25104861979347,215.2210629385903,159.33521103746725,1020.673479523976,69.7555057267862,4697.038802595335,335.3529496751019,400.7728188314607,5819.474098367565,2132.4511110096464,1487.2120773546749,1380.8895419232442,880.0686227563519,78.37453757739348,1148.068378511786,449.96306342699984,1364.5217661822348,136.40425792159544,596.8875033924518,3316.4950087150623,1013.4187181307359,3297.403418228482,685.7770388704103,148.1726851128173,63.34895363609731,2186.123586629485,420.76716703576426,1043.4610866988014,1989.8017980255893,732.0598114314661,4177.494816707248,2246.9628317036872,266.003174128036,857.7179423087782,3149.1804521602685,484.30524441416964,3158.3454719864912,4328.500595070055,2738.9144140441554,3739.073271714147,2228.2874041366704,1475.487444112948,600.5726294084359,1045.902115245269,3832.9365644619147,760.1609318618097,2496.6168002185304,60.89061078885589,132.4209618293049,2008.2124400829746,105.36719558031609,193.4131177144533,1875.5306888539,10996.080928632373,4475.663578059304,8917.457728975376,2834.8164662631707,1772.5978794557716,1722.235086257777,1803.823365521267,4460.776225113794,5191.5750012258795,17540.347828751394,150.29180420388013,43.48727555649765,2960.489620246165,402.5354969264665,4150.150899853374,8685.725339149605
