udp,crp,araFG_araH_1H_2,cyaA,uhpT,glpD,ppiA,caiF,dadAX,melR,uhpA,ivbL_ilvBN,dcuB_fumB,tdcABCDEFG,araE,caiTABCDE,glpR,hns,glpACB,fixABCX,mglBAC,himA,dctA,gntKU,cspA,glpFK,rpoH,malK_lamB_malM,melAB,glcDEFGB,yhfA,ompC,hycABCDEFGH,arcA,deoCABD,mopA,fnr,lon,ecpD_htrE,flhDC,cyoABCDE,ndh,ptsHI_crr,evgA,cydAB,aldB,dnaKJ,focA_pflB,narGHJI,nhaA,fdnGHI,stpA,nirBDC_cysG,rhaBAD,araJ,lrp,oppABCDF,livJ,osmC,yjdHG,cytR,frdABCD,tsx,fur,fadL,yiaKLMNOPQRS,sdaA,fepB,nuoABCEFGHIJKLMN,ompF,ebgAC,araC,glgS,glcC,htpY,hflB,sodA,malT,livKHMGF,gyrA,soxS,aceBAK,serA,sdhCDAB_b0725_sucABCD,ompR_envZ,narK,fhuACDB,ompA,malEFG,araBAD,narL,fliE,yhdG_fis,mlc,FruR,glgCAP,adhE,galETKM,serX,mdh
8875.994765454323,2864.7316797750987,1609.3702589197928,17.191202987783008,2051.643469197226,4085.0251335726552,2512.841162944112,3023.3287009249048,7869.871704025454,430.35888106695916,2648.5745745912795,16368.373290243222,448.8978170113794,13552.528707797965,5522.49656071434,1192.4123827659635,1769.7044575147318,1998.5595380460863,738.6076937146794,197.5850334556477,3667.680479961848,719.288519003849,3535.575095665842,3519.795952353376,993.7977133436503,2142.4562919238147,15807.821455458594,8560.571701424657,5285.946895314389,267.5059952545629,193.55847875322888,412.0093367781824,1679.6925837177082,1841.804944904857,2283.347422522595,801.1579428657028,2728.9665418759746,615.9871705866798,3091.978983399921,3729.5945968909364,501.8797859830584,825.3847834444036,13.0216065320195,22.548989201802698,1933.9087887781686,5265.589889038566,5145.59354584149,1762.8417479231439,1394.2325578703253,2175.995839818966,1448.9560544055664,211.3449225285909,256.5570367531296,13.804230823663799,5549.459391033105,482.66139041342166,2840.6576074917866,794.5001479902553,141.91590809196387,2193.3468748111445,8649.47359174173,8679.226408616516,84.43356353870348,6107.040649291455,517.212912663542,19233.492979568844,5491.3774408591335,778.2320724034848,196.17786170960616,172.78994943170036,135.55555383508624,2694.7405983610943,1701.0779844000501,411.78461501380616,1909.4043435028736,7222.911647261315,528.4145341062178,340.553720693902,583.3334709954207,783.2944181551462,484.81540964739327,3686.828309098036,1.0269025644139218,402.646841972032,961.589492993194,2456.171042451371,217.17936714261543,45.454840544145966,5910.1546860386925,3802.2051554878058,1900.2618826396347,1795.0004750770102,1299.7154980413927,811.1214257942207,493.75823918616464,19546.2891996794,227.19442693553842,5049.241601320673,46.78950725952463,278.16376648864053
7585.6516870622645,2163.962420822522,1495.1666054261937,555.9647167616913,1530.0041473504696,2742.748592574546,2123.715404559137,2397.8854729028158,6971.573430561619,486.6477526033461,2045.7238182239341,14482.559356655564,370.8888650433643,10049.405729158478,4495.097715928629,2584.9183921804,1820.8658997927648,1928.927660117887,523.8831394657393,103.33767592573678,3508.711751104244,38.4488548265559,3087.7298543608576,2458.172932271501,725.4945509301932,1526.3014751499493,11061.052430790074,9158.160291222506,6400.462718651873,112.54958836525957,177.9765714036969,568.7679156756217,260.4116208032186,3976.0548963368597,2639.926680004666,613.4174672901482,3127.7642009335527,557.1391723938668,12.9967966837516,2706.121857330273,105.8382780658981,348.76615902847016,94.87989693831308,73.83925092188781,2696.0268716617115,2911.006378808384,4560.270565565686,1042.632182982997,1659.6635232995995,2058.653949305258,2465.6585442580704,801.2715694057291,293.7156097876012,575.7492947913958,4321.232178429105,6714.928732241279,163.96246932153298,13.828940518050821,313.1555678103354,1080.6860446033036,4803.5278393833205,5750.0200883777625,544.3822726878714,6149.049988485155,346.93602943693213,13453.336278808101,117.42161925803794,1696.3426873217134,352.56736407861945,191.81646036850003,102.29167461018032,2393.7981070189458,1290.4662676484254,345.83376005835265,1241.36908485125,5611.827138730162,990.5084307361943,291.45505645213586,9.680100437709225,453.23440240699364,429.36105588474516,373.1035112733274,88.40375483995845,274.72890355974977,2236.2295963191486,2832.741775725869,422.3814856484639,1570.3486921075007,4726.847841687008,4819.063893487995,4458.333934839069,1227.4530488257044,2206.2386895919726,895.4614695016948,163.99498455516326,16128.933559727857,387.6441586384401,4612.219284546017,55.28906980212818,47.4308901433627
3417.335348139941,535.8030166720738,725.7082093488017,2719.2696084271192,1429.6386934470268,1123.9994528102652,862.3419983886142,1313.7485515281228,4136.306771303701,227.64205685357703,4493.132054228408,6704.565480066587,229.46230040920062,6973.681773406218,2490.7825602443727,290.31340911387537,2909.1385025838767,3587.509695345197,356.0769717997129,56.45953759297325,34.64929634426707,1143.7836890275794,2057.481928866965,342.88887674851236,2776.9796813257044,661.2622463483881,11154.565732837342,4292.969228655055,2418.0286250102067,265.50288688030764,71.93876229216602,497.9751064839395,2105.8392213823417,435.494507368491,1410.516687914818,315.3850524290773,726.8844691941486,311.07156897433487,4949.969879081188,3272.2379323964137,1228.506037717374,2783.3063453960413,204.5266859704848,131.21937901180135,988.8936231174396,2498.438516083565,2865.6524328382643,663.6979129986582,1990.5276348270347,5730.771586376573,1482.967130054444,329.05453372607514,279.6995358656421,2572.599336638369,2068.0399811109755,2309.235970257497,2783.9915718435327,588.6323057995745,333.1334804670591,155.9020393876676,1286.2301632763526,1968.161158544116,2553.302480332346,3052.380002158385,3814.0062002081677,1495.5044321849552,2851.707112338802,5497.840976727121,897.3170822773668,212.76873976729263,18.787787015547188,1306.4797772365946,213.03974275269542,139.23730585827744,1817.806147065901,2951.807733147326,1581.1489199908665,156.18393905705392,510.725113279162,3820.324263392901,1090.48817717515,5865.765043434845,18.929271149605604,399.96197531794263,683.5953343582562,2967.5891987299387,1626.0313074952207,3762.392396945789,2161.7845800570453,1512.3235943554566,5017.594959029579,1740.8349490932153,558.5071159051171,493.3743653115283,402.11611513512423,5566.094774188219,58.8817867140821,1204.6189206294678,12.610753879531432,421.876379277927
10910.636659294772,2617.610903565737,1590.083337828015,240.28069236551556,890.8131472384317,5172.3799259411935,1673.061070578591,3063.232545038121,7697.539100805374,507.152875028001,227.91984763004382,15791.019826436255,350.6528850942861,14067.152344505239,5141.328385197161,918.0343480374072,1023.537837023344,1109.6581424256087,879.2897629063982,135.064150917674,3625.974818998885,1115.5775517300126,3674.6076751093547,3088.627744729301,267.3167648866927,2744.234215775694,12784.754679216021,10115.422502203151,6461.500017418755,184.91381078191174,173.4653610272586,387.36831692097405,2060.141964441458,4316.010995484472,2029.163009395658,685.3025653447494,4607.997715985027,467.57576581914077,5733.69463098864,4733.265134113076,28.4663845976368,94.13244551814829,59.624714566546935,154.5050224974327,3124.2033704745986,2904.8451542304633,6082.85860623356,1543.5756893160108,2066.5246230936905,390.231442021078,2214.862590208703,639.0056562070134,325.5191590070594,193.5398721302541,4933.934687483067,1394.6936649229615,2831.541211391709,744.8475343938126,135.11953010026602,2068.043690024983,8544.171044643303,8845.437527407323,62.35846927955966,7531.031780869126,1038.9066621804043,14527.421270102794,4090.728301066181,1265.8239118765005,159.23723655112732,193.46956512719152,126.98303016780788,2277.720578947634,1511.211940518017,409.0926595790725,1866.8812627827365,5875.3370904085705,206.0483816440612,312.8841554439092,474.9008655468901,81.33062760411798,279.8175299404546,2699.465390747608,7.22684143283912,203.78537187588088,525.0338834701042,3147.2535160755583,256.2328412267304,552.9837032253347,5048.038855890142,4101.937637886805,3417.5707482837042,2143.5872703837285,2686.2593617211483,328.55310966307917,455.29809300236366,19116.03000208681,141.66389151651603,4223.485260602091,61.909634895764725,5.832390074233548
7320.533267705904,1427.8572934846725,1319.4116359551892,859.2771392662274,1608.596853018921,3307.095217537996,2275.1857850117794,1556.1183305729846,5747.709948115692,533.3303651923238,2870.2300829682063,11006.787700885632,388.47116476096414,12074.482141595547,4013.151614499081,753.5826466280985,1052.2862017569003,3225.204846938613,689.3577995518774,105.71959895212522,3008.9399818701536,1200.6647500858548,3928.294590855408,2738.861194098203,1766.698105619363,2283.3617790782405,12475.9360086131,10157.357552951513,6520.838342392077,106.1560217732645,161.6234449171217,412.0943418115558,2177.41590810059,2682.7585756357666,2548.1139043493285,643.3650336839376,3452.469284817644,501.6797073836702,5179.336686989169,4528.837086160541,238.65818837969303,815.0927941304077,182.5880428533936,60.690202427019884,2811.2115962926455,3374.93511939548,4497.345909521995,1341.384526960482,1979.7555656088784,4234.189674998771,2349.500554865433,435.63120913192796,347.96004163957787,789.0335168390135,5187.824360515183,1589.9043283182532,2805.5600618519347,486.73009310541914,237.0406449291848,1473.1013306166892,3212.771270169625,4885.617414324871,588.1114728629664,4957.4426029663455,1350.7042265638065,12458.816702728178,4165.813616390033,2381.716081787053,259.4595351013129,202.82378745075317,113.55555713552073,2382.128285412451,1156.675914732552,0.18809146711974795,1588.867455329631,4450.7537405051235,428.1876963155429,257.1161904694117,423.91801079349267,1901.008912626796,369.71786500847895,6844.701986674409,11.398156974583905,301.75521360803,693.0038769654883,3222.3105766089034,528.1941374021501,2331.5165578231754,4521.59685003883,3555.4425084173804,4951.560420132968,2196.979184181026,1334.141647270901,924.4706253360457,1.6216458065710235,18794.395199225313,347.53660186251875,3660.029711668865,41.80589505483135,93.94771818031307
7829.436305062166,2136.428071991565,1433.6270427893764,425.75645291665694,1355.9666764358985,3756.2994411803493,2481.903703866221,1595.708632468008,6468.81947928418,516.7562486025913,1240.3249970301692,15759.016406855551,227.9031103369911,12817.190264292463,4627.450532465515,609.4246194324808,1642.536179492551,2139.0487388375554,636.2873923614271,129.6031942546542,3071.561114385916,1327.291513611063,3956.292839056936,3202.371003189693,929.8951934543218,1927.9070375338995,13398.688805450196,9785.900136261804,7039.670345830284,185.5865108860717,188.2300689990277,492.12433640897217,2750.1154905724707,3360.2218530829364,2076.0474172760228,511.3497006649694,3921.3282993009398,375.65679293154363,6005.352168201005,5621.644263689056,70.12033965205896,163.87813351939528,87.413658582282,216.6265282827065,3220.921901209162,3360.709037614188,4445.890393346743,875.9629046123554,2157.2792135386403,2367.60934283617,2578.7013033420208,334.10712088213694,389.7532049803047,429.40879680287384,4668.304456415889,877.9428542171124,2837.9347792038975,855.9604525950547,153.02785894282346,1290.5355426797485,6564.142631915429,5288.451879685037,315.08786790145905,6188.6077458944565,1325.7727672156775,12528.838520434887,4410.0613317862235,2161.9631679216463,255.21047988957162,159.19080301238017,126.87231449664849,2281.371079982588,1443.6750858997348,154.4587349991395,1655.6782531488066,4909.556984828363,366.97962489427147,465.04573312891466,503.1395317126837,705.1403705438784,401.6830132809162,2582.7923113884385,4.067325715177304,227.06566300204724,231.9984316779393,3504.7433198096974,501.50366827248166,1370.610509939971,5841.462088891018,5520.317075403509,6803.075684510282,2471.135660724741,1965.1958227560315,185.49849652891862,415.8944660443625,18208.677278036324,101.16644302208694,4850.010946712788,60.02882320190328,42.56281344876493
2308.3269811659,619.8314607075499,935.1785731146463,2548.3510464560973,797.9887068385588,2271.924747623129,734.6436094759192,905.5703666742801,3568.281922299475,285.89275193992734,490.77494593948165,5959.078630969693,356.5623047856708,7169.633537933762,2859.607138450578,263.63168874826033,944.2879155726768,2929.9944965553914,567.3242508262941,41.14182734688863,80.35464679527303,984.8750422627277,8701.060398722793,370.82400762515215,2269.346702038563,1285.0720132011566,3651.6853439242273,6128.697633004422,2520.4037101928725,260.04467583445455,88.28051456971704,465.3583883409404,1923.4343170397815,561.4883905507434,578.0742353699118,28.84436599208198,1113.3831978395733,67.6324488824535,4450.350885136034,3014.4608744309603,1473.6686814495306,2157.1912725883235,138.0615033382411,166.31281016105788,1376.8404899727357,2210.106204089216,955.3493795142081,734.0900498491385,1835.2539882458927,6653.823310241898,1998.1125641897,284.21741788170965,324.3876076582548,2483.7356307204927,1579.9347685756486,1870.2452958393906,2819.0710771644926,548.0444233201619,247.35330075128394,1718.8369696328416,8723.672969053532,3316.241276604409,891.3839662733993,2286.714846244576,3336.00494211342,1753.8883727365505,3155.2007590991334,5769.4345791141195,850.624156408369,210.81328926111016,17.796258467852443,1156.8283677808126,300.9671642334798,265.8602225898502,788.8536457202243,323.2450573790623,953.9317438223012,164.21546492634587,391.84038427731565,2831.3424290318026,456.20880049103005,5340.243857725366,12.604309606920376,383.7551532291829,517.0848669348658,1909.931288322772,1746.4284288641709,3748.2200553334,2019.993906895289,1812.2548243882948,6675.3407297028625,2045.8421630981848,808.2800704177807,334.06569114372064,524.4749163445767,7133.186573282946,54.2820452983444,2214.1973666541467,24.44114259795661,419.06090148231203
12109.220709709278,2469.734914297939,1457.5074283906124,573.6197417314901,2282.7402176082137,4925.317918524831,3534.7292813302,4377.982446230958,7311.085532695659,439.193093429394,5012.521921785221,12230.765975158754,349.0714002699986,12680.443755397637,5233.788697876474,1777.6782721324273,784.6945321429729,1511.9146620983965,690.53528727789,198.25582526367333,3585.218931789361,231.41175797644325,2902.8019872824884,2938.3491239090904,429.0372392480068,3105.514752892084,18372.911585911083,10790.05277873666,5888.221086182325,44.80967100496019,157.65304586899774,624.7462284207422,806.4381842535362,3745.0892419262123,3007.3998645660276,1216.6836183435926,4393.480968237305,713.3036415079604,314.7048330056905,3235.899686416142,45.033927395223614,133.14382119985194,131.78103393826066,192.4379597181393,3103.421274513467,2939.6068732740337,6701.336097637487,1487.1886363783215,1747.349344373051,649.2593477650629,2057.92202934607,1313.2193821654896,341.4623471709661,368.2700665511103,4311.21964623325,5687.467672725596,1008.3998886054072,92.47842581186514,279.6817835542163,1805.6060733338406,887.9919882118718,6333.915002977176,1216.0643702539335,6248.671070029543,296.4717821012366,12272.707651828083,758.9456009592935,2751.2981287730377,307.44169828978613,228.17399478269917,129.81176045830242,2220.030222749086,1599.680297267367,40.697347746362574,1956.7758772209506,7801.384269486545,586.7671901925163,492.5696894445716,54.0740957303316,210.84422787784092,347.9342679911288,798.3309137043827,71.26332736893329,267.7070811783579,2084.557990188961,2313.408650690968,510.919761299811,905.1648621734663,5645.584442082702,4275.7621947954185,4382.533054877181,1076.6233589721787,2729.281548840533,162.70743465620467,295.55963470271826,18632.19144938722,219.98787085179558,4629.992029845949,65.92976342324404,15.99630287580349
2564.352345383682,342.0269140906295,543.4865546682154,2662.085498834851,1403.802713680889,1013.5930206147084,668.8072641866092,1487.0422002088706,2404.517499997569,210.64467172550152,3856.2375364882137,3808.0748576020255,642.047249403899,8911.825364393047,1317.634701709214,241.91213474326005,2765.357947563443,3120.5381785617906,419.6449796520717,43.11422223485293,4.125437644221837,1311.2456777184946,7743.700418036458,165.4665277922421,3164.76850073392,750.8293731172305,3259.821913347741,4335.914817629956,2106.8213685642927,326.01775833891,54.390881999594185,474.61630436342097,2172.9243617222787,192.84202317099536,744.4211202257187,37.949614657137225,378.6898468647583,84.06998097693376,5668.573961411424,3567.5455532284345,1767.0900215413142,2689.804898126509,578.1039282517872,193.93450821824584,540.1024749080327,1300.17741740808,814.6175930207003,1605.713538854239,1009.2166249112257,6159.256106857548,255.36995324758686,246.5335705023147,42.02598442136262,2766.9076243185555,1387.329502747122,696.0303586074983,2839.6699766067572,842.0286298941313,152.81657345001818,1291.4931563400553,2587.3562200330553,5567.356599651876,2530.6090807687547,2036.9733393423526,5523.580571272127,559.126701635329,4768.057838534612,6999.7854221527,94.42712719957815,129.78123129259336,6.713115238352671,911.1884971636493,72.47985651765933,289.6460971245424,942.3608696488201,422.60102667173294,1424.4496230883178,138.98695321773198,561.3888421099887,3651.233259306748,572.1750295850552,11102.28797318375,2.865962063595537,356.48330332268074,130.5275091357279,1262.6018025111666,2681.530894086708,3773.642247265041,1508.6510858745576,1279.414863740056,11.179955769354537,1892.6516402948407,441.3870219246524,236.27522603856957,52.24386548026576,5251.208407867865,569.5030588608628,1385.668112421471,4.194665768013113,425.71961316942634
1650.0906614993357,280.13057285461673,551.1102302423376,3234.4595918510986,450.1990871959523,1637.8573755595792,417.45439984648687,778.1979796975943,1656.0079116786474,172.53286042257983,238.17156939587528,3262.210163196593,674.3385721377167,5162.446131949751,1198.5588187109292,373.33212541204665,49.14629708479214,3905.6788675379967,613.8532413565376,33.51523844138537,1.3065690057289214,678.1119680163304,13815.901171361347,59.87634354276601,2861.4962909101278,1077.6792271163804,2010.1742857374475,4008.367625733559,1872.337582173302,321.7403587484648,47.123688800520526,716.1999279243156,956.3173056424105,187.10968128043675,274.8976765237166,4.862007224169463,545.9131531959388,21.28721450592943,1733.92910952257,1894.0497700130356,1790.8179071874656,2693.3881226432427,439.31983010031166,230.49441697061349,334.1204915286756,1305.034677708602,250.3273033041547,735.0503298397433,1155.1251102737215,5979.759039341241,755.907999524094,336.3732795342751,138.02328372853566,2968.781995612364,1047.3208836406598,4886.798142471666,1974.228851024931,198.5818121440365,331.0146058678184,2605.28009188886,8708.620490896727,9957.343527275336,1447.6793687624838,1603.8103806903725,4172.029637284889,332.73259397040624,1937.1530226871093,6962.012786004058,526.8313439167863,232.92224001274244,5.609258449660012,558.9461859392951,75.19508264265926,399.59113749702624,507.93272185588796,47.56689104488881,375.1226814134233,90.65360288296878,156.29755285102834,4094.273316641587,14.265002915353401,6264.50270129572,52.861428997582045,318.65500629352766,1387.292325971909,1544.5195017804378,2608.519526943852,3775.573699640709,1093.5044831548023,781.1605698780472,1168.1941128985507,788.6353395529056,346.74004345329917,115.07916128904242,138.6427978147275,4035.4160103684144,218.51659777073738,953.6256669537356,5.0054562576349735,425.7223258823892
