nhaR,nhaA,hns,cspA,stpA,fliAZY,rcsAB,flgKL,fliLMNOPQR,flhDC,lrp,gyrA,kbl_tdh,ompR_envZ,tsr,livJ,ompF,fliE,nlpD_rpoS,acs,fliDST,osmC,dps,csgBA,livKHMGF,appY,aldB,ompC,cpxAR,cpxP,iclMR,flgMN,htrA,dsbA,csgDEFG,alkA,oppABCDF,skp_lpxDA_fabZ,fadL,envY_ompT,oxyR,crp,rhaT,sdhCDAB_b0725_sucABCD,caiF,fadR,tarTapcheRBYZ,narZYWV,nagBACD,motABcheAW,gntKU,glpTQ,araFG_araH_1H_2,fadBA,himA,caiTABCDE,arcA,glpR,ebgAC,manXYZ,glcDEFGB,ppiA,gltBDF,nuoABCEFGHIJKLMN,evgA,fliFGHIJK,carAB,galS,glpACB,argR,malS,ecfI,proP,glcC,tdcABCDEFG,ecpD_htrE,melAB,epd_pgk,glnALG,narL,fnr,focA_pflB,yiaKLMNOPQRS,fucAO,ansB,nac,sodA,tsx,cytR,ompA,gcvTHP,lctPRD,fucPIKUR,hycABCDEFGH,narGHJI,gdhA,ftsQAZ,glnHPQ,fabA,icdA
2866.047063213158,5724.096758967858,1874.7696045436685,12584.887909903115,2247.648222512236,19920.626028914667,4621.437708261099,414.976375249992,3320.268507203203,1127.8443764504034,1451.883088232438,138.4602257835443,667.5603266193092,483.4414888483518,1316.4801680262476,1530.2652215398707,4692.563450942608,1062.9417988952112,683.9141361063761,989.6913735971782,6058.217840028346,4200.603068535866,11488.701855971682,1179.8366485675756,5247.812615747979,852.668880764318,1019.3939811083417,2431.631090611557,731.2431544392853,3451.821435492861,9390.834598380508,1752.5309250108935,5834.203525175848,16636.620028626152,9545.381109077916,1399.3263474608375,5352.274352104363,1589.194293132366,120.27944650502684,1648.1738374893428,532.7343083152158,112.8376929022428,1132.7513648937222,1147.3450370043754,1658.454086810901,531.2662028521535,2179.6867666321505,6875.526028851001,1355.3729752608638,836.6016463853576,3522.6055610475496,2546.145331085367,2001.6313987189426,114.82923821599992,692.5937119689388,677.4491217125723,2211.9222659440825,228.6165082463463,5684.978776072268,7970.463654246286,1544.7230790292954,3128.6844173622285,1387.936730873044,1380.2352434128434,2397.161061418533,2504.8255259627745,1232.460654395403,8850.821474949742,272.6263590409501,8607.71542564867,3758.603765793855,533.2085320186684,1716.3530775976453,1898.0493020390206,4802.466882728335,1209.013647540632,3175.2954186568772,12010.493353127607,422.32836652187723,2146.347878783162,3573.4912226039532,3740.655736201007,5830.890573703498,4207.499480398812,239.9913866751083,1651.8960277764527,1160.4614470943284,7007.83099421957,821.7258587297697,4772.113702300082,4711.152920779193,78.0995421167229,2289.026936703894,440.4118455933845,2845.5757447987044,5778.225633129002,1065.4396617896125,441.7675227343596,565.5609845167204,22.062595794534946
2314.7610754264497,3416.917078974194,303.48445475907727,480.14463635410334,4078.4105905045217,11824.326311593544,7.104240349474558,268.93848714927543,2973.1115408341198,966.8835252922099,1646.3096404901694,13.015949927666625,447.59357106674673,429.45508354583166,985.8922052619356,741.2466952784257,5249.152376751837,852.6008911620796,634.40441610161,1388.5195527260944,5005.85009335581,3401.2314596981537,12732.032929833242,927.0966520526036,3537.1015336427613,832.7160585568163,985.615887431427,1382.215833190306,971.3454029500467,3425.775548577913,2513.38827170125,973.1518903867363,6042.254659103985,20175.09497712629,9295.531120913887,1472.7889502119544,4130.219454237651,1681.6199382727539,46.69711985262205,612.9750380419284,940.62713308068,124.36633894742052,1299.4023944889718,2363.7069785675626,5591.630923679928,1001.4728113706536,1298.5421640760499,7615.81580630867,1446.435365630058,546.5475829910932,3567.854937898095,3072.491741721757,2057.273377086886,128.23636756342498,2372.633442284801,715.6261681459911,748.5856214022148,189.76957009027748,6091.290062774217,8767.384267893429,6050.008340981957,3023.257046146934,1618.092846852211,1184.6711700943206,2495.2624987228905,2242.826105706553,691.7417798311708,8585.460410353735,400.4940262636602,6523.823358890512,3829.5733202019055,566.8323548028062,1683.2931290988631,4806.9785433037205,5133.865036156006,6953.806476422675,4315.98942302793,13212.413294773862,452.2491087325631,689.4783051578038,2315.8440407080234,7789.498812369054,6333.989326747017,4313.584033220681,203.16529038313516,1396.9373768400808,3155.5873223718736,6564.822559136216,602.1791629025632,606.6120872809693,9903.013808968428,5592.37865914953,2438.192773418476,689.7157096937602,2702.4359420952223,5040.099073073688,965.5036559996823,906.8964879063437,676.1089155469763,578.8917408848802
1419.7643262310614,4289.814149915911,1242.0307048737268,5578.666653653568,492.9762446445603,23467.299073958893,3232.536298046131,364.42728077540636,4577.510055352854,1571.2032226144647,120.99726748555128,100.76431951810542,1767.6912146690631,130.22945268078408,1427.2616951625275,4884.134266155855,4122.285593905665,1048.1997138185877,611.0242954968917,735.6537562378868,8655.758882066579,3994.761630890553,17492.74154125992,631.0226976790036,12428.755228524518,767.5031571516954,786.4087714758203,1384.0645615488302,1010.7210119705827,3494.973649672265,12950.145801641376,1233.9979115822564,6016.701271804992,21105.21132798774,7253.779927202037,1415.35810566698,16189.43867874683,2088.95790133538,473.21888848598996,2218.020045794632,1273.8486725282385,94.47857558661352,801.8810902243017,996.6567748447819,1469.4169533930512,101.25350228127695,2129.4724959136183,7684.152921509921,1178.8984025622647,1019.3851743810388,3275.91958318182,4412.65777933888,1683.8156193887594,297.21498048873474,3226.701107844663,367.9435530089002,2197.269597833153,23.02991062276516,4689.314951961076,5927.797323125435,3181.969560282596,1486.7737431146845,188.7342338597849,598.7443269352782,1893.859793785949,2573.6150773906834,1019.87006253198,6627.075596192885,543.2648434322507,3541.760038691656,3672.191653910095,558.496549169141,1444.4217752468014,2234.9288261311194,5757.15114869269,11848.487370164348,1688.3130907565876,10133.77319833283,396.67846810474646,1967.7297792376346,3378.774805531962,3964.661311600665,5034.371417887823,4049.1042524190343,179.29517445362703,1586.2907505045328,230.1993035506163,6909.463528667163,2390.497023071265,9360.998895071109,0.4634083830283857,74.04382667514578,2223.9734283935177,722.5660553010028,3410.253583610161,6558.550449238172,900.5969942992393,765.6100978960037,164.5171018882753,65.33292002162028
5315.67572547941,4182.353003251612,996.7532343864708,3999.4863322868264,3692.364468979063,20269.87992501548,1052.9857888349895,369.3689989963702,4262.6580713461635,1944.707644325267,2132.191953866446,69.44018228011983,201.95710156453632,119.26177769735277,1481.7522380268122,435.1502543040799,4470.164656803555,1054.6207513912448,189.75285547499982,1170.3986528877365,8770.027824489911,4497.8397816698025,17191.152992327985,557.9561447419709,1633.6370579078787,619.8560883378683,578.990116180343,805.2874509027147,692.0886020199263,3410.7094899305243,2602.085456530459,1805.17774313306,4425.4177249969625,14856.177044134336,6797.609855216271,513.6800753011735,1495.2762017913406,1343.4141809078553,124.9088411004926,611.0453513519619,2689.72848029082,107.9194489461334,1068.0278222775012,1770.7161173557247,3424.000631051034,1086.1287118041828,2057.13623699194,2929.918376402733,1304.271754754724,760.2406301293009,3532.643133409701,1844.063179257433,1982.4221290895048,46.25995815620543,3937.6907749086713,397.11639676792686,1807.6130552962784,237.007168937398,5769.883102198124,8627.497583379642,2994.585061647412,5599.1921076725175,1711.2388784532016,502.5150885555059,2011.640958222552,2916.0904780578003,155.8540187392868,8060.612838607241,318.6511867108477,8800.19617527592,3697.302240662022,508.89091100954363,717.7318081110117,3323.4504477128085,4765.792844398915,14484.69713248873,4070.0743835560793,12449.090286296123,437.06242611805766,1121.9244377217697,2907.7435049428245,6039.625732698003,5941.742870647454,4162.977261729042,205.570542871926,1885.5231009487961,498.6623798829992,4442.022836654163,94.76764974793942,3010.865734436949,13774.293721749975,1108.4759526763694,2376.8699169337124,547.8194916788766,2834.4412978572136,3666.158485167448,97.81293074641064,985.1280158042833,720.6188158533562,145.6486144040601
1880.2825671721291,4315.031625748221,2047.1377309999325,11042.040342519456,247.8774171727569,17200.213984776452,6618.936946881009,379.96772326827966,3825.1707723221284,1090.7754164402454,96.19584392471785,119.57742847425196,1768.7676288322607,397.4682120664296,1117.098844718276,4523.7356175557015,3681.595356076024,930.3589272818857,510.4740550443364,642.0095705868154,7563.771497964435,3151.449394264799,13405.826137976397,1194.76559054402,12469.661366003862,652.2407567096135,445.57108640232605,2124.996254228048,838.5865300007245,3346.360653845453,13075.214500068854,1083.825011171275,5690.917127477814,18530.19457012166,9278.904692949842,1440.9470621044638,16197.917514115345,1810.195744127436,783.835999490035,2281.008985694353,1168.820777035962,17.983093740350427,74.0361389006598,1087.8389837897194,752.5290241832595,68.57891937423935,2105.636284715194,7133.560505138515,681.5060987970518,754.9420557501066,443.298847767798,554.4146497611912,340.29323418274794,684.2374642697623,1483.7232144664047,243.4453476889001,783.4099472143773,295.40009139948495,1014.2197277424467,2678.0937428197713,6055.754385321711,6162.885290450545,153.58710047548928,1894.3993035874093,336.2093004493093,2209.1629220455247,1254.2992984491384,2605.88973594171,191.8076430686482,4666.39080444948,1019.3373136755944,519.236787208857,2518.0311271378,6804.015289174878,4134.258636125889,4857.538808362318,8.942712739205765,3065.1236595594078,161.34036603712343,2373.9776075771183,1652.4212011643044,2208.26261648419,1660.3658758943836,2323.013969834809,93.54308817712892,893.2354855570239,2069.0248459152485,4085.647576198022,1256.6034218928942,15865.530749896685,0.17666243093275358,4240.909253493591,1049.1129377889945,607.9739290125756,2246.116101291525,7224.260225083016,1024.5473131418821,290.49662662167765,64.69452190132945,995.3834382855944
7020.846435205811,3822.9155925903856,434.07291873524855,1481.413417684148,2093.863684212672,13270.930036499678,54.90561344924591,338.6655470635408,4343.9622427856675,1684.0655056418248,755.8683963180223,31.52175269508959,1398.299170161844,231.93350791638886,1454.501828900988,2509.605509757542,5120.8099436363145,1031.1871042199302,161.21994571425992,711.5769054186322,4720.551628414221,2649.300589759982,14531.84244270218,540.846215466574,8629.647644713012,577.1645132165618,865.4954630440008,1881.5598968497586,730.3770667124719,2263.95001976679,11676.715961336535,952.8132085340468,4088.6636414508753,14433.310955713854,9021.93111429212,574.6807444072225,13151.412762145315,1390.1985843478315,175.20628584348825,1545.4416620877942,3183.8818462428694,125.57310398381468,1223.8537466985836,1575.3181054455954,5502.522576125073,368.31403668474525,1232.682486730052,3353.9939992915224,1565.0661172289108,700.3377620926897,3568.09792748072,2240.738934376491,2057.769353702712,183.9869724599394,3701.678596676805,534.1381821692139,2121.3858429878933,200.88206143225904,6098.586000591549,9452.74111799021,3218.764204963208,3174.6345966248186,1044.387159202089,134.52423242276217,2306.922371534552,2544.907274574044,290.9890670595844,8078.871419718347,317.6794585513408,8091.69593672154,3831.5891525816382,462.0646404837837,515.3942534324198,3241.451595323568,5663.224303629799,13179.405684539079,4296.9957332703725,13175.57620942406,446.4040265788359,220.0653992534674,2544.3607840377317,10466.17546362626,6313.026506421685,4308.253027286863,227.7539106663241,1128.5727978789985,262.02341104603937,6592.9808735467195,451.282743860608,562.6461012174627,438.7545814478368,359.01760329523165,2435.5757413886818,752.5860656661991,2547.343153062706,4599.868408169039,162.34048532398052,991.3203595790548,321.8062778928487,133.7307668263553
3144.2873778642897,3824.046950587713,539.6936895591671,1527.6925393126323,2336.619905625633,19241.1296788409,115.85540661112856,388.0389140707312,4278.985630898179,1918.8487229010746,1203.9122953375045,41.54886670070053,1011.45256635816,45.68659663116859,1700.3472201462719,1933.8809532168066,3167.926082294781,1307.4384713697266,518.9186544012781,930.328838110705,7684.64172977425,3401.232744556372,18380.250785053628,257.61472392345075,5973.245405348451,831.6411723290877,850.3530377506688,684.2111608265893,881.3983576270534,3155.600811252838,6951.304964660025,1395.8917148215728,5428.520630148873,18534.740182986254,5074.908336073735,1461.0541484330636,10032.861601561055,1211.111021427573,228.8887345356356,1429.848515279038,2189.7389936354853,114.26309368338283,1287.2829292549932,1578.7892844858484,4796.018906233849,536.1787061886948,1970.3652128518534,6378.803164340773,1223.6611650696925,807.2697308519928,3549.695865250062,4111.075373859439,2027.4469140204494,154.70808130408975,4174.146077706489,405.7181893687005,2136.9001447960595,87.09178805597371,5972.839105446626,9529.379644598801,3154.836144602078,515.7341789268546,1336.2470745361188,269.0295569598027,2509.265202180889,2858.599633189024,1186.0008186829766,6544.486560183194,385.02572463714415,1449.7390475271836,3774.597754185622,526.8259677337559,1401.9506216061357,1276.3393219570155,5834.720993114533,15811.382848892854,4064.084379298423,11330.109140864173,441.47437684059435,627.3610403461415,3737.123560553299,7087.223812962772,4828.838096667997,4006.7407147619615,222.1125049472201,2010.0587958137514,90.58868525375914,7888.645114455446,2186.671881201662,2009.1487372959916,1783.0862409943695,107.88089809385872,2402.9268363076762,779.2600068944298,2942.056828462733,2590.0464377385874,724.8745244692067,994.0904624420508,395.44112340892053,54.41366593401746
4699.331049445942,3139.690934700048,785.7237197709748,2131.537064524041,3171.2996167822166,10521.446211929006,289.44294722145827,351.08231721751997,3973.610044027964,1017.0492143329292,1638.3945867286245,36.02741549423378,686.6983383796644,472.3522069417013,1134.7002376036066,1025.4154649718753,4103.089931044237,979.2213641649503,305.1276979625653,1319.957893205513,5539.381214987747,2890.1161240609863,15466.137436016023,1146.986557140281,5584.883231903517,264.22087213367956,783.8683181091255,1575.1544244407055,868.3025389838461,2497.710079192208,5489.082647826077,1252.2749791356978,5048.61460275661,14216.262255448879,9506.297417148462,980.283946283779,5772.336997777425,1675.9488392920514,53.673157203526195,999.091938286306,3485.100970552758,113.42629056971651,1247.6358550098364,3268.0483155571283,1983.8399199877224,705.3320152987789,1643.1427090034042,4659.118086534656,1489.8657610996613,646.4250593546809,3518.862597868631,3624.948699096277,1878.012440570272,328.55043142568144,1150.945825034832,678.3060741384407,549.6968356676457,56.56817367899527,5474.576247279617,7222.997781553634,5692.8613233111,4198.459873844551,1280.7219553298496,2526.6207536435104,2312.983266983826,2283.6363028713863,1026.9145492410246,6046.1709269553685,500.341777243326,7852.9016635831185,3687.2310608002067,562.1174645778904,938.8698213830252,8034.622490386736,4781.168031254208,1885.3724759861407,3234.776073749906,11613.344123819876,427.39659801851633,1413.047370472863,1527.0062108760073,2976.456138992478,5070.382134016938,4239.9389110735865,184.09172379493248,1547.3233624148925,3024.943945277766,6046.61020590316,569.1926502131736,4068.923959008345,3908.5033484632563,7690.811134055262,2372.919673982837,581.4624301322917,1927.5162523500535,3127.973766695139,286.6165657033683,422.741518743776,729.8190391821298,1098.3560214838258
6271.572100391197,5141.6137368195305,1342.6700860733886,7702.357341749081,2582.6117954322963,20888.962074613995,1887.4104412540376,371.0863196406843,4346.579506331683,1929.6675288614886,1663.436185757742,114.50233652922785,439.94957636193385,209.48240436405118,1782.4063501734522,802.4397341377852,4759.119981935623,1220.302740864183,625.9230858044858,1586.010581246355,7308.340132103255,3832.6093544915275,15120.48013592683,792.8825376550083,3310.5409114209924,730.4052474912711,768.7967402342331,830.9964099264666,1030.841965059667,3586.4404833896447,4675.567433628399,1676.5301293418286,6193.5361554752835,21456.144424260896,8062.399049545042,1488.9426171578475,4783.3858245296415,2160.305120768779,321.85287233596375,761.3823245441877,769.2827774629139,46.57177599743558,529.9293203531485,1243.9527261490698,1560.7959481281607,786.2353585235751,2260.2869123935707,8007.919592942995,951.2047722981638,898.2144476204561,2435.7848470805834,2138.3075175229333,1410.5357858134253,126.64285195695216,2703.363489144497,260.31213436530595,1339.8536952179636,147.93162916549068,4624.561718442048,6442.699269608678,4001.5565331099933,4098.749373512622,1647.9233986263737,542.8744580407323,1287.4742416879787,3081.3922761186554,1642.174553534287,4663.88275311184,343.40439618444304,3487.283565467953,3070.219553344273,573.9374981038791,1634.7565504426623,4523.5789854304685,3783.6925421033175,8971.93757034412,571.7713873398169,8524.392696267823,328.8522117107612,924.082820589698,2793.2771352459754,6117.4221767089075,4326.728202518209,3782.328403548341,169.42413772297547,1553.8084948789801,979.1603496876213,5690.666985875907,1672.2101573157906,13304.535059477488,8919.520218986025,1766.4250626119306,2226.523902184392,670.8355364943628,2493.689611013631,5807.398878956749,1115.716035632334,802.8225863109749,578.0903423113283,258.4470471521543
2781.252701916004,4068.776309807788,1328.7818349011045,6719.7771944671495,1379.5180720970277,15535.18069357782,3900.8203232661713,388.08276760256666,3691.288495751579,1056.7813286328746,1270.6544141849354,79.14943008375201,955.2725150380037,472.16437152997565,1245.589500017756,1728.7549515482358,4678.455271461248,913.6197163686979,461.44434901414076,1033.3439072006356,6788.619233417339,3901.8545276405293,14336.262422315132,1200.9986339912218,9198.677321558573,567.9730810232321,857.1876832363846,2472.487156951597,852.320309990377,3535.335836036018,9083.8173296964,1060.5079812939541,5671.457694861162,15427.718296663608,9509.53123627027,1459.1723936693936,9522.897634488096,1866.7894513822848,197.7101405045924,1457.7293379681753,2376.719697116513,90.52673208990541,704.3120969457813,4156.957023499038,1630.7493745668696,641.0265582771141,1896.6530683831795,4410.538872613439,1343.8539659401986,675.312655448294,3309.0733478026805,1889.7346800705109,1483.2609423760412,370.6221925118222,919.2387370653296,681.0162154455087,238.37995413290048,301.33705306153286,5227.761559236213,5961.755368098253,7305.025276055869,941.1463510285907,1312.004208896815,2848.878727532904,2043.253307296321,2128.3012401339656,2779.386287573122,6386.227655220975,246.3184431912501,731.4804251451902,3456.6920355252983,502.66178292082526,1285.8981153898005,7568.5185867747905,3961.6053960261493,2277.010418483942,1467.0952170238734,9373.721066493292,398.95196411082765,701.252320921268,927.1521896690596,4796.7382360262845,5265.935004471021,3670.000878267569,128.58302477717422,1336.884918639137,5516.311645046837,7539.219894158183,2877.457872869557,8114.7332229116455,2448.7632247717324,9151.228333313984,1780.2635551019614,611.177494795047,1697.7769431295915,5938.816552140454,847.8088372390815,428.9827543705443,407.7309862878229,1922.9161942219062
5702.254828934283,4706.637268189729,1897.721725339379,9266.59816001443,2483.176244669379,17396.85873514682,4583.657872705608,413.53950311054655,4447.867780196129,2548.302503422889,1599.9425082633927,113.52326655136514,411.1187262414742,26.88575364738492,1663.4575890361405,994.877951805752,3668.488915254417,1092.7523592698128,247.9093059770982,1631.2713271944006,9003.899594684184,4098.456001523536,17039.651490632506,216.59578349634708,3757.765233194027,563.1479220970102,455.7979962303102,423.6629620962352,679.0680547624802,3056.563928234134,3042.3586713038844,1559.1502637323504,5395.739960973835,13054.868450760498,3417.827639914483,902.40176607024,4448.2194272015395,1190.9703727945302,264.5201382700816,530.1422218807352,4319.300758021953,45.43223645847338,344.2593927321908,617.4191400848854,1379.2833660589881,1240.1168739787674,2078.9943649988004,2703.3772488190384,911.6902686798703,919.8728256219583,3131.552345431897,1753.639716007007,831.3676045354802,23.051060051707932,4157.2913994145865,239.8590279688343,2204.04304713724,135.14828591819747,3425.50836525603,7310.867628800048,2462.90766568614,3175.316689482537,1383.099602407733,517.4127012309153,1009.1225866480323,3128.368777873067,375.3879041701744,4938.985394498369,386.489215832173,5055.222078149779,2268.2126235076266,373.0869894745568,1282.617064212801,473.1831834959897,5739.53516571806,14680.925387149864,224.39802173264545,7811.515892749749,284.21490268508154,2208.6384019434877,3817.943932312904,4158.794964893258,4342.868940132196,3079.38337047906,216.21491317893012,1526.763699505814,55.778980788834936,6103.940584857242,1459.5337576267707,12664.10760417313,9003.190738081106,86.25911902031956,2017.3037222472415,975.8220308829594,3496.055873264176,6400.369572544402,279.28244503450355,857.0474164979919,828.5167229348393,27.211849567812532
