adhE,nlpD_rpoS,narZYWV,narL,katG,alkA,frdABCD,fnr,dcuB_fumB,osmY,ansB,tdcABCDEFG,aspA,narGHJI,cyoABCDE,focA_pflB,dps,fdnGHI,nhaA,narK,nuoABCEFGHIJKLMN,tdcAR,aldB,ndh,yhdG_fis,lysT_valT_lysW,thrU_tyrU_glyT_thrT,crp,arcA,himA,nagBACD,araE,malI,pdhR_aceEF_lpdA,lctPRD,deoCABD,fadBA,appCBA,himD,araC,torCAD,dctA,uhpT,ebgAC,glpACB,ompC,pheU,melR,glcDEFGB,fucPIKUR,sdhCDAB_b0725_sucABCD,acs,sodA,ivbL_ilvBN,glmUS,nagE,torR,lrp,dsdXA,appY,oxyR,proP,cpdB,nrdAB,fucAO,speC,gltBDF,glnALG,aspV,ompR_envZ,malEFG,envY_ompT,lacZYA,ppiA,yiaKLMNOPQRS,gorA,cydAB,nrfABCDEFG,stpA,thrW,proL,ebgR,marRAB,gltA,galETKM,mglBAC,cyaA,fadR,icdA,lysU,caiF,argU,glgCAP,aceBAK,pspABCDE,iclMR,gntKU,nupG,galS,yjdHG
10917.96731314418,1643.7227241900564,4092.0212784774603,1252.624271182055,5297.697604656029,1736.4304230864075,9616.852110823216,237.48512593796997,311.4991987973264,604.7435190051874,3080.9300761170534,1293.3461388051485,4.700459099014704,940.7462440225045,4038.1963215666747,4333.185522935343,1810.6812294262634,8772.866668189512,248.85823142873141,1922.6367078239173,4120.875225848159,5261.020078262315,3359.170077153681,1326.0254766420358,477.9011689959073,3128.3144467134603,761.8489934292943,9693.347737205266,7.560545679488354,6987.513800337995,1316.8253618852625,6522.086000554716,4003.0158178478887,5191.6977471919345,10422.45504044316,2280.102475707781,2656.953310885876,171.1732946090909,4704.648111529554,99.52580687915598,1953.039214089697,164.71840671465554,7097.045127609245,3359.6768175978746,1931.0650786009326,3003.9043222893347,2317.792157245147,1542.3270928624222,3172.227844470047,7187.067072269268,3610.6232885955824,747.8739636394209,408.22325207422216,10494.018461339014,6294.60371596852,2443.4561151510875,6485.088451014771,912.6730603249276,931.6251924503124,340.43872496744507,3496.79631777004,42.21058646473031,693.4943275644325,7507.353426763896,2445.5859174944285,709.4575290888872,3256.755682965177,1954.849881029096,1105.92100390585,4258.133758080747,3439.7172323950685,1837.9356887682159,1716.9047263162747,2134.373678468411,5742.780843316033,8071.052066179373,170.14450694737366,527.3139802524433,12471.89031672824,5432.184064301126,3529.0262625525384,855.1217695013365,703.3192502047955,2285.030151280118,614.0074621798562,1620.9375437367958,997.6385916903896,1976.0825954909005,610.7850273140525,1333.4290949785404,4210.0916360218125,169.2297834333679,2071.5406447367222,2496.764964958109,373.98911658407377,1829.0345826713071,688.0850336212752,4867.067390550715,28.67680109467247,2208.6722170548724
9300.605527511421,3120.228886829291,6189.2164424800485,1780.8039127591517,4523.612849360056,2343.001221377637,8495.924265404457,908.702796211042,405.17637952435814,1912.2083134037014,3198.924604759001,840.7248865388306,9.437493214791779,896.6749180894597,378.10485449012924,3483.802804647871,1280.7784632015394,10419.371569475074,1406.270000852806,1831.0166054583415,1457.3474980382925,1966.2785483332682,1605.3320685684325,175.7162239732049,1000.1406073071923,5372.471364637364,11569.625985173947,2351.154008696852,578.6147348137208,977.692211794227,583.3345066717848,2170.7591047311826,6075.5337401103025,7303.356212393326,809.3996400942781,15038.053774797825,1703.5982045956423,1191.9479458928633,11269.54893432479,52.75882930705658,1927.6615903889785,158.7380269235639,967.7172614331564,1572.8565117137953,945.5277816463704,12182.996482374143,4566.675383362124,684.8237367245018,248.3997441247889,3108.7557055702937,724.0623253666392,608.7422990385148,47.7759956855767,3573.1879635211194,3391.9382497134657,613.0405178862654,4680.191533867318,250.82026165540242,81.50416777367501,1173.062205860524,1515.1135118878653,96.14663233347706,152.86426058710597,10735.170382098133,1012.5823063920964,3436.0563435151744,1465.7238838934124,1320.093628914018,3050.2498623077568,13628.567897008277,487.1171349824197,693.9811399372984,90.65182745393163,310.82824406913755,567.1171511003841,1652.4774031354618,2150.9854487913417,820.8330288714185,751.2997066943002,7464.4102085270215,5401.0849143509,1117.3721885192394,31.528657637728955,343.91619160176765,284.9975164134508,898.3559592291962,9836.82561463957,306.84998385959784,53.9325168777469,5623.812826531602,4315.101377635842,1653.2586717153924,364.2903622136888,120.9500865186598,13.330200544131374,2640.2377692055234,315.6759004421821,10.351595601468023,13.33126959517501,1110.2609719411676
14604.056805524748,2106.723665435488,4715.191973822971,330.49692910941883,7569.232969399364,1647.6160651033053,9234.958196210782,460.69134836412314,796.5298026094333,1178.9517016022098,1880.4742358236285,1190.7877213650008,6.834667286575288,682.7613490662749,4097.841401890065,4994.180985132375,1443.3667463243505,5444.768700751602,464.8258395284927,1030.7774206174038,2104.5507097592927,5675.887797200899,2423.5206432856,985.0347088213896,578.5752360318182,3312.857097383402,1458.6634531832026,2161.414861575135,61.90680205221956,1616.5779870820568,735.8667272196916,2284.7048070415685,7602.2718489017825,4323.511977195562,6729.465283249127,13912.391273269299,1087.1633149375527,439.51018184086314,10940.225913713555,43.66290859878804,3815.636077154464,285.75109854032564,861.5132237470683,1587.6489040588724,1148.4851314082562,6043.060126647107,2533.8623867426763,945.6267806851038,1535.905833817062,3472.8502105998873,1747.337821378915,1233.9167701337728,601.4299849362147,2521.2744239970293,3059.779986183996,760.3903370910158,4787.324841721857,520.4538183421744,98.26316096891676,552.0180984297302,5879.2300977273535,84.36851870538158,145.3836829026524,7423.293910985059,935.4134605295156,3436.992114668706,1898.4260115558402,1440.7623753648486,1667.7760047939425,11712.137660945977,404.26990638564325,993.700796827549,94.0974921210034,383.37110085934273,541.585289291463,8491.544025882142,822.3447490497177,24.684914245410358,7332.198981726697,5496.568749672757,4204.93631821634,884.1694344558633,645.5100489003611,821.8688433900958,354.3089679980352,915.0284644157159,8609.549886418912,4126.164373172324,486.32301487765164,3560.5394182473638,6279.394878817951,368.6183733991061,317.28478030472587,1470.514202297707,53.903630533096035,348.70094831119866,348.3620277728141,13.938708771572115,9.8664574189819,804.6135578640626
14166.354165111848,3778.6413954683208,8715.185486900988,1424.1718703273611,5915.571778872384,2451.665723842267,9174.900639807896,942.1735817811284,704.6974047551289,2599.4396281392183,4300.8753187432985,992.6891446280723,9.294780014735624,1317.1841277747062,172.77332321676994,7276.50679598544,1697.282002243368,8564.533393562719,1213.416492153402,2167.7732737070723,810.1814164173238,1669.044723559134,1645.1435218478662,66.48831454084777,1042.1417771574713,5443.384990628403,13137.777584834206,5965.827029764174,636.6820646645374,8626.349103239325,1046.6412720951273,4029.3638341127007,5119.323056659791,6727.193325504622,232.86159974842877,7530.474841311132,549.2650513111811,1204.3960634550822,3773.2858399365455,70.12686381229742,348.9699908158728,85.09131871177522,5738.850196041506,2390.1489489756336,1093.0228751292382,3995.7092924234166,4578.5762174324955,1314.429502122041,2698.7467647283443,6420.453638872358,822.3719961120572,910.189104930103,95.4216415764168,6466.4131242454505,5849.433746810633,1557.3589776139593,325.70354278322674,232.75268327515118,587.3121540514213,1713.6868570199374,2532.1074283265193,76.11610494098133,519.5741146669909,10766.851476564652,1875.7691141993564,2169.4733979790813,1405.004386506947,1453.5230712942582,3120.807750242393,1999.4988980040216,2135.440583260654,1765.5694050353775,837.2908201834038,1559.680354018851,2826.577639941784,3879.9374172785087,2754.3031730488274,642.3312204380431,593.0225018496293,7507.636257166483,5392.571845723124,567.9170251253828,231.63888082678318,558.7603235453054,523.5716811281189,1756.5171635095567,5146.023746555,1440.0228314345957,19.504724699471772,5414.981182233142,7335.32871147697,1686.261628042358,1465.207119455712,783.3819165599408,664.3463267814457,2444.549849385659,725.7963037253487,1998.7582135847492,19.291929310946365,2198.1962003971
7970.6408111379615,1323.4264238186336,2613.2969786904005,1795.3297632912384,7176.9693216335445,1603.9014687304716,9264.163954163378,644.8264030331704,408.5452860533969,389.79355970674806,2588.441975357183,992.9765483534289,7.72143708307892,793.4141698093324,1871.1708235563287,3343.3875670760413,1357.640408413321,8758.478998548964,134.81457598465073,1863.5345339689318,2912.472472942539,4541.360868520201,2271.7343510130468,552.0788882452118,654.7341802452154,3172.146429858093,1906.1424555796302,3682.1406660275134,284.18850540162487,2004.8246056869611,595.2448685540018,2409.801043045737,7468.023399095217,4342.42586961288,4164.281292245907,14661.739810999354,2696.0358751750773,652.2303141348629,11127.854489719484,53.301113110934885,2444.085378666969,216.23010392344483,1793.9360584321607,2571.049218380477,1252.5714126291025,5688.997813287539,2943.3955710435444,864.7869031568636,733.4191866176523,4268.347835444597,1252.6423643813894,545.4145335395262,126.6571397036275,3041.057187431387,2030.2704232048968,886.8052065607504,8760.633410744978,668.8412142728091,208.3837478662095,941.0957866212754,4243.40764292865,67.40083439277497,202.5885054110128,8119.744017637725,1534.7884653879214,3392.596685416122,2982.3081670040674,1664.8222291516834,2214.74338638976,11793.328050435595,888.3365666861915,142.06869013809822,220.16789119707028,571.0211749685737,881.0631862527956,6715.398891191286,1892.478427537923,840.7574423182157,12660.305887206829,5875.230159500955,4246.9924807043235,1093.612056791924,45.71366838016383,797.7696855178648,410.8574918886402,1109.321467482374,7306.209020705916,393.06065458616183,215.5712147014316,1664.3388137458494,4906.159823539641,622.078147623087,578.0511889155498,400.97733882195917,43.3347648738436,2636.663969607728,457.9695269442758,79.76223560400551,17.09976985015163,2141.893164434266
4767.7865835598295,426.6101367675973,256.9307041859787,1412.9414606651044,2208.9290963339317,471.51983941707044,5527.297127568152,527.0072536513901,425.01412933055497,10.452928094390057,1744.3127385120356,1029.9286468321684,5.763904226284901,1230.3601058734225,2095.0400332770205,4109.6568140373665,1463.4344433198435,7842.399777574627,5.329208254395076,1915.9433280916794,2227.5048625169,5544.1575560187375,1281.620903900623,566.2097766292154,603.4823664129495,2878.6624465101104,1011.4841721483259,2532.5948268863667,167.60395258608827,12065.713563866484,686.4173863733492,2431.407181475987,8093.431242384728,4160.758432179264,5540.606730767382,12660.383191797928,2445.5450652265977,428.7374237932909,211.74991623425393,46.140014191731176,1679.0762131536646,135.71140296687497,1269.7995920236172,1483.252605215233,1036.035942813979,1165.274168688991,2483.595958953051,679.1088114202635,3350.8068373228352,3940.587387564118,1160.48254925689,396.4086080887153,133.68049719467214,2213.700505161924,2723.7900935195607,953.9159748575661,2613.246105771433,1015.0865115326503,153.0766599108589,378.3878020115528,2594.2611399664,61.317751368984716,132.77509702774708,9494.183182586663,1183.8646281935112,3355.7414707427893,3756.606078846991,1439.5506095594967,1332.3401896235828,114.81886743394428,590.0448504693097,1501.3466180259616,141.0780094272727,328.12517041075415,687.0391043045605,4714.550912180932,1287.548156562172,792.6017414753412,14357.130016011268,5212.993779142415,4121.14818608621,1124.4597118472188,164.28457738497758,798.4588473205009,345.65760158549307,893.6216936298626,9713.40214051439,1072.673440803148,331.8898005202648,211.86415962188846,3059.016695516707,230.59757042023318,306.48429274126323,1389.5407048801267,793.8024360230878,2560.156613582035,375.1773005474597,14.168031171531196,15.085063873632029,265.9191926303971
9960.561619365631,3844.303190434503,10259.505581118176,1377.9373353399897,5009.58892670261,2661.228250632589,6203.0739095702575,409.91390552169565,462.436375130447,3765.3768313461574,1099.744676738639,936.7083593033343,4.271175134899401,1007.1186704211647,5545.511726429975,3216.9228318913183,1817.3832884772296,8612.47090881304,1815.698946884356,1657.332859411661,3670.264868943854,8712.717320969981,3296.6105066496557,933.3899576201826,334.29505482003066,2690.888564564501,204.508752129919,1065.446679580098,19.313478817128914,10504.043916005656,407.7841135666976,1044.9682218998946,9766.895429044638,3567.045025955133,10012.12426398652,15767.106803137933,2602.1546078053425,189.54218043144414,1888.8540337905845,30.099303934232612,2033.7278600254251,369.60582907037,129.95146921055655,739.4301069363403,1146.0927923162892,2564.375290258176,1142.1845668322044,317.4451920431044,3924.6690559471667,1750.8291595938929,1389.8577079416266,622.8045089109115,268.3344898530207,567.4465680129637,1682.6087502011958,534.1503217786251,3282.983520154599,121.84193521406654,21.531095519214343,577.6218688890696,863.1098978895102,81.28501957936248,41.255878243273976,7062.504322894383,719.0960998955003,3499.0793852028205,696.8522887148343,651.3193327975722,703.0242189244024,1138.6704397188894,94.75276457779988,1530.9330077168108,8.25791505295355,87.24173341670271,100.77612468782878,470.24431293024287,417.10260540569567,461.9732887185796,30.76516170676239,5068.7792939436185,3645.349858746399,1180.8707553434485,264.7176925765143,410.1838195928745,187.39161495297387,491.5039892445757,10028.99416412292,1717.9126770097116,608.3856011808937,5744.462974044333,3463.168869842147,58.5612000927807,64.39605887799364,2191.4900682245247,522.9708489467788,2063.27003122976,207.0345690957164,0.07294776531889302,7.241257114899103,1154.6597767063256
1999.6008720175448,95.58936633485888,14.255712383990804,559.8614088090961,2136.419781324912,126.90784020557324,3919.224094825496,51.98182287553007,175.09955668289354,0.12339431346086853,1452.871791374566,812.1164114650612,0.8317891196362462,499.11462932189346,6132.385050280477,3773.959780015289,963.5594011371527,4197.063440446173,0.04310126115419307,902.259126775686,5381.415438374475,11063.153476740052,3258.209300993697,1504.6242410419886,39.41059444921548,435.68033132611504,0.07596494440248988,7223.77280020404,0.0012310566579620695,3549.857907889289,982.5861955956971,4488.67222572299,3961.162507676861,1034.2433311134123,10922.70028368831,4747.114476532411,1156.3156133528655,17.713181070021246,8469.920466954463,60.132499611593474,3040.7500819873985,172.5374624540594,7000.237731003493,3886.8675730463337,1489.3693655728998,3997.467792397825,3.2082680318260155,1577.887008068297,1877.651741301239,7861.839753692034,2864.3934676467497,674.0868842167779,580.314898810056,7737.8054794328955,3428.294449287105,1803.776303524041,3624.6062659074346,1141.6899267475158,964.8026950748571,33.33478794417731,5225.143658266176,5.567791981765064,576.6936840881312,1583.1700467250414,2335.047570556087,1717.920396677307,3958.561298224454,2526.5503569364632,14.890669211419187,7668.085368392268,2804.1114617748467,1078.0507521786715,1601.0345699295347,1514.4500790656386,5613.428021135077,6589.356510385251,132.73972657520807,141.24115482022702,14710.285518020935,819.2642823393085,510.5318261740455,462.84893470079726,518.0475272477231,2286.822329304869,557.8738690121321,1711.4754270615217,2703.896611812268,3095.582989180049,910.2224888376527,42.49661438588631,5832.22107669148,0.014226688504633468,1741.0897373646146,2340.5382926738835,142.96600515815868,659.7760285225787,622.8994384439366,3971.055024385616,21.039155532348005,785.9917053987671
7408.115015365448,2943.847988400123,10100.627132595318,1380.083141910229,10092.668458041171,2423.7515264085555,6368.504037236475,108.65191076184088,260.8443249868885,2427.612641501475,1743.0445251223675,1153.080743492369,2.9810577356992596,1048.7687803605736,6371.113539630205,3260.325835232866,2115.664178661028,8428.802708675728,1657.4555845665436,1373.5085883522313,5311.156346859893,11463.461561847373,4505.49560292073,1470.2567318771246,110.82218054386496,1060.1378273668595,4.962249295348007,6868.861447224665,0.1504840942330352,9662.453968948972,825.6320579801284,5386.902947820424,4555.05080197346,2192.699718930457,10916.953994492991,7628.493270034447,2654.0767595682096,148.54083841543337,2355.578733345505,57.75584695502971,1660.0397528675767,197.17036756466567,4940.8673224817185,2973.715319276715,1304.9922558923179,2614.086012755068,89.27673977282595,1179.9469443715327,3767.111698399585,7150.704683328182,2971.9439762368816,736.0103436012768,252.25470339212447,8373.577546461065,5264.476778577598,1437.720673026329,2449.1632024272585,304.02946699237253,548.8330710770183,445.5546513084927,7004.108649850813,56.42522273070364,534.3725427921433,2524.873447052856,1918.455104743393,1619.1708393845593,1793.8823896655622,1984.387321385943,166.1501105874805,1299.9632704091496,2804.0461063854154,1315.5269296449915,1065.7898984842618,1319.3097528702624,3567.075443408619,10469.551838183052,91.43129054353795,584.8093860582801,1805.6445215799067,2124.423997740584,1737.5826241234834,535.2001096379552,360.5289406952317,1578.3998773827288,605.6901893569201,1769.8628339049114,4066.458692612449,2062.754751800321,723.6913212694502,5197.534558011113,4201.451097107473,1.0461304903710158,1606.0862112321881,3280.5745922951064,616.4996270096171,1788.316077944626,542.8300069580973,2533.511096787762,25.44469680774054,1926.6105508675007
6854.396450647391,1883.9424440795083,3679.042658119892,684.2996645024538,8195.4192915442,1513.4663848868177,7245.376496430338,133.77467666227332,291.32172700026183,813.5014705075314,2201.049068920617,1127.4662127704705,1.9844017274253145,670.8815836119462,5802.118998946991,4423.888544138521,1870.3894214906916,4988.289978678023,356.63449825985606,1250.1288110379926,4834.45869748656,11125.284976742418,5734.1410443249415,1481.8753821295975,78.57794884916001,845.6750533313783,0.7681418147212576,10322.062654156236,0.045640664587031865,4539.8853613958945,1046.9650718931864,5538.8934647182605,3461.804254623984,2425.6679606657235,10920.49352508966,624.5891310244782,2042.7286353534562,136.343326701203,6881.722270260339,76.41184403002609,1107.3641313747814,194.89083623895883,7206.778725885876,4039.898890213559,1369.2131996109595,5716.374101323323,31.776438963118387,1442.3081331150192,2439.555215306264,8968.318704256239,3771.9317019748964,1290.4882681104687,725.8532566612192,10582.223324308681,4572.155834829498,1884.4083846978174,879.6396294820643,584.6453182924416,1024.1274113464387,331.5740452122799,4988.785671165346,41.177203012797264,787.2204370308922,2647.299470679203,2734.336208986745,257.01175061945344,2583.653218361621,2845.6255095156566,64.783222228153,5439.318541434239,3968.127558424751,1893.9711993987428,1605.041844223833,2154.800913156887,7303.527185016305,9418.237416582017,116.5140075969936,108.96212823377998,9851.83932862863,1265.1934704132236,1127.4740627910069,75.21859004695783,534.0400285517613,2304.679516383012,618.3392631496916,1497.4502939098015,415.4467452885087,3467.452863462135,854.1960147346582,3090.9135189684416,5931.558994018978,0.2557146862803413,2195.7986454201105,3160.294913308238,245.97267725990253,616.3340909485804,800.2587133664737,4856.858522236698,36.324022179192006,1662.41988449421
