Cause,Effect
nlpD_rpoS,adhE
nlpD_rpoS,narZYWV
nlpD_rpoS,katG
nlpD_rpoS,alkA
nlpD_rpoS,osmY
nlpD_rpoS,dps
nlpD_rpoS,nhaA
nlpD_rpoS,aldB
nlpD_rpoS,acs
nlpD_rpoS,appY
nlpD_rpoS,proP
narL,adhE
narL,frdABCD
narL,dcuB_fumB
narL,narGHJI
narL,focA_pflB
narL,fdnGHI
narL,narK
narL,nuoABCEFGHIJKLMN
narL,torCAD
narL,nrfABCDEFG
narL,caiF
fnr,frdABCD
fnr,dcuB_fumB
fnr,ansB
fnr,tdcABCDEFG
fnr,aspA
fnr,narGHJI
fnr,cyoABCDE
fnr,focA_pflB
fnr,fdnGHI
fnr,narK
fnr,nuoABCEFGHIJKLMN
fnr,ndh
fnr,arcA
fnr,glpACB
fnr,sdhCDAB_b0725_sucABCD
fnr,acs
fnr,cydAB
fnr,icdA
fnr,caiF
tdcAR,tdcABCDEFG
yhdG_fis,adhE
yhdG_fis,aldB
yhdG_fis,lysT_valT_lysW
yhdG_fis,thrU_tyrU_glyT_thrT
yhdG_fis,pdhR_aceEF_lpdA
yhdG_fis,pheU
yhdG_fis,sdhCDAB_b0725_sucABCD
yhdG_fis,proP
yhdG_fis,nrdAB
yhdG_fis,aspV
yhdG_fis,thrW
yhdG_fis,proL
yhdG_fis,argU
crp,dcuB_fumB
crp,ansB
crp,tdcABCDEFG
crp,focA_pflB
crp,aldB
crp,nagBACD
crp,araE
crp,malI
crp,deoCABD
crp,araC
crp,dctA
crp,uhpT
crp,ebgAC
crp,glpACB
crp,melR
crp,fucPIKUR
crp,sdhCDAB_b0725_sucABCD
crp,acs
crp,ivbL_ilvBN
crp,nagE
crp,dsdXA
crp,proP
crp,cpdB
crp,fucAO
crp,speC
crp,glnALG
crp,malEFG
crp,lacZYA
crp,ppiA
crp,yiaKLMNOPQRS
crp,gltA
crp,galETKM
crp,mglBAC
crp,cyaA
crp,caiF
crp,glgCAP
crp,gntKU
crp,nupG
crp,galS
arcA,cyoABCDE
arcA,focA_pflB
arcA,nuoABCEFGHIJKLMN
arcA,lctPRD
arcA,fadBA
arcA,appCBA
arcA,dctA
arcA,glpACB
arcA,glcDEFGB
arcA,sdhCDAB_b0725_sucABCD
arcA,sodA
arcA,appY
arcA,cydAB
arcA,gltA
arcA,icdA
arcA,aceBAK
himA,tdcABCDEFG
himA,narGHJI
himA,focA_pflB
himA,dps
himA,narK
himA,nuoABCEFGHIJKLMN
himA,himD
himA,ompC
himA,glcDEFGB
himA,sodA
himA,ompR_envZ
himA,aceBAK
himA,pspABCDE
nagBACD,glmUS
nagBACD,nagE
araC,araE
fucPIKUR,fucAO
torR,torCAD
lrp,ompC
lrp,gltBDF
lrp,stpA
lrp,lysU
appY,appCBA
oxyR,katG
oxyR,dps
oxyR,gorA
ompR_envZ,ompC
envY_ompT,ompC
ebgR,ebgAC
marRAB,sodA
fadR,fadBA
fadR,iclMR
iclMR,acs
iclMR,aceBAK
galS,mglBAC
yjdHG,frdABCD
yjdHG,dcuB_fumB
yjdHG,dctA
