adhE,FruR,yhdG_fis,pheV,lysT_valT_lysW,icdA,narL,metT_leuW_glnUW_metU_glnVX,proP,argW,proL,fnr,narGHJI,torCAD,caiF,alaWX,argU,pheU,argX_hisR_leuT_proM,dcuB_fumB,fixABCX,serT,acs,sdhCDAB_b0725_sucABCD,himA,ppsA,dmsABC,narK,ompR_envZ,yjdHG,hypABCDE,osmE,nirBDC_cysG,glcDEFGB,fdnGHI,focA_pflB,nlpD_rpoS,crp,ecpD_htrE,narZYWV,glpACB,lacZYA,cpdB,thrU_tyrU_glyT_thrT,malXY,ompA,ompC,iclMR,ubiG,srlAEBD_gutM_srlR_gutQ,galS,epd_pgk,leuX,lacI,aldB,ptsHI_crr,gntT,flhDC,fliFGHIJK,pdhR_aceEF_lpdA,gltA,glpFK,fur,glgCAP,gntR,aspV,fhlA,caiTABCDE,osmC,fepA_entD,mlc,arcA,tdcABCDEFG,nuoABCEFGHIJKLMN,ansB,sodA,fecIR,frdABCD,ompF,lrp,fucAO,mglBAC,malT,fliLMNOPQR,cyaA,malEFG,betIBA,ilvIH,dctA,malS,serX,malK_lamB_malM,glcC,gntKU,kbl_tdh,cydAB,nagE,tdcAR,glnHPQ,fadL
61.369321223336755,674.8249938543313,10815.321873888151,4776.947423949771,7082.480292002752,5044.014346022263,2777.1711789878527,208.9334254786023,6955.194098937649,141.12770376513583,6720.605969687201,2284.486755323256,2647.075150171015,1864.7801091187566,1267.1287617977555,2386.1100012185307,2603.979221988368,3064.421939370849,2832.589573044253,297.8252056901241,1943.5832095066435,5.345154227648964,143.77012631546538,1229.5030748171496,608.9265977500218,1129.7714393736321,401.4986859497589,1272.0412014183164,5046.072087303505,29.470511659604764,757.7487329098497,3836.772342781478,110.83811137747318,316.8700340104547,1888.4756304670111,590.3150558730506,4530.755952877129,1664.0534076463166,1293.30653090892,2325.758030169567,324.7795715602257,704.8344479279871,3730.0332263327173,10643.92775948835,2272.033970434536,9583.710569445082,3386.715123749417,242.58634219256317,2505.300242030274,693.2626811230034,844.1940775730023,1197.3904015320445,96.13800366398024,1075.52817530558,4299.1365279397605,488.43781608840317,1719.0796941974065,2320.0636646194184,255.72294776949886,2987.0967661578584,1892.216507102203,3231.8253843804673,3643.592167974714,390.26573163490593,1733.870033247529,543.2432545933825,222.9980722037405,11.740315915474255,813.4498351731662,1624.6148593840956,116.22858600872613,2225.1899268037314,276.0387326063496,85.86420089082316,2930.935929248578,171.5281557121663,48.581077014468185,435.66158998136063,2094.9735320391087,1595.3681080211045,1299.3824581920153,3180.270258407887,3542.3990158586744,2880.280453366945,276.22090305991145,2704.828714733816,621.7703262136578,762.2744667273337,541.7358957468404,6258.004675282304,13322.574385817225,2567.8210486304542,4160.143536321895,237.10865838735444,9930.383723048255,147.61947765538474,77.54178878941741,1552.050119207695,274.51920594326566,1.0923059565887274
127.36657280424477,63.64476181278924,4293.0611166509725,1574.624487218164,4265.181487909982,2973.6388266005724,883.3479684226753,148.5681899623134,4928.188569505768,35.3893589443641,4831.923934843615,360.2677014549704,1309.2199121601147,13034.67835848364,630.5169939129026,337.35431939002603,1562.9811380721285,1696.278688608909,459.5033541070345,2146.8917064497527,699.5411914805235,3.5218241642906136,29.480181936490588,965.9448427513097,233.11698822801083,24.58437058895508,264.1358613495466,549.9634731280656,5832.056800723827,698.5865791550299,633.0989644282588,3995.4636076367988,43.48905571105424,707.4840263968347,566.6504875809319,666.1093158951057,5088.292911629414,379.2037717668112,622.9482802988641,2781.4015179742864,126.99096771032612,190.00106312281133,1348.1868674522198,1337.3724446170104,5083.972972560238,12198.430497012483,5274.687302310611,4419.605350598343,959.5108470780272,267.97161982050824,399.10720010705785,342.45880404252085,12.097358731842474,1005.9918085025281,3092.751675886197,1380.4715597617926,766.9966017362178,510.3622604755114,13.448418778715943,1883.1629340207785,690.5625317276482,1494.9537847050094,1690.4579788297438,7.671271557706557,391.5804703716678,278.6860743574541,4769.62551756528,5.026409823051662,760.8775447903413,3773.218496774928,311.7413973388907,577.0581670313111,133.0455188284792,83.88191169393795,551.9871674879242,340.6585567345053,79.62489441610022,1266.8731771156288,1747.4957522122954,1388.391726753707,23.04192305704242,1688.1114263422305,931.2560158729145,762.7670056688612,791.7645887903903,1029.6920022502306,815.5800745195265,577.3212785857476,7851.330055626833,2344.1733545991783,3508.24492300489,688.4545844595442,6733.989631817641,246.0405055966322,7873.846102454364,51.335753332830045,5.7781681705862225,1138.0655614621096,15.484215675558605,2.7458633086339264
39.104341182423674,555.0675364724751,2719.8364200907954,1408.325753188156,3322.4604651982795,1347.8770065405668,2625.388228696761,134.13131034444936,5211.171173568553,24.76290301049909,4013.764777503231,7274.813302063102,4361.570498480278,3818.9467438473075,2179.6869271451133,178.00498842439475,1485.7035623734475,1344.9424396398742,128.41923775617934,675.9763940897814,2375.453440092993,3.1228345132066395,154.18211695321492,500.73337286351784,1187.196944590342,1028.6728958166086,1170.172130774538,1610.5938745640356,2879.6342546303913,499.07193095082704,1863.2960305413221,3055.9307759950984,126.59907944748156,237.0405977136189,3047.388658618691,947.0901125922388,3130.3650193662825,3048.255039707233,1528.7804300468024,1499.5684447408735,297.3237375344258,716.7506474788148,4404.4261737454635,987.5941372488943,379.1528683820616,1217.307514568605,2738.84184180969,755.2457959918976,3431.2117949920726,1022.8379845902499,918.0392981754936,1667.3510562518288,6.597775766885023,928.434739620836,4189.749141069448,89.09994351138613,2908.48127129128,3316.077898377986,492.5224791091694,1174.8032275466753,1574.5444889533258,4888.027132808797,4554.763071541956,952.6294260669374,1564.1699599131935,253.80265556972807,5299.995180291118,13.459713206911411,789.6848504060646,680.2480319180981,323.4638854057758,5390.993495506906,473.5162688861724,18.031992399439186,8084.304889526585,35.762620642078325,51.20720885297336,1478.037921406103,2438.048858059003,1775.2383428793814,3640.1758771205214,4672.467504267785,3915.694085957864,3352.6274816180244,46.10554843371096,3200.878704508092,533.808531957044,705.0055706856411,1360.9139801397307,5853.777235149125,2399.7100974968453,3323.2529630656672,4725.129117657962,336.41368511286754,9357.62905916821,202.56497166179454,110.1001998694992,1803.0979756900617,2335.382257260217,0.9788205871482476
52.571192215255316,693.791176476219,665.1927266522623,76.55359797353609,1003.3495140361013,1834.9988450269839,321.7565701272648,37.10640257372124,5385.851628620944,1.5532761689179626,698.2414380616092,5799.380757970072,2922.078400938564,14418.08963175129,3847.5305965901593,3.1815973960020143,463.94202743950274,454.16837959682863,0.1671729079102228,837.5319896205914,2645.058831306131,1.1557238732931334,165.2969037304847,502.9364018621823,881.723181973617,1164.7111479379478,1971.286716598435,1189.8624685864188,2919.0178715600327,424.8036151881585,1961.2269730122766,3527.4842496424044,77.22864563537401,303.51276114123425,1024.89368354128,2862.622078187257,3068.021352892195,3534.5439295497276,1750.7556463951612,1488.4025666188184,208.16041265217441,931.0529897208701,4510.132329475994,18.86066790646359,18.243437149125064,55.38326080672145,2554.298910820669,30.853942236811942,3526.495147819345,1079.8677016535753,853.8663569623549,1701.1832522385391,0.1419830332059645,1342.4511789217054,3406.945650852213,8.752928341325582,3441.239168886663,4370.62536210399,415.15719119579137,547.9248223714903,1897.475745972975,5061.9988679722355,4337.646146559856,1006.293044974959,843.3645452808031,88.20531938950434,9388.174344103716,21.24125278101011,708.5908429203831,1056.249455072956,423.32981242815697,5760.345881254199,469.75929218874427,6.60074561896756,7836.695103189677,40.85714384428019,31.155903953028048,2615.768706286189,2237.890117748832,2212.0503406401917,3764.77248792988,5639.541333523376,3680.057842244336,4070.625790375412,1.8047299879319945,3159.912149960485,351.62388635730673,785.4152933086156,916.9262676575509,6953.193592351757,155.2588575325672,3121.1940966501234,4410.4864231794145,628.2342634722545,9935.751153463714,181.18265907752084,122.77225410466535,1782.0401400755375,945.473233200894,0.5757970555637171
78.02374323938959,574.5353981749083,7839.63384793747,4253.2190114401255,4881.360229077805,1198.9299021682534,1409.5253020917069,164.16634213041732,5464.129489298642,116.184444231582,6110.40393029626,10945.93905315776,3704.3375358724816,9126.58129624377,2805.437095837257,1722.46965116589,2382.1033508333635,2285.730280177452,2554.233454333883,989.9339529049921,1855.7201456377961,4.502762717696738,167.1704977976859,435.0336941783588,1025.4479933138207,1081.7205111216688,2235.384431397096,1883.1949625091845,3558.030242554529,860.396098406158,1753.7328815430828,3271.6328144869944,142.75512788005682,251.1859516171272,2940.899830714942,1943.213336858401,3126.778692603777,2569.4964975765492,1578.3999776859714,1260.2663554545366,302.35673701510416,917.6431273386432,4029.598758034854,8577.230607736985,670.5466258215257,2054.993089124578,3829.6610445058227,798.1789059756039,3117.351847633903,811.706755302945,1005.1478828208686,1279.3163223469926,73.22582626912846,355.699345221841,4746.2942327720475,366.3592666243936,2000.980371628408,3579.324190766941,428.85693754406907,2079.334605655618,1294.4528814703724,4804.382754191563,4131.259342002715,733.3980819284759,2190.218651131608,496.2847010000759,1195.1950125252695,16.952221056210433,378.5917176501512,981.2563787028664,109.98006952775464,6624.212880146651,417.3556457721312,7.266167489174825,8025.112214135981,34.7986766481428,53.277088119272356,3017.9304139000933,1175.4880182272764,605.2482245583568,3575.1657617064325,5683.162849310042,5166.6715073870455,3730.670127608799,101.39243550617873,3233.4397274007015,369.36741729684474,304.21706716168114,1568.9486949413506,7220.642906377658,9256.381822866068,2839.0550348711536,3494.9802301409363,318.140654709263,5405.74426885068,171.5107931601537,95.08846552725682,1207.1609307305064,1830.5912234252194,0.7540185530489936
50.04942326683052,380.95443525350464,4208.110467850251,1841.7274052376754,3905.357267920954,2462.6241752008427,3045.966944925298,171.24872314032342,4592.4037071181565,37.34607509953515,4153.6588109539225,3804.2194437648027,3090.0178901611407,2134.0437675377266,1202.3397219509775,417.7553021415072,1478.4240078727314,1785.5019717051623,568.7699825261421,851.6124656266162,2014.8438900477688,3.664149312489973,63.083614182583396,1013.7010749308548,1830.833609018385,916.8691292764161,702.5100467291772,1515.483001041391,1277.937416940305,956.8036127224943,1402.0381982771478,1715.3700705663714,116.49485627474549,362.52335674957567,2247.28195163077,873.1341343074588,1601.1873770412353,1947.2580245284562,2050.321965609358,151.89743268281333,263.9477449970805,571.9890586930736,3816.889617957381,2117.1800906123526,1974.4228315842724,6199.8439156510885,1669.7807523358385,2642.2139407987265,3242.174991156392,777.9634069044014,797.9322797724043,1470.8286328377994,16.02198949693944,1045.7059645761697,3626.745645123477,417.0185013346024,3599.911530516898,3999.8007072087457,480.6209862316523,1365.647244228205,1632.9210049975245,4610.738943787567,3673.540626366519,559.5971210914716,53.01656002825414,319.81119669592067,1789.7490788590244,12.37753167119905,431.3960198274544,1491.0115504679786,287.7716202637029,3992.213792423042,444.51093932435793,26.595180524284753,5070.673660705091,53.21377791481324,54.8206300827118,1029.8923722043412,2495.2731907790053,1365.9310226474777,2006.3963442019995,4271.824835782647,2654.175929681251,3819.375493855469,211.6071255110004,2910.763069715835,571.7573198084389,677.9098977709633,2788.564649691027,6472.512411247094,3644.4186210675657,1892.2422654776651,2629.9483132727587,880.2289361824423,9670.140680503164,211.14788562751133,67.39962119044343,2262.3743925122603,4163.821268892637,3.145650228405652
86.15768972097142,93.8396465943454,4563.173343698679,1820.6055464706787,3689.531479089496,2103.3694741013587,1798.0255064889914,160.31779297381462,6326.586949589907,50.46881015288447,3860.3588717580483,939.8379477826463,1718.9018416167078,10017.942560738775,906.1490487322957,427.39604949294375,1457.8798810105936,1759.3729457892987,779.067973146374,854.8405561620708,837.5913771700074,4.498403935423403,45.062464259332245,1051.791330797673,456.95303764874177,45.341126026597756,428.76402849678254,1025.283532055745,5180.567709268372,218.92337174951342,1068.2819047046032,3690.6316710012484,56.19049806522005,481.22889903890183,1113.1839531029452,708.9941392758859,4839.591975329729,633.8924042347958,1133.5936675095675,2666.779805531737,153.1975428614549,336.1837427359221,1961.7600589528713,2314.4139103529888,4157.910846808681,12035.26113691961,3390.036220279691,4313.299200833294,1229.8276042970992,348.6449726572484,474.0109877366568,620.8556228108893,21.065292260392923,749.0375107978813,3298.810873183001,1607.141628758893,814.8392076290731,1040.214722075111,39.743993947530065,1597.0325239834742,884.9750019281455,1899.1828364837675,2055.402400815231,35.08643444060937,2136.129875381462,356.75927724002196,10948.730902301968,8.077390267047184,756.287872937017,3557.158498518212,301.9414996881866,1667.6161370751104,229.97707816316762,115.94211818102146,1320.7398741417474,195.05990825925,92.23023594963102,697.0028256097603,1966.8427429907183,1275.9917931639313,111.6041964522382,2507.7784175684865,1361.7181534370775,1350.2229865910808,601.4378099765852,1562.765894427383,777.8016955242532,605.3726225655148,3901.4461338900533,4083.6471339603386,3705.6256490983465,784.1794000830896,5532.115090882602,172.73090886105038,7229.78040039752,161.29457296442175,15.678462285934687,347.6719248098036,198.2497103087072,2.4900071967294206
42.46720140365213,287.1905528185456,6662.041850204295,3398.217239862417,5311.370565851468,2543.195448100341,2714.3620720594117,145.0160715297935,4674.764984888345,73.06161084304222,6095.425109604615,2303.003703733453,3464.182954830613,5464.416160976884,1241.04544316721,1215.2947707396272,2313.5501415433905,2861.4058038739995,2530.7166756539277,1019.3928113644754,1340.9545221746696,3.9285695803294187,71.9906446269886,1029.688199182634,2072.5511977181764,487.9697241442597,535.0750810375929,1797.1079407834964,776.0466141799199,1016.0304089952803,895.0169886745999,631.1617688597632,100.56138300161558,360.7528329612078,1695.9561347911817,1083.8301489418288,953.0750194689357,2069.3642923606585,2235.9657767127937,39.799270108691466,289.5591885826504,925.5603747082927,2575.739614190816,6854.429935022933,1743.4410275235218,9009.993418143906,1261.0526473210411,2917.3762020085283,3013.9746755929027,645.9112718079339,788.455582057186,988.1098423606568,56.46593449819432,385.67100696109964,3681.7417409631817,797.0817358818844,2194.9013103656453,3317.004446714516,398.54240794819015,1784.6171012976242,1053.896209033208,4368.470618280234,5007.338525412032,591.2430554511786,1851.568598109432,282.8039737623928,198.5350451762314,7.677892409796077,268.28596420429227,1342.1277534943158,141.57570570901154,2699.480425775172,280.76402939553986,36.89258446780417,2984.693106800315,57.82126151429023,41.9546529954298,1135.113933790372,2246.0940373323724,965.5691431343035,1310.8435397296644,5176.5685501266635,3601.16369696252,3120.502882967269,206.7960056797394,2679.1430307917035,678.9142082527295,410.4704516073701,3077.231557265153,5855.289685930614,8606.076958588996,2599.5277851898973,1177.6760869734112,298.8547826332346,6628.794785895382,143.13508886988484,64.84200393204999,546.1605336899054,6153.611118444277,3.72209050926289
62.53789043313319,176.80773114293515,1195.380032030219,220.8051371943839,2349.3145638454425,5267.456124437669,3052.15248322792,60.225276680928424,4453.228437205247,5.863204205667702,1601.54417337909,400.5807207422023,1798.636755290398,2116.5839112870417,539.3439198619486,14.353317271263226,708.5858091401951,513.4024070505056,2.214544785476117,736.997727874439,992.6814581938879,1.7289976010963133,55.32102482444317,879.6386398504535,38.114576915046634,336.07371191532815,126.45294694760608,756.8350493577362,6028.767911199403,611.8158244105357,546.4335813729264,4006.039005618544,90.34887451730222,615.6819862683461,889.6421422783847,286.17384065194017,5539.787658025282,1119.5168889939962,152.1134791277199,3238.094311962264,206.67399359523787,381.02472484184494,3089.3185240778917,65.37390612838233,2803.035438198687,10509.009219410753,5115.290236392282,3515.961480526207,1869.598701339052,510.2073510835984,509.26775247188135,1002.8889656302968,0.5399701745144493,1336.1234903183772,3786.510782201675,646.1383710928998,2249.796289857001,1433.9063365698848,91.9746071655063,564.8686076932047,1401.1227015326197,2560.153670945563,2933.523281035645,156.74951217255912,206.88649347458423,140.6452065145959,6038.28489263065,10.151300388876212,869.1052517319496,2283.7522993577013,356.1499814683158,566.4376204605356,305.44676964894217,289.7936716371348,1241.3518592487096,227.10673244370838,80.36766351626598,761.1198235398058,2262.2365676493755,2094.922073325234,628.7281545594598,2959.893742622057,2255.907331401207,2857.51212175533,526.7542542409906,1775.2693865650585,747.3056997632727,755.0962332814987,6904.0095025114315,4178.320411001804,542.5071762711482,1791.511973765608,7153.164170542265,521.4963954059962,9690.695717685776,47.87844677868872,39.168435382545205,1353.5119895677244,0.08075385811090552,1.4269929652454936
43.32835473754411,674.2022317319868,8159.640326128328,3260.800153365014,6431.9877559421275,2711.881123795827,2484.9024290954603,173.89743742720592,6739.473785659336,113.71935426591016,5169.098185155607,3802.507812232141,2743.2070095302256,6064.53329208153,2438.9511940364696,1674.9678100763197,2438.899895326628,2309.9220170229833,2486.019638811779,722.079262931497,1561.8871319962482,5.133654724038862,153.91870128205468,796.7911961945341,1268.7006787930447,1152.8747656339992,877.9437059928184,1615.8240940052426,2432.917116288652,883.2493411102759,1354.0998232156326,2703.481693930375,108.68477906006048,429.28917134508805,2687.498134648184,1373.0466432909445,2583.951268071217,3209.016603317049,1929.2871125525112,778.8035944269908,244.93882238843918,1013.4257289371167,4383.884584317686,7641.226324612569,336.0694751398786,749.1893651951593,3292.785812600586,452.4401012702349,3471.877094217848,918.9039136997184,1000.7082469273264,1565.5431870386724,59.12481096210398,363.3287322099973,4639.0164394424355,319.27899614091314,3339.5744041049084,3876.3540989382677,596.5666307027823,2155.792476087712,1827.0290271514075,4661.270916874363,4492.325555251517,960.6114275248616,799.7126040152677,495.9533301854797,1513.2116338304459,12.859873590389766,392.58529406764006,1236.2267512832045,112.63663189669901,3289.603299580247,404.6162384801941,29.362585544009658,5175.019661510043,49.31553679879371,40.51133731726708,1741.067912758007,1421.7304280944877,638.8470048168814,3170.847249617287,4958.662090961409,4998.263166362521,3834.6824119493485,27.28499242282546,3169.028743927533,371.9343190631432,285.76063616998954,1958.789333363526,7290.024734677733,8274.15873802257,3187.157852056012,3271.35658965966,614.4300206756767,4314.907919870798,196.61476375040942,117.96406055586958,1233.4074426534148,2675.123549608271,1.0057775677183003
