Cause,Effect
FruR,adhE
FruR,icdA
FruR,ppsA
FruR,ptsHI_crr
yhdG_fis,adhE
yhdG_fis,pheV
yhdG_fis,lysT_valT_lysW
yhdG_fis,metT_leuW_glnUW_metU_glnVX
yhdG_fis,proP
yhdG_fis,argW
yhdG_fis,proL
yhdG_fis,alaWX
yhdG_fis,argU
yhdG_fis,pheU
yhdG_fis,argX_hisR_leuT_proM
yhdG_fis,serT
yhdG_fis,sdhCDAB_b0725_sucABCD
yhdG_fis,thrU_tyrU_glyT_thrT
yhdG_fis,leuX
yhdG_fis,aldB
yhdG_fis,pdhR_aceEF_lpdA
yhdG_fis,aspV
yhdG_fis,serX
narL,adhE
narL,narGHJI
narL,torCAD
narL,caiF
narL,dcuB_fumB
narL,dmsABC
narL,narK
narL,nirBDC_cysG
narL,fdnGHI
narL,focA_pflB
narL,nuoABCEFGHIJKLMN
narL,frdABCD
fnr,icdA
fnr,narGHJI
fnr,caiF
fnr,dcuB_fumB
fnr,acs
fnr,sdhCDAB_b0725_sucABCD
fnr,dmsABC
fnr,narK
fnr,hypABCDE
fnr,nirBDC_cysG
fnr,fdnGHI
fnr,focA_pflB
fnr,glpACB
fnr,arcA
fnr,tdcABCDEFG
fnr,nuoABCEFGHIJKLMN
fnr,ansB
fnr,frdABCD
fnr,cydAB
caiF,fixABCX
caiF,caiTABCDE
himA,narGHJI
himA,narK
himA,ompR_envZ
himA,hypABCDE
himA,osmE
himA,glcDEFGB
himA,focA_pflB
himA,ecpD_htrE
himA,ompC
himA,caiTABCDE
himA,tdcABCDEFG
himA,nuoABCEFGHIJKLMN
himA,sodA
himA,ompF
himA,glnHPQ
ompR_envZ,ompC
ompR_envZ,flhDC
ompR_envZ,ompF
ompR_envZ,fadL
yjdHG,dcuB_fumB
yjdHG,frdABCD
yjdHG,dctA
nlpD_rpoS,adhE
nlpD_rpoS,proP
nlpD_rpoS,acs
nlpD_rpoS,narZYWV
nlpD_rpoS,aldB
nlpD_rpoS,osmC
crp,proP
crp,caiF
crp,dcuB_fumB
crp,fixABCX
crp,acs
crp,sdhCDAB_b0725_sucABCD
crp,focA_pflB
crp,glpACB
crp,lacZYA
crp,cpdB
crp,malXY
crp,ompA
crp,ubiG
crp,srlAEBD_gutM_srlR_gutQ
crp,galS
crp,epd_pgk
crp,aldB
crp,ptsHI_crr
crp,gntT
crp,flhDC
crp,gltA
crp,glpFK
crp,fur
crp,glgCAP
crp,caiTABCDE
crp,tdcABCDEFG
crp,ansB
crp,fucAO
crp,mglBAC
crp,malT
crp,cyaA
crp,malEFG
crp,dctA
crp,malS
crp,malK_lamB_malM
crp,gntKU
crp,nagE
crp,fadL
iclMR,acs
galS,mglBAC
lacI,lacZYA
flhDC,fliFGHIJK
flhDC,fliLMNOPQR
fur,fepA_entD
fur,sodA
fur,fecIR
gntR,gntT
gntR,gntKU
fhlA,hypABCDE
mlc,ptsHI_crr
mlc,malT
arcA,icdA
arcA,sdhCDAB_b0725_sucABCD
arcA,glcDEFGB
arcA,focA_pflB
arcA,glpACB
arcA,gltA
arcA,nuoABCEFGHIJKLMN
arcA,sodA
arcA,betIBA
arcA,dctA
arcA,cydAB
lrp,ompC
lrp,osmC
lrp,ompF
lrp,ilvIH
lrp,kbl_tdh
malT,malEFG
malT,malS
malT,malK_lamB_malM
glcC,glcDEFGB
tdcAR,tdcABCDEFG
