rcsA,ftsQAZ,wza_wzb_b2060_wcaA_wcaB,nlpD_rpoS,nhaA,osmC,dps,acs,crp,galS,cirA,dcuB_fumB,GalR,focA_pflB,epd_pgk,nagBACD,glpTQ,galETKM,tsx,gntKU,manXYZ,lrp,adhE,nupG,aldB,glpR,ompC,stpA,gcvTHP,yhfA,uhpT,tdcABCDEFG,hns,proP,envY_ompT,purR,FruR,ycfC_purB,himA,nagE,gcvA,malK_lamB_malM,dctA,narGHJI,melR,codBA,ppsA,hycABCDEFGH,rhaT,hypABCDE,glyA,fnr,cspA,glpFK,speC,arcA,ompF,fhlA,glpACB,caiF,cydAB,pykF,rpoN,fadL,yiaKLMNOPQRS,rcsAB,sodA,livKHMGF,araC,pyrC,oxyR,cytR,alkA,appY,hypA,narK,aceBAK,evgA,cpxAR,glnHPQ,rpoH,fdhF,fliAZY,malT,deoCABD,dadAX,fliDST,caiTABCDE,lon,yiaJ,fdnGHI,gntT,pyrD,sdaA,deoR,narL,ebgAC,nuoABCEFGHIJKLMN,flgKL,tdcAR
600.8496850920025,2942.333185120658,663.5042307243967,2521.807780574499,680.3038959645672,147.6377162397918,1930.1233506285407,3920.5396156557936,4255.994962693074,1298.278405436617,369.8395148790162,199.85603245127658,2623.447644336345,60.710867360330255,9457.58352119427,53.94993475564559,1507.395107961338,20.318003465156576,13281.757472948808,4540.072469292595,3269.021465974743,100.53834152074087,10.372899931389467,4977.952713880307,3009.838964410388,594.4445120914733,1062.6760484715576,233.23654084689238,348.0364488763878,546.3304229592219,7384.256220638987,1202.066916388521,717.7617282144807,1306.4716128610976,2538.1643507176736,6455.183340942636,2385.7191562751905,1941.415205460824,212.7019335610079,1289.4876132634429,5065.8601675891905,14169.58847788011,823.9665415830729,3573.3663929137538,6568.701391621535,126.40769406721044,4337.414789568824,803.1875947020363,4689.80031179226,53.50692731004038,199.6212179041066,750.9043715259265,2520.485818620913,4678.992187188364,124.8935223338084,416.52205312877794,3174.5140852184218,1216.7094745584195,926.7052767388212,251.98937027987947,659.1734660123342,4980.075385364798,18549.62260992673,648.5470144293503,1306.717283120388,2176.309111158823,109.45006275580576,14861.84643573414,4285.962711772695,712.7331149207338,898.344589446574,4411.3183685800595,687.5703701635506,71.0158624097205,1293.8600763748186,1249.725607299957,7588.61613305652,3927.4670849175154,2455.834272977852,3453.070466058451,32.33098856145852,572.6360807072377,64.55976709570703,9821.264440200444,1047.6198652551548,515.0454917166887,7263.444348374359,670.6475944514444,173.2616383600793,2680.2690264659,4465.073239706366,8905.784685862693,133.02646410314787,412.1959320333101,3.0255459617167406,300.3930036589625,15553.799753974818,294.2385904853907,316.20468535405837,1920.6289443290575
556.0162404920611,2233.3717529531773,678.7314478992163,679.1520091815897,551.260125796824,174.45707054257988,1623.143077107178,3071.267164501591,1716.8725881463288,1086.1361672736393,257.72790815059363,717.481160886761,2548.156209656878,72.80225061103897,1180.1564625032906,42.73881462179305,438.1857086059478,52.70092974992619,5436.824127377597,2690.4359395570905,1344.1736140294659,227.3593908418135,6.188693779555408,2508.326849974214,1799.3271168762226,2556.831049973433,1547.2427937329087,633.4623788075589,1269.357013184417,219.4465234688477,3691.850344693294,694.8623418888562,764.6950346906572,824.7549248392967,1415.8629127276922,3101.3189106721043,3140.6962424768626,12246.085557057539,109.98615628476786,1363.9934775212446,5494.702529120242,9963.370959665921,424.8558184812623,4101.094273306732,3985.349497459777,650.59119777941,6260.424208589285,729.309727859283,3794.250391917106,53.276174674873324,1490.5319995186953,2503.192907113268,1888.4181648396352,1210.1997733851745,2385.49447067622,6516.819626874704,2049.6517668256824,1036.4834666040615,156.75833363095242,258.53521025763587,3327.348099883114,7217.656901341546,13372.074274320248,10225.652254930388,528.934383502752,2836.299334580006,101.11171154776986,8694.621835569513,2428.376964288449,3413.4196348220903,1613.0709403067515,3752.034802089417,206.40362567930111,82.89476293287309,939.7578171636858,1121.6715248169148,2528.345741568641,3508.144941067898,1737.76290853682,1937.6707913918835,181.45121608607357,508.2120900851608,70.180210696467,7074.907422764996,466.83082726896544,78.2317819715513,7211.085478257019,860.2687096428958,679.1371198951525,9588.307476853945,7619.367237745102,6725.890711402455,1037.7549587783099,224.8455052004965,31.977177546111477,371.2571060949448,1806.8384054505946,240.89726710391318,353.6951093644233,518.6508197497407
777.3256358102835,1447.666774983702,880.8525199422284,365.9831170437702,480.84753567369455,87.85881659966202,678.6110757161363,4044.620841834823,4399.573005363498,1364.627524029602,373.12605196874,373.4343573352056,689.8144271983192,63.79888859526757,9495.743838127475,48.240782504943134,522.2508530322026,79.85491829898265,5000.193494385019,4583.753876032459,3152.0343858801043,16.109548419604952,1.531422678600184,2971.8879270338866,1111.2895265894474,3307.0569616326684,2113.513684160794,62.03389912511256,206.89139352874267,707.5611862111757,7452.761774139672,1149.3094113082236,721.4186127293192,1041.8934112764305,2036.0308272713028,183.5536781695276,4941.688874841934,33030.67408507703,113.79836858720431,1738.8715551438595,6323.2497283699595,14149.30768500535,196.0198514492376,4440.706945096484,4771.866100360358,4101.327745040924,18062.299715265734,876.6043721532849,4703.55664881298,56.38931368838125,3851.056632373089,4162.395307784151,1989.8014888056355,1793.1742719296105,68.79537299375068,11427.331358785264,2243.159939040193,1182.88686449153,145.42015050015948,309.4341046021424,4409.143387548598,1807.7938422503257,19522.751805686432,480.09824395540534,650.7114765529952,2611.625639797533,49.555706515767966,15456.42849083864,3563.1610561793464,10928.68452325927,56.16988687452627,2547.7692058780763,45.91654484909356,81.56435637632825,1399.4489047797604,1342.0136737190005,1358.9076344187513,3521.521170322743,1399.886984966129,2343.7872687475165,85.59714634896103,574.226655590185,70.58113317897019,9857.919555662473,719.00147571272,516.8802593169188,6921.251312700232,1005.0947626707193,283.53732765895893,7843.0679559007385,9575.926699834721,9065.857367053755,2919.5586323287066,521.6777873995613,45.03320284310626,325.583644728973,16270.57032893385,131.51075899271214,350.42383258859167,2159.7009382192587
473.5722540052462,2098.1280861507207,630.1158061544054,1195.1908806926574,453.4031157607602,203.8473137828822,1115.854222197763,3951.2042908016133,2847.9206231969783,1269.4922249143042,344.9588622277394,440.72314087069236,1367.3742509583822,103.55767407815107,5056.18594536534,65.21242437638972,1444.414542931694,78.88840845616687,6246.815548725996,3878.4636142838976,2096.056022311099,794.5471270102353,4.210005961233215,3964.129385481898,1867.1868442598995,344.9225828201595,825.6290878021553,1504.0980442339182,2735.0022263676833,595.318607633171,6748.87502862365,1342.260971435265,456.5207001624601,892.5214673777809,6412.764783411944,1100.4638610805819,4358.816317503673,30444.582632136837,225.92922722476916,1076.7008164124159,4423.8094591960635,13521.337585400293,305.2831555036342,4765.751913427138,4550.8601011998635,2217.398064772859,12231.450011447243,598.3746959629526,4270.969703082849,61.88208350549326,3383.032448926393,3442.645372178726,542.9859317961642,4243.850899639261,1038.8742773235838,10034.77737561037,5396.542228950584,1111.8732339682288,442.5786282394388,373.8651838923724,3774.8161569088534,2936.5968591308174,13195.885023954379,5197.328676127311,1103.4138904163558,1229.2924627641785,15.691475981867438,739.0946565057617,4110.780725210037,8829.72415658212,724.2833955879449,2050.8806743212926,334.4392835321689,89.1927672752159,751.7471117567776,1369.64708579178,3124.9996533932454,515.7200221731466,2159.262159955462,2448.163967664751,189.0606001511941,524.0919338825848,39.15182968267438,8162.065579831188,1020.6240660742534,282.30378816248844,4589.422354317868,1032.5578259280471,810.6721824982496,2634.967882561611,7973.832627697959,5980.661532082965,2419.338929052153,18.58264761314829,33.29416802056446,325.0956729964953,10644.829141242866,123.72644997432295,111.69403085719203,2248.262985267272
775.1170318835602,1429.067822538999,893.5943901036447,187.9416351413417,396.3610925675927,129.254675001521,870.9918922089287,2624.969041664724,3485.5767707361492,2271.272902142929,352.13754890128365,100.07304368302476,162.2080043312987,45.534012251799844,8024.686336945257,52.099140874826546,1042.4171062236258,194.975487928677,4454.236061826722,4385.404237098761,2538.1398125600017,681.8589790094575,1.0248772396773265,3128.1939295206075,1121.3069613521593,1115.7737795158998,1163.427300697985,1239.6187090153398,1122.1647808942507,610.6353772837389,5317.03413578064,1096.6005441319817,680.6958423358343,745.0415547334352,2669.522317790051,5845.243782503518,6790.709310404605,1149.477783664961,145.99866931540782,1569.5762977235604,6744.247304696951,12697.33980689574,969.1841798089167,2843.2173037905573,4550.7934127633425,102.92963924947432,18421.38181372569,621.2999713960842,4354.837298916229,45.26760793597922,201.12498382601586,328.13311145664466,1520.6162124400653,2735.2892922656492,743.3579209369536,33.68370843559049,3538.2404057365416,1217.2641074242204,462.86045064065735,176.45326040510162,165.43507618217032,265.1648778726731,18298.93647612521,3589.7450511515635,899.5918916018829,2525.582512102653,180.2096923550995,2176.6271333534874,3677.490782478214,426.3159447114158,473.5464911840991,2702.792910634548,21.458420266500934,14.013028754393293,1273.9932955552008,1023.0327194550405,4489.7917870988895,3398.397268041178,953.1725564236244,3040.9436931578957,106.81699570964344,569.8474835081086,73.28119594905064,9576.156258947829,596.3143782037829,386.616109324385,7334.089940919512,747.1150307190875,380.5522427679927,6083.714258745264,4547.531639329552,8104.431875527163,82.95888155466194,67.05976475215083,53.14697326275776,426.15485863034826,10802.731297955725,525.3873374348136,332.79778287313616,2949.1988013641467
227.02523257654167,1772.9995099999587,239.26326842365555,1984.0785406077546,451.45532589466484,149.12618882883058,1585.8996272263644,3612.830286523917,2928.800477663409,828.6483914964498,351.69383116955373,368.25342265707604,3160.358759450884,88.95796086815827,6121.814461624165,39.32432703072362,473.3777018840834,11.48132564612288,9241.562808940329,4386.176060456284,3013.7206000952906,30.888561615473385,14.811998257210956,4036.710544179765,2912.1386248678473,3255.6301282207965,1534.7012254211672,113.6050776674358,296.55425797702463,605.9246967707804,5736.548782147981,1185.0806767662614,626.8266763011998,1235.019388988442,4937.742113916452,5290.8690084332675,43.90271400530608,5058.688361006847,176.56889854074925,1775.8746740269266,2377.140528314287,13271.363820942219,371.70170818419615,2656.3914626412593,3934.594009199646,400.2640875087085,1.800773526476458,654.6132059085916,3783.7236281490864,45.88147307256057,608.6786653546274,1227.0898732422766,1161.7046479194698,1509.2015388099628,750.9317411623189,2332.861574754189,3799.570886253487,521.6118476195385,291.5247914709571,312.8710248939329,1452.8789620019172,8419.950840015244,5364.106863995845,3829.728244193247,1448.6979337747778,2062.8512181179362,112.07169174845244,15409.563094010007,3310.7356241884668,1935.0506965093516,377.18840669532267,5641.501115939744,588.2761299443247,83.93255797674395,208.44143358209632,933.739620726873,10101.324482172504,1398.258773114608,2260.4921528488503,1306.4243515720532,51.79856278851209,335.0429879927973,58.81130016598448,7329.292165294782,710.0811373037669,415.22230751113625,5654.350155750837,872.7511986305494,181.64489744396198,393.04883264194666,5427.536297822393,8309.189210886621,337.88346230344814,490.4414647795783,10.138136963208654,108.48348548644226,8456.618987613936,170.3610368114617,247.54051626733897,1859.0038958111106
107.18358061565256,1253.4649428122466,56.24824716917011,2314.441641708765,578.8212716307032,173.76131386009357,1205.0353414679807,4805.794165890971,4379.459564648983,2299.579559287207,369.72739724122454,935.5409381960009,261.5056487117057,121.74588004432331,9603.559447399532,57.780822531160275,1482.638327709608,153.0499768615604,6379.4040212765085,4562.680070002188,2557.150541904856,487.18985601611513,10.054676444441748,3370.269611329871,2866.336499870365,889.036797940335,1098.0956052760432,1134.2430537749326,4564.807187665575,645.5283614192092,7411.447290032191,1164.2467887483267,563.475360033957,1281.2913730627777,3993.179775446004,685.7774103904701,6680.434005095427,31849.716054135068,220.30248990661232,1375.9885294312994,816.763143874743,14018.744191264575,88.6172679870305,3158.868375819197,4560.282234763286,3034.511757736936,18792.29364946969,554.3005347563295,4675.3518382269485,52.491383505925825,3734.509319926538,3980.456728433373,618.2087696688442,3583.7137306388213,108.9491304665168,11128.843037282657,4056.897530093363,165.60669087257827,324.5629119818282,489.7359267861031,3743.8467645356172,518.9536729812502,2513.101765959693,885.1318160524478,728.8859290078209,1473.5681907889825,11.80395063598851,3958.5672404406982,2644.2739691593993,7825.705171196053,129.84512851470598,3975.541998569016,676.5491235485683,119.52029056208971,89.05594793550767,1247.9055943024946,3065.3548029340673,2679.678186417645,2422.9287924255104,1495.009032959794,62.48457249476244,183.4628586796553,54.79533036142607,9774.102366355197,927.5863780904364,504.95316661650514,6505.08236926393,953.240454530738,280.0430089982233,5869.551602125941,5805.919219771788,9035.879582056472,2269.6150921429603,77.7242099769323,29.979929637496586,57.91610240532488,15810.463766408691,33.092753197621626,150.3110553617816,481.34282844640165
14.912564829543127,1185.6458718595238,1.9799848615805724,2629.336718280469,712.1999210330424,199.9206898684749,1659.4229729076205,2972.972825707885,135.01461887058687,419.29530642284993,49.10793710341417,3043.9312591731873,279.64874364657845,124.73691171842935,0.051864146835747964,9.127062229729038,181.1531427211002,350.84869189426445,5540.777675990023,418.3535075405506,325.66940841686136,474.88254596997285,11.254881135816404,601.1959428071099,803.9640648830391,843.3535512656726,1136.9078473659226,956.5841378036702,4858.271148323675,2.5501676101897512,31.930155624060536,808.0015733702672,747.2326650668892,605.4528194724119,4194.102304677133,1834.8654076997016,6772.480942010118,27614.697960685317,136.51227777378952,259.2914916391877,135.65276118905524,1209.7963607679476,91.22171255286231,3346.186367532302,625.2309718979341,2383.027539756189,18675.227231677305,280.52604459179,562.8210853468917,31.74189392232588,2753.2098977467854,3562.1644094508947,1328.0226263696175,426.2893592773317,5947.6184369709335,9580.816883467509,3961.525399812829,7.082136838720196,169.6323718263299,336.4348327344992,4743.774458257137,679.8712734570394,381.68202263068986,11812.750744126051,71.1022680371343,2171.9510049455,38.732271446338174,3975.4523177989113,441.97654392944787,7705.892145174483,2008.7227347773114,6125.706494383181,693.1831343243755,112.83813039819269,1.443058686873391,804.797847640516,2061.764384619353,1610.5166641682401,2478.0251887436434,703.1389153966072,283.1540357963028,20.451553491168696,66.29070182242995,1063.6157815625004,130.37442186407378,0.0037946809577269953,6330.7591908510685,378.670625902128,956.4004346103887,10189.12577272378,5406.05221473773,696.1358705366904,2093.9958077889373,106.95519168919976,6.344321815601988,8.061182014018875,1.0128272407443386,13.3233715411552,241.20798070086482,554.1495362843859
632.1643121321628,2046.5370995018313,750.6054513108754,946.0757125381143,621.4446277974971,155.40277661046653,1039.1154127947298,3082.8137409361066,2732.515545062805,990.9459404873165,347.89252022725793,396.95087241904366,2585.756958176939,45.356695575779426,4752.811969504583,56.984317069519385,1842.0805790227869,23.9488076607756,3193.720153555631,4207.224866058952,1976.614645781667,667.3598900917806,8.040581948541742,3862.72638079877,2176.7133048642713,474.74656834512774,1245.78611797489,1479.2719310893128,1979.8135018764474,488.439161897271,5634.3115909735825,911.2312206794693,997.0395483157004,823.1146104403883,7423.526035991457,4528.830541646251,579.0546779399908,5895.753239714654,42.89885327535777,1614.886425489752,4138.47931552905,13233.684236765515,707.2328594926587,3823.4952085446307,5612.821209846645,440.98197221913176,386.2894320054925,604.2844773113998,3946.6323524515974,43.51927971579109,650.0001393503088,1026.3837101647425,2067.684878301243,3730.280551904487,1235.273653928152,1964.1527414566378,3842.2207564484447,990.5637056788862,475.7742139943316,188.45055948412048,1681.8952245592575,8284.118500404773,12872.317147870304,4929.11149992257,995.6286116602768,3031.2575879313026,226.23470814238786,2085.7170097062944,3742.2151890048467,2322.388777084619,826.0720884480744,1148.024557115251,271.8514998297188,59.09942604033932,982.7791803662824,915.8443877440603,4356.404552603253,23.81612795421668,1801.599874582293,1643.677551958949,176.38096052652546,561.1226732618509,66.27985067918937,8497.348643087133,724.1163462999872,207.7280882062601,6599.117687200973,1170.2066531902108,661.6354138233061,4196.0730978753145,5239.094629457201,8095.116795054879,437.67389772225516,36.8566666629509,46.37330843410469,345.0457309588865,4506.823016385139,474.7145877081427,344.8918223679158,1026.4017234256094
55.501603769493116,1598.4758747523795,11.167832296164637,2562.668934374076,543.7889503263361,166.0580556553127,1543.089034373365,2909.2217887840497,275.8199901641898,432.6581949529304,71.29814609699989,2062.1219281294198,2166.315359840803,78.47842895983264,1.0197492654150386,11.371845907769362,116.58696925203188,121.83460980052617,4321.384348449619,799.0719654187682,467.9561711420971,170.44332247831346,15.62907925223698,941.2776757876579,781.7896974184916,2588.639105914908,1219.153545287103,372.74610902694235,1962.837865744786,9.766204776682363,123.71716035720665,935.1496790933808,717.5187977847577,876.8184760927438,2078.0687063211044,3840.1605861145063,3095.9654064562224,13896.788548654453,146.11382183266892,393.0393058662335,375.7112834904753,2660.4813045833193,241.1207276074061,3186.932437478425,968.5298700809163,920.3216377462944,8780.545739067198,348.2433786303492,907.7981071256066,29.248910428997878,1944.7018803720002,1998.2887726809026,1495.1861720317136,426.96848925701215,5061.935457301982,7322.454940359027,4086.010343798886,26.723372833200635,111.16674507177014,285.2907970773639,4045.1381061709135,6081.243075503893,1111.5447537089274,11805.447787668401,122.12732005023264,2483.433602496143,50.974542240459655,12334.20749107694,722.8289004021408,4900.87550790117,1648.5782394691073,3308.2834498209904,650.1456566634945,115.5951264162885,8.771291057309686,689.3826036161404,3446.0464384553634,3679.1830686667176,2440.018475245001,998.7958371692096,345.8734921221122,73.95995487947877,64.93491260717664,2122.0210202338158,159.11412499161986,0.055091530366336836,6732.624383785259,421.60419480598085,1112.9840703858588,9878.870859183902,2828.6063800547754,1218.742787295071,828.4587699686388,330.66626136092725,31.78903320764191,20.841683875356765,7.8515577938354255,35.61581382549955,301.15417182648065,1956.177644555663
