lacI,lacZYA,crp,ebgAC,epd_pgk,glpD,galETKM,dctA,ppiA,fadL,focA_pflB,tdcABCDEFG,caiTABCDE,fadR,gntT,tsx,caiF,glgCAP,narL,arcA,frdABCD,nagE,dcuB_fumB,aceBAK,araJ,melAB,FruR,mdh,malXY,proP,fadBA,fdnGHI,fucAO,glnALG,udp,fixABCX,betIBA,iclMR,ansB,yiaKLMNOPQRS,nagBACD,nupG,melR,ebgR,glpACB,dsdXA,fnr,aspA,rhaBAD,himA,ompR_envZ,malI,narGHJI,acs,ecpD_htrE,ompA,fucPIKUR,torCAD,malS,malEFG,yjdHG,glnHPQ,glmUS,cyaA,deoR,icdA,nirBDC_cysG,pykF,sdhCDAB_b0725_sucABCD,carAB,adhE,nuoABCEFGHIJKLMN,cyoABCDE,sodA,glcDEFGB,araC,narK,malT,nac,speC,osmE,fumA,dmsABC,yhdG_fis,alaWX,deoCABD,lysR,putAP,glpR,aldB,yhfA,csgBA,nlpD_rpoS,nrdAB,glpFK,ptsHI_crr,pspABCDE,GalR,csgDEFG,proL
3023.954660669009,412.5515121446518,592.0705561203381,2047.390616147908,798.9679112860092,6089.117933294649,3215.694049233595,8.890504815803345,185.1249837779695,448.598989321268,3265.8243519667303,128.12718356584912,1286.0451579807386,9736.222512452703,5528.695055442992,947.5857142707864,1320.3757169272892,3117.9640141669324,538.5438321431818,1415.362067274055,10671.069560664637,1040.2485146593158,1035.3218531313394,511.6005768714696,3456.6034524907313,3626.956817809057,680.5297412662194,105.9543271344541,539.7231674616986,21158.92432821372,152.0827438534025,46.30283347929243,1103.2519221929872,2771.7347386906627,6321.740886651859,3203.690723207429,123.63403960509129,246.20416535393852,4270.879378397191,2352.727047088142,1695.2920108150656,474.7460609471148,809.7651853374408,5233.195246305332,39.465886509657906,1253.7603328867492,454.41973016532097,2299.829544600173,74.4009899781459,1096.706820225075,191.79375629121554,86.0199496818928,2098.830651350703,1606.4310066346975,1676.703401101315,9.932926611252775,3596.441224694645,7575.963524044778,1233.550025810766,1164.033881566441,1858.8063246171193,1671.3764883172992,740.8210268502913,67.72360194434869,3006.0401665965223,641.9567686018157,793.6775671174306,1523.0266813618634,3764.77895503066,539.082694873492,7193.777650443844,167.24222877080967,444.92513395174484,958.8069532878418,171.90903866443418,3814.573596808847,6935.230504260051,2044.4094586064002,1312.384754529578,64.16256193340972,3046.7379842956157,248.71621677849723,4803.264961105529,286.4043207631771,5946.34902860382,7569.602129794508,8233.576248879312,7409.8566313187475,3000.6096581716833,2175.2147882060567,3527.8093843480883,2545.821870337169,2624.016041703592,8742.095782543827,527.4644376489766,1517.6552233727068,1869.9638273409305,2227.1588669069447,578.4671775903154,598.8379780028632
3904.174452260935,396.0100766359943,557.6692859728673,5476.732600995633,781.91256920228,6458.417852085556,3947.96289881905,16.247234379264697,542.4541299339181,374.22575870750427,3564.989451861016,144.97292514066814,1449.364284830943,12264.153262249907,5253.410074270836,806.632449044972,1702.2882713374725,3042.4890630862233,33.66515538397573,1449.5222839620951,20535.638541688866,1027.890442473118,2257.3184465722643,417.1907134822026,3489.3292015936895,2614.555432299458,684.514708971921,78.58499468174114,613.0041132603766,13074.104071318752,70.4930115625692,21.359905122354373,1053.879500846773,2711.2012923648153,5986.7940261053,3132.8906578658984,86.73165360431841,81.35755695095713,3553.1542442661626,2267.991833196247,1499.3625959068206,168.7696062362433,871.7375733487446,2552.106644293711,56.26230495389628,1224.842185048517,595.2186177398881,3369.7872320570673,183.5385384613616,1095.9999055992646,369.0944172590343,86.14657819959965,1553.599929498969,1992.750582556135,1460.885325830008,30.75857150388485,3525.2256955379885,7979.525499527508,1160.7429944420394,1059.1838168868003,5937.029403978198,1837.0337737784891,848.9377365380047,205.8473454434853,3462.4671233321365,851.4864948642144,675.6769458050218,1159.0663410245152,2423.145163327604,606.8498847471714,4207.366355118881,21.178828020117237,237.99477070998364,976.4621602600388,113.60283496915548,2355.150198408849,4747.980489017918,1973.308873287899,1518.1205301480356,157.6999615820637,4471.015085460137,147.8906897690794,6054.911671939437,44.485548151947725,1977.5715246878194,8522.203273651596,8159.3780050247005,10211.927504590363,525.7102025122268,4308.8187990455735,3464.7478525231713,3189.7685414657462,1230.366989055507,8.562029323179894,790.6250833256538,1523.1811005135269,1762.5068982458808,1613.6124541937063,590.4791803451844,39.72330232908835
105.50043629627264,638.4544993767515,332.5178038789758,2865.9269322433556,729.4781765238815,5198.139355913191,1187.7210234612614,11.191137276824637,3766.298505567609,1106.033995170809,2153.566954756296,156.69670391466136,950.155907329558,8405.726606319966,4983.5074720562325,821.1152951406882,831.6793358987973,2324.384967606441,1377.3639363769926,1380.0021166749066,6265.632767530302,656.5250450936492,926.5732233852017,469.4811731679266,2306.592891669893,2796.654035377571,1870.851434879716,128.75137211028283,767.2840475387841,16848.935737631644,229.00796548731049,63.42917294481524,996.4730410595453,2687.8710222941213,3983.229532184604,2006.8894662207813,128.12620974713712,322.1259866881046,3509.678817385309,1638.749933072482,1331.7012856376248,1292.3678829626313,764.1016520500282,2697.534910676129,35.60200859250189,1042.6540890853025,509.10786334840117,2746.8678605136865,1488.89184414053,2266.945376170168,56.172655877705914,101.77896098425677,2951.9488008050703,1696.1342815046355,3076.3433610816264,170.87415644789058,3188.369674950649,3665.339098648847,1158.8990146711308,928.1143028442767,2252.6469727473873,1222.0642656878333,1081.3366055671236,1042.0126385683682,2027.948050993108,1723.1497951514198,1355.4190690776304,777.2266011665329,3201.845260721955,272.5762423687928,3984.9849114591552,152.97690071884296,377.9718669340195,335.04640349115664,203.0581312185278,2891.729654713526,12717.554759815372,1962.3510937995627,1435.1405416388736,1140.5461360286802,1284.6287870311253,368.6177094830555,2911.250316346925,410.7403312401437,7274.140423783664,7051.260091095312,1621.7003311861251,9686.365314519668,2453.8462228280805,1198.0414161160827,3402.4716312888713,1094.0505343756527,1074.950243328893,10963.818784325396,460.4584052410098,3692.0638256570064,5998.859123009851,14893.614459121647,276.7873100397798,656.4586327169391
1552.707913809505,528.3733959620172,444.349230655159,2485.0440601244745,758.9436168680957,7959.978946642454,1586.5502922451649,18.811680693162923,1848.2840690065586,1496.9989676154596,2467.5589930252604,121.61323570177484,981.6074303369156,6619.444923783107,4960.322797838643,1026.2968958385318,1130.9455864933773,2772.029879298523,398.5333716401866,502.89297856940016,8210.102109801272,751.0358383188643,814.9232434991043,395.1886013666059,3462.1748897217853,2922.4495392491986,2824.349069837016,1520.4346645748233,797.1581793950497,12450.887224735532,1024.7505733862236,24.69474027773601,828.368666938689,2712.0998957972947,5055.3786440625845,2371.954296314249,253.40872691017228,512.8791830200782,2085.8781646837588,2003.3043724733127,1170.608358594141,488.7170443467979,763.4538269598538,4286.535049290008,75.73620661822885,1032.7729389684066,176.91579055955512,664.3892194377329,579.7841858247889,1976.731664073284,64.35298394435948,99.69116974202221,2410.724843967962,909.907453307258,2981.455190479157,86.43545434607027,2644.816603757396,7851.965448350582,1098.1969147193272,877.1001148004394,1598.622952873628,1620.4582243798504,812.7361627745433,691.2022501344456,3703.396451056814,4287.597903410865,585.8567794137937,457.8706608924716,6371.5036553703185,303.5703275025276,3351.4175415660943,302.6222390966751,2075.5531008495623,1751.908530436329,363.00507618877714,3219.673012958487,7102.824447243055,1925.413872881544,1260.9186087860096,597.2256181649385,1006.474878673055,3343.4241920561376,2478.5159692832144,351.8749368488935,6594.5403189849185,7813.579983266938,7491.05358398245,8970.313157502065,945.25293959849,1648.8060333103522,3382.710866313956,784.9585827943796,178.44897283198867,8478.519733599722,828.6067741918872,4832.599593662875,7319.998925312929,9289.178971233125,263.5829838610916,435.2847976653431
149.12842844086734,553.8298734681432,384.168571408892,5187.048506613154,586.0199539129776,5599.784920716534,1367.8011505229458,23.933227115477518,2898.510452422627,483.60689851185026,2396.554199582443,99.0220716079706,1849.5673387609795,7771.624367328328,4248.4557781448075,1800.5066290863183,1283.4975433508748,2259.0544348075005,922.8570828929093,1514.0493775437399,13526.763192265948,902.5222973895247,2275.8909694984795,39.191064907829364,3408.7462307259552,2425.322848552123,2479.0682551729565,7.420528746426292,822.0898386263237,11379.036165028778,170.6268215776013,41.98980338960349,986.8257589994853,2147.3374040083168,4799.863880151375,2631.611602965471,112.47379260980179,462.11138140758317,3673.33470791556,1668.8114424417058,1511.1291013046482,3629.6267378411562,677.7220222444557,1297.51810110805,34.84279373421247,1150.884076876176,773.6521493951773,3412.744445544445,1217.0732816184884,68.48588921700821,606.7529903498989,108.13444648141304,1581.3017969079183,1185.595576933974,6.6605055470366965,173.61456850286712,2709.421914083133,7169.481630970896,940.1503488771433,870.3295103178816,8883.850091633087,1907.2421197838596,923.8218661791707,1055.4611344202349,281.9334364462693,1387.1536774458764,1095.9489583013035,553.2772040927804,2215.7250317894573,721.9052533628029,3194.909209301114,306.6100676154062,60.64032983443546,1708.8956872218619,13.587223071958055,3351.832127034512,5498.04441409109,1622.0951037306354,1326.1424212124905,1413.5432977476403,9513.232264033766,17.75250600689579,6202.644002435811,414.45600835728,7280.352526364753,10428.693153061522,5797.06082876335,9031.874806448932,4235.625704320446,990.0549325012213,3219.420565800651,5332.818801602172,333.87110284750486,10999.927262047011,365.1839283760456,4067.4606089316017,6.350623182105182,15228.303900928753,893.7087226413789,656.3865273148302
3952.4037984281067,137.6624579636495,171.19107658754163,3247.6447898610304,402.2110033359917,3038.6397945877484,9182.996916235357,29.149470007035532,10081.717848486162,5189.824548600429,1668.4677298045376,136.58099690864577,969.9834420050888,809.3285999332406,2340.0237449140263,727.016580809033,721.8172972058857,1626.5035664885916,1968.843076635269,1510.217311233874,8961.601839970663,432.78060158213935,1640.1600264114531,49.96537143579238,1409.4672263931009,1706.0449886533177,6036.827047611815,15.133628896251096,1772.8003854365572,6558.669198517337,826.0546792874208,72.8427000218457,736.8256002899593,1557.5509663791408,3380.7323201663235,1300.4392411301149,107.7939428021987,1423.1604340830245,2603.6225337761152,556.4008982651629,707.2455298597356,3987.506569667268,590.2795930400277,1162.6537395679738,36.860510379803905,585.8266140419468,635.8791302148901,3071.498102710608,3022.089237844149,1091.4431489062863,339.20697982493067,217.80217852520332,2332.013108071586,632.9298287182787,1487.6857596247655,487.98865540533126,2153.7127119564148,1673.708599913798,713.3114290584967,731.0934339581868,5156.003639221342,1146.885647135537,2023.1701794640078,2993.818091805851,1459.1967228204633,2266.5120973955923,1350.4613655814685,28.414091644576573,1007.9907795658148,689.1790871008484,508.6149505276466,227.32777777640183,170.05892596212266,987.9617641098426,125.96455522687124,1770.1150088022491,11021.120473865105,1124.5335519475693,1218.7307378159371,3114.0819645847523,5246.284435953562,28.97572519819942,3213.205523512085,41.95119495030765,1713.2982954440781,3410.3830003405133,1096.7146100398206,8417.127058705732,3336.2804331010802,1309.8293855881727,2374.217469031209,2659.8770927354267,202.09494383103169,19.479318102358587,127.77182432354776,9010.950954671589,2488.843426129263,1978.6488180859078,654.0439695026947,45.77836623594492
1351.4959584285025,464.6288558664002,216.3226328727079,2677.168451952332,459.00977069541153,4630.046825484824,4232.484756162023,8.568046949825284,7637.350336815108,2152.89284783556,2119.11011022861,120.03808262369098,525.7676790160309,4396.74272280808,3627.113391392298,899.584697165311,681.8504624101596,1765.3749028946665,978.9794444667143,1050.1443628611985,4581.279236947747,739.5292374240001,772.1530075509182,221.2404891226436,1560.9880312911855,2260.6903224986395,3817.797175407158,343.17038560543233,1168.7444990444706,15220.99939470678,681.8036565994006,40.423129666435216,685.504224834605,2369.969399326735,3599.1006654738344,1401.811057246735,122.49655477857141,748.013003016293,1999.1213221124137,836.0143965434363,833.1294942985654,2849.167357985674,601.6571568773912,3148.391300580521,33.04268168627665,873.9677185507592,370.41826002222234,1652.2376711470959,2201.5287352364708,2301.2208036533702,23.48022966162361,119.97078918555368,2376.541315274425,1045.8104256154352,3912.1666535596028,443.44883064372635,2441.0793406008224,5953.749807035963,853.2455570562421,551.7254083181061,729.3981492276386,1441.1118473550634,2503.474322835293,1935.5246096333613,1821.2649357980356,2015.2841178411493,1051.072785477947,246.42778471470055,3252.802300108395,96.54793187097002,3861.821181675809,222.34652938939524,645.0598153451315,370.56512733076624,301.9116414013205,2843.5335262307954,11200.53741314168,1268.3746812953752,957.7643839836489,2136.804299906656,401.6234663685356,823.3793675206075,2812.6423550850022,321.31552411859434,6592.723053732747,6498.076138737498,5034.853410430039,7470.527097644037,2610.112623159976,1435.1519350605229,2222.04947155686,402.91320548093984,1828.5220322174148,9624.391585911939,282.0667917794689,6447.655777742387,8448.376269171898,12946.873759095944,126.9160195699388,540.8919788801521
3843.1600242863374,49.81082465705847,48.173917938679296,1126.359081134062,126.0445252758086,1055.8294564389873,15445.898024612026,49.12348859073046,11370.977423095846,2128.2485482556062,1844.4941091692028,116.94380131325407,788.3073367036801,7463.996548889389,1095.0999378647427,339.5650856649259,623.5711026632907,583.5145880423398,1129.084991339396,1500.2458192273239,15251.143091983198,256.42072229348696,2105.3678165458427,148.3096064645414,487.8911082000192,791.7425451410563,3274.692897268677,21.069482257930908,2481.3137710942,7490.656531939135,318.8481684056481,55.24767785488893,202.62883758824657,1290.4072236403654,1318.005546128946,936.0700410745579,88.44838504544684,485.33981372107394,1941.1769244605164,53.658493103836676,261.22393874783137,5109.399539790821,371.50903248589714,1254.4743628155866,21.251055296956856,181.55529980311283,649.2588579777066,2674.8818491293664,4251.958159551635,487.33315213526345,478.41335211314583,312.54344998878094,2162.7938683593593,966.9390441320684,430.6816444324401,524.6767314387779,465.45577563754404,6376.237956942793,320.6078117197965,212.18262966612343,6844.73719749825,1123.6160683262208,3026.387327996986,3724.01087317764,1079.7180819153452,1553.675751970518,1249.5062015402184,476.52292151634657,596.5906756832508,714.4111194804586,2315.6082357339733,216.56817678223598,117.86786372573185,1397.051995629657,83.4833026248356,1086.1678518432145,10339.46562990318,361.32440010662265,866.9077892643406,5730.60833662088,8475.234903992221,28.08253952125967,4649.215556186934,71.55204116472305,3394.275661213558,1389.509666793879,4617.022518548691,6914.2109673894165,3485.358741835975,1726.4728847536005,562.0249742742767,3982.4388802381,1339.662414763506,55.19156305229063,54.2076905061059,9123.103125707563,531.6011087822219,2788.002327886089,865.1836672539569,81.60832490555877
1865.7154120336456,642.3564707789479,571.0712362685742,2377.440576666812,785.4548715382132,7761.431259840143,1632.9203237953366,33.80729875659768,496.52290109977343,582.3417819630265,2062.7228839251866,130.44209508151195,1146.797583182437,9093.364652244449,5375.053408437824,977.4830196249023,921.037878028779,3006.2251310563593,247.80544663769138,50.7440008273471,9409.440288680522,1068.4430710111008,806.0327623761102,932.2907600037447,3631.8860962161457,2640.429180855033,1888.4670740876165,3279.626855706289,648.0160412923537,19348.747052665214,1686.5754790652825,9.70038340662576,1090.123365962176,2724.859707077847,6248.9782403009385,2731.5291366409624,447.39634652451065,208.28311349391635,2000.8129560975149,2229.3302514556617,1508.4657737625907,307.3247826159552,676.844588715235,4988.773282956424,75.12872382639505,1187.174150621,67.46190512073133,121.07400120341643,197.21203587855325,1073.458927276497,271.5231713297676,62.65517570477061,1416.1950092458567,1728.8850887010453,2141.683788073029,27.94420994534667,3541.1158760679,7960.595007796569,1200.7378473773645,1134.5633078958545,4023.042540305205,1762.4528748130585,1304.015787695534,281.93044929876726,3781.1257019431487,5202.623451751812,355.1422629257086,840.8131200241633,10257.069889811306,688.0515253853476,4885.026872782836,463.98686399044817,3383.432724746074,4364.90386622165,478.27319421072497,3095.578312443533,4767.373068357213,1905.157142671757,1544.7293357556025,191.339253703996,4236.697702908407,4977.0160091403,1236.1837565195774,278.168636191517,6937.185176824763,7013.031531711561,7610.4378665793765,9125.721802619168,1413.0140426970029,2579.8179029421544,3460.829657633312,3111.187908927649,1175.332336785108,5460.47949334385,727.904878358203,4003.5381371342983,2107.9900561321397,6265.030891367336,553.7763078086,509.33797890131433
1946.1800502288136,530.4374914047245,532.9927126759079,5396.670446296943,751.6750135974224,6670.0971569887915,1238.6828353711976,2.0994088953246357,833.7894460539563,802.3845582838867,2005.651598947428,143.65295796919756,843.4757886319875,13111.652790041262,5322.474228756317,1082.0601635916764,715.5155505048456,2761.5676980100666,2015.1804883013635,1418.712405927402,3885.1828208981237,937.7779130290056,446.71294620660615,1198.0018498411382,3065.896474255612,3119.5082411111407,1.4604003095100004,141.31311997654086,648.6935149899515,14458.312845874616,26.391316314375487,56.42450452181641,1087.98527053045,2530.694163519924,6178.810129974013,2267.2263326091106,84.54942844140706,0.2398497119184508,3086.760449118896,2253.628790213025,1507.9778052024726,1068.9931821134132,750.4071871077144,2109.6976770323167,37.10876025820222,1134.2200289517002,519.4399647841885,3128.6280946594184,234.0699052238248,2552.8894095543187,16.00153533946333,114.03008828737585,3192.988966834588,1742.9228878691772,3865.209476891729,54.42835276708397,3369.986053903513,594.3152342254268,1164.667156533683,1121.1662682262697,380.57840297565247,1388.5822541114035,686.7808897764063,267.3615482492063,1213.8668726677906,35.94657023706802,1458.1512868313825,1792.3021125595885,2786.7486581069106,78.94605848660805,4880.870398992956,160.12487456469262,272.57283309458853,158.9664958214133,242.3688863893299,2836.2107056775544,10161.741900286055,1788.3394204418023,1656.3199577619516,287.13307350579845,287.80976299030664,213.28232498244572,3823.8096549167326,263.61228863118185,4951.037552426599,10717.610687116308,353.3045655713025,9483.266410019753,3434.525877593149,2768.9309737991584,3364.9503712610685,206.15573868522912,819.9439917738824,3836.1377274704028,424.7713628671814,12.565662715013001,8824.58155820111,8199.988726453883,63.89360823607084,422.5283855143437
1307.4134739572921,680.2956945583934,595.1742796261102,3855.785368586354,798.779233523337,7539.894382139313,791.2745716653163,4.865634922275358,244.714123607525,2533.458067500505,3185.541683134093,133.11249067899146,1305.3161358176344,2087.8480729245866,5465.945202673857,1357.1348863912192,1747.3321953200684,3052.364888795725,430.11239722738196,1452.335892606757,11464.273375295152,781.3192468423963,1279.1627437117513,99.88379387641184,3536.6092052063195,2991.966603605677,5100.384462952466,56.20688500464692,550.4120102545961,21882.848748820907,613.0673978502107,39.40130923024546,1076.5405861863082,2754.265973174492,6244.793003397841,2965.210474106366,99.68323920567207,1250.085140462884,3791.7460165727175,2333.4403385368773,1401.4797373249382,825.4484063518368,700.8999739306082,2191.8079748826153,34.02581206046793,1252.7777238913561,593.6936135189097,2621.384867970455,126.75871866717269,2362.8222605045994,57.70400225531022,89.2810625021668,3205.729252281997,1257.2465687033389,3625.1407775235216,14.29777670638224,3570.4525817851154,7733.6230734141855,1213.9130273269893,1154.7424207440679,1067.58467966515,1818.266971346164,612.1181461318562,139.34252398195656,1039.6643096419364,2013.8049497729362,729.3229189232582,97.7665341802977,2805.8478931955487,193.49964275574456,2877.6946273032013,76.02344583856606,183.7763811739531,152.38735176529303,271.2168994436825,2167.810924622097,10091.651428822148,2044.2960926928424,1499.9554288258137,124.95016437606449,808.3872933453862,111.6236258697208,5976.769411067621,249.82012841738572,6786.688002657404,13281.81642806981,7135.699658672585,9972.463511320717,2830.527878795857,2404.084081286395,3492.3257397725347,692.4198817178707,2425.830354685253,8098.201165445303,617.8120207360362,7197.238130528031,8352.65725903971,10750.71623743848,268.1526699353098,574.1809981792902
4148.89668450849,241.36618757435227,236.72131272760947,2804.6219353158976,432.98277780068713,3657.882087173904,9538.999224497484,21.514200284683085,7075.195134469582,3785.179052675516,1684.1175325008176,128.57255622336208,704.8247779171178,1857.2784487888282,3308.542190718341,700.7357336974193,756.8710910507698,1782.5575408183886,1943.5078242254003,1444.1248145823847,6138.905370653477,772.4964511537462,1140.6059058472567,80.899882443012,1822.0115946605733,2464.705993364616,5473.462704847654,110.77303531475063,1094.0489124057517,9063.782325747236,875.0530820950379,62.18533786553029,681.8325500466532,2207.552865757716,4558.035628572831,1696.2708478721822,109.5496551804761,1168.5032537245975,2199.512554373256,1042.7904262144066,931.968340175619,2129.2688783944286,666.6924141020695,3076.6737756025427,25.67622581510157,544.3385070905474,400.7972761322578,1927.059940963592,1821.4777482681131,1411.744863695512,146.19207995120038,172.71681062955153,2925.3872393097463,1321.1022163336522,2971.9405975220398,356.1444415838896,2511.276751062685,2495.175434052129,1009.5705784467174,664.8219956512287,4080.044213605855,1281.8659585448133,2018.547416587039,1397.866154339361,1542.9536904673812,1909.8050796230946,1228.9032179491467,79.16197217976075,1490.965476388352,397.8472450618532,1301.0160203280525,297.66826683476194,482.5877421700226,470.4357978621094,197.84772114634342,2185.792245033531,10504.675231045141,1192.4656930547758,1259.247591964722,2174.4011017608427,1824.489748618036,334.59691879917256,2314.505853674038,2.6531692393895416,131.38246673460887,4431.03888548645,1554.7506234856778,7848.285455182427,2827.87693435029,4081.6767740595924,2035.533270729068,1427.6809471269596,4229.224885039711,0.00012441338502671692,251.73758964820217,8995.940185165053,4231.78351566882,113.4836212512062,453.7067329053508,0.18351061388392076
2310.936615809585,151.87846385511028,129.26892946485486,3190.85047640862,311.62237551441905,1981.9225496799577,7869.682605658466,15.12707382236007,8721.674953686492,3876.9520222782207,2043.1363631071745,168.07061445580644,554.1480842360127,7979.999361670307,2000.2766982353066,908.4716665721941,960.0065892646055,1229.705877283875,670.1597885056366,1513.3942599053948,9491.333228199854,406.09755623819467,2067.6475809055623,309.9124781813848,1423.9143146518873,1473.3071484484162,2206.6336485996903,9.351224805733318,1473.458707416771,6393.24428134075,142.83672642681316,63.323301619139826,579.9130513351232,1733.778377627203,2932.7459321660394,1352.1764611129308,98.12049826838451,410.9729156016713,2220.4431949411814,294.8862206776807,679.8153298561001,4432.172517051751,457.9333171829503,919.0364868346761,28.355502815185556,522.3924630468367,760.5926857494354,3430.1032768676514,3615.037511918353,2282.7907387188325,40.80332099581542,193.90751011941967,2936.1518153957286,1249.039225690448,3533.4207315102703,414.2157190738791,1230.7232591225402,7670.395977937418,589.8990644039552,430.81793731324564,1064.6835821658947,1206.5911455239313,2444.359128891101,3007.922543469035,817.1683748696721,993.5080874590308,994.813325212215,671.3219551079097,1283.0066082533572,197.7736140892321,2235.5853927099843,75.49898439952868,81.06048953936391,112.21599528455748,208.9157909989892,1730.6652080200863,12756.159091193354,803.6260310040625,1063.3689053752369,3149.614062698798,605.2553353571873,17.693404686748764,5883.473577223266,177.3295401945244,4438.393958516272,5303.551638320047,5530.797744801143,6124.887404356644,3597.86236932646,1161.1626160346198,1671.4108560250495,543.8602838819535,572.469289875747,1909.2441612435205,125.18038915867236,6631.81195426839,8611.499872591188,5798.34318510331,168.0458873822354,311.48837144748717
1780.9461649571106,203.77623310014442,133.22350482831385,2225.049018754139,285.71167098566605,3004.5950148325533,6367.98218951287,12.282837606738706,9479.367479245062,6510.377898215414,3342.7054688124367,148.93201539734082,841.428139397256,437.4339117395036,2351.1709051206626,1043.430033298201,1177.7643275177516,1242.0593499665338,406.12413563938753,1434.567645511673,12036.982230077161,373.8527262418864,1800.289525317625,69.73209074985725,1659.085409920745,1686.9522881064547,6048.571767075916,57.54749247443522,2016.005327173322,13211.614655869651,1163.2566371170285,37.87620334966883,595.0923297582748,1760.2717309273867,2405.3072904756355,1572.0043724140946,101.88118103434029,1438.0724974423892,2084.8200239473417,514.1642283252512,793.2688695774182,5312.24940495682,532.7472520141561,2540.5943139164965,30.136160681963872,570.5252038019497,512.8617302684596,2099.9216619964955,2752.4083737773963,2390.885954136264,61.21790094921929,197.844588085967,2859.3363424971967,1067.965287839512,3250.150410154814,422.3816463805958,1736.1025914814231,7786.878024952154,651.0462775963279,519.9307085483523,1860.5253621326208,1219.7370164532388,2684.617854545513,2418.898169702814,1221.689886190353,2430.6284323235222,745.6779287344591,19.422187317296697,2113.761372057373,340.61546120189337,2456.775175676706,130.5182631272086,269.2236244070807,262.928849808284,198.095074277273,1500.8254465608115,9850.75424321064,676.1299504994213,1036.8909792700333,3720.61538294206,1066.5791567842548,183.31548288980838,4985.7663181813205,229.26110617409626,5274.091380218139,4049.832539640392,7616.803267348542,6502.977942630507,3621.130754110237,1971.2270358713408,1867.0123611605272,789.4098960041897,2311.537144675087,5019.014434786956,145.07070642880583,9672.685726532223,8527.740915847691,8776.943772319813,233.04472856503202,481.3009279178891
