atoC,atoDAE,atoDAB,rpoN,hypA,glnALG,glnHPQ,nac,hycABCDEFGH,dctA,fdhF,nycA,arcA,nuoABCEFGHIJKLMN,crp,rtcR,fur,fhuACDB,appCBA,glpACB,sdhCDAB_b0725_sucABCD,fhlA,cirA,gdhA,araE,caiTABCDE,dsdXA,yjdHG,tnaLAB,glpD,speC,acs,fepB,focA_pflB,srlAEBD_gutM_srlR_gutQ,sodA,fepA_entD,tdcABCDEFG,dadAX,caiF,melAB,malS,himA,melR,hypABCDE,himD,osmE,gntT,ecpD_htrE,narL,entCEBA,glpR,galS,nlpD_rpoS,fepDGC,carAB,fadBA,fixABCX,gntR,nrfABCDEFG,fnr,ebgAC,cyaA,edd_eda,tsx,ompC,ubiG,evgA,gntKU,ompF,nirBDC_cysG,narK,fecIR,iclMR,lrp,ompR_envZ,fucPIKUR,ftsQAZ,narGHJI,glgCAP,argR,fadR,kbl_tdh,dcuB_fumB,rhaT,GalR,appY,araC,malEFG,ansB,icdA,rcsA,ppiA,nagBACD,tdcAR,deoR,yiaKLMNOPQRS,FruR,pspABCDE,malT
863.1404464347348,1234.9332369960487,2135.303793309448,248.13084374651046,4579.704564880395,18487.27647582143,5396.063330140769,158.28057136756362,486.69238859059817,5012.205506612954,2851.707402243445,6929.642488748123,426.1992293983805,9317.116191022851,2029.9246013044326,2437.555397842284,1598.2770900699652,204.75276154491507,1222.4056635092472,69.036037839989,280.9806144510203,619.2338099638608,484.14554862301804,3861.967908809214,9167.455529906609,52.03579990342719,485.24104378773774,10064.624877437913,394.62645237116965,1904.8485009832762,2813.8101698867627,4330.625127227325,1269.2407908273185,141.52763147657592,3374.8301156604384,1704.3486691126227,568.2128218900813,955.8023328014533,439.30908210592634,115.65694830756979,1787.40114404399,553.4369865568464,2125.668535247978,773.7025691018538,5142.496196403361,2331.689817231122,5367.610066651059,1787.3718032625668,1090.3505235241485,2224.130782067478,2811.516014639013,1383.196663321268,1941.8710654856784,15632.706141416476,1341.1371689299244,2062.941800293812,1153.4036903605984,161.8726040139068,37.439487796188004,4088.425989796145,235.8905312471724,2354.115249866593,1495.9360471264602,196.7573502153997,1276.646517565281,2236.992609559818,1573.687440293953,2334.3620151756386,556.5287305922358,71.96729900347835,3257.5333458532,2720.5151362548277,120.51804325078095,100.8684131677925,14064.99358683277,15842.56469748386,194.96585992698868,3354.64557120909,9119.909653286544,235.51259128830227,225.11700582804787,503.726850526916,4750.259516747646,840.5410355370302,8661.004882649626,74.51099410775338,2719.94513348936,1543.715274121246,1551.9283857594955,1299.4345244172266,87.58779374536196,69.667479072291,380.34420996082565,111.00500585879708,1364.6272649270884,4075.098057801842,1971.324338962836,1376.5599354831008,32.501688418885465,174.4803231251183
765.8594046689236,748.8171189715688,1840.3586635640881,164.1971368195864,3909.889420474771,14909.191480864394,8048.792184605243,121.36156698578905,295.8538986512939,1508.3004315256048,1482.9275265097428,6553.769123456762,2021.1342864379833,272.55443612612135,4343.968003678953,1620.1177745411628,1937.547176794224,169.51252765090487,1824.4588326113376,95.70786600309644,177.76829642994966,269.81086653459136,740.8518606753729,5395.222923686247,13990.638637106524,73.480999198407,1418.9885451966406,7747.867764766086,767.0024357290524,4141.6495929186185,551.7152919225997,8511.946514903106,1071.9506810524488,867.093191844668,4835.860935003363,711.6388199566954,503.6429903146936,1351.8631422802416,9363.628474050623,640.4527357228941,2127.7511810650453,744.7689044377901,6222.48681748058,771.1662557686482,8780.267108729198,582.4042781157531,1827.3539666772126,2595.741275271756,4789.2380851582375,40.13428638062013,2184.2418079190275,2095.81611501738,1688.0356531380855,4683.697572293969,943.8972869902736,738.6450039454005,248.47959016024086,370.1237707537469,1521.728510690262,148.03688387570745,1951.149809851108,3228.623864738602,338.21018780175456,110.89637735404699,2679.3379952038986,806.1792540357793,2001.4361351642729,7364.198075108444,561.1217463300543,50.494010927479856,1762.3481176465366,2964.7559378429755,73.71960158889127,12.491625177717864,8319.485143007632,3708.840362228536,316.10663107042933,2485.9280046377617,6152.163566290695,1100.153086956259,471.4906995115514,559.4712431348057,8657.943121577478,2044.4354725379583,12159.333853630198,1171.1446446211223,4397.766028199633,2643.7185135083287,2471.0190530836,2663.470964766917,40.35004490950107,59.377523211171315,631.7658151841606,135.45023095817578,1307.3870734811744,3204.930448328103,4644.317171213015,1395.262388104476,44.61648236383543,330.9020052981711
1007.1786689608156,1738.7357498600998,2184.3236926717213,418.030120690734,5882.61227495227,12348.816586995752,9220.80888284001,168.51146191163787,497.89488170501176,4119.219330575558,3411.911898351952,8842.395811446197,2287.640596668729,1993.19658105797,153.2810545281533,3126.0711459191966,322.2597995102552,298.53465382762505,2094.310516079082,74.74465962773095,14.016679185803351,785.1293845078337,127.21470640511065,4425.897440518687,1937.2516228298784,19.23833758940297,4.138688611274007,10031.028180483441,72.36051995479019,486.01033408718683,5149.090272508147,1980.1708614309152,2421.526438271593,160.126957224899,616.1277341981703,1200.7106874077185,904.6788518045801,1204.3458104912572,0.0014985015662260144,127.35759776431885,201.20846120262593,43.5960836467524,4327.867803078526,134.83106154736168,9393.542254988612,1210.0571558642841,3817.652847568285,159.84647976630086,2193.283456832055,3184.7501312928193,4114.741623677232,261.1643900062984,250.403350004586,19550.149723043258,2330.630805244747,2616.170855772973,1659.6883077713096,57.16278324900197,2050.2843513518733,4338.4206569842745,3753.7223244196853,237.93062364399543,2257.47986994768,59.298899597291886,196.5293491263604,1491.475897845854,222.26893184602184,12151.473187293006,65.9472565232831,70.0531836151788,5246.877182076932,5817.945270083734,249.79822454201187,616.4402558711873,15105.638503310909,14876.5465549703,67.28678287455178,3851.4087909524183,9063.644888434392,2.1602406359618582,40.93406898030447,2.022921081717549,447.2326824244493,2395.9516688513368,1196.0564228976452,796.5612256917133,8302.585504659202,330.6933984486682,89.96675343244709,1640.273781075171,16.945862502353428,39.259309960725744,81.00624717797105,13.827110058969714,1404.9622144491138,1999.896736457551,12.011044984075966,1013.6640219369656,31.17868659545795,2.3576422220153006
215.50167429532985,28.617644539338517,253.00367346969261,54.10029677628746,1415.0859883640658,14002.56657894,7161.259312907034,115.0242067706225,318.49969744233033,3290.539198085626,341.03082456881106,2998.30772818142,1130.4499859172042,3446.9663653135185,1146.3898161334994,868.3204677138124,1193.4412511553085,244.3587986597772,1617.7815240236675,79.04238338608333,156.19249659633562,27.47985478990448,436.45853912027565,5064.226316986158,4565.043451100568,20.864702080112814,175.45474880884936,7408.890548475763,391.2720998787351,2435.215561398829,3928.24757604418,1647.2118687388281,1448.8649938667456,177.9871900101302,1905.5052855910708,819.7681939391313,712.6443672994585,1168.916624554682,50.50114933476608,128.74396855146193,936.3075061182544,422.68842325545336,8384.959823705718,578.5475530593221,5864.905162892057,185.10292787127602,661.152196085386,876.151038442075,4978.49931050278,2809.61580467661,3068.657416401037,301.8567063857596,898.3357262714023,16158.323636384624,1134.1552960414267,1007.4165931870523,2980.142912040866,102.71850038282612,2907.9317395675257,4161.757438883865,526.1024676589142,1426.6321082947045,1490.2008685218177,56.28455002176716,921.8529829280938,266.53353913186487,897.183633698769,1985.9771599503488,292.45228881491414,59.49542406388141,2945.0093107299444,5888.917561306878,150.10988246865958,616.4285167935084,13388.791969058604,1299.7475067963958,176.80787014168118,3002.6627270046474,7708.234424667141,171.44758899550382,237.4976792271773,31.93418145882417,3226.4169574963903,1099.4662144603094,5570.027281603014,637.6687455743656,4795.662966575859,1290.0200710039428,1265.7117024330314,1404.216876777497,69.19921958241369,45.431581458715755,382.72014759688386,79.70130838548342,531.9144791851728,3854.903836751081,742.5760474676988,1602.2543935570843,22.786714595111174,115.23921670193458
1297.0381672823246,2871.9660431833613,2412.2198224032104,382.43936181112025,5791.491579817242,14188.218013522726,5083.367684520223,159.60980385090966,422.94435231166494,3591.4586764649803,2717.978391366852,8176.186275722677,2116.6808638718567,2085.322572021955,331.6457709477054,3447.493081156233,398.0006602192111,287.9331161505696,2226.831761900118,37.847835513629754,31.9958949557021,766.6101798205182,249.7838479587249,4369.18331555382,1942.9534149616927,26.965910063760138,14.34965773983669,5777.892072486032,123.13841679124292,464.06933613778153,4687.5644332704605,2070.4850056702744,1882.029682764746,235.13558250255883,793.3706917019182,1305.2616296572467,880.8232533916703,785.0109969935083,0.06305805972798052,188.39598816291263,410.8845547292236,92.67052160523735,3063.558111378896,188.01540059654667,8061.97641028323,1822.13389424852,5853.332057275146,316.366625525514,1725.8844624412066,2847.8852427422444,4332.218244560072,2123.6055505525,465.8408753235581,18548.798696800808,1664.142912887415,1664.1405864076828,1194.3552869544742,103.23893243089216,2562.133753939195,4215.132086759847,2645.5760506536435,577.1478765471833,2231.191059829947,57.23284914895715,295.3850659736635,1933.6846847132829,386.1383750212311,8182.724597126675,118.66762344377257,54.87843862082129,4694.1796039489445,5457.608537648604,211.72947127688056,614.7633415415478,11196.947501920184,11861.206820788679,82.31353994346073,3685.527740812021,8617.002440143278,7.734619646778015,333.22075538834986,96.94652835887426,7327.072526178804,1641.6645085633847,2499.142529977345,1005.3487385780356,7793.90256474247,544.6130734340221,225.7733329845265,1352.1454671751956,35.289231072622655,39.21049269617782,94.07606160287813,24.186623883793192,1039.030104802449,2029.241639288051,71.05984810288778,2166.8455995055533,28.76872980350564,8.983700726680189
794.548597498419,744.1897702798616,1471.5624028748794,234.9770032684391,3766.1300947303016,17401.75532615359,7402.140780097265,103.23899213244013,422.47672150840464,1772.8615550938766,2557.6697258219187,6057.988363260434,3076.4454835971947,1120.654109908377,1406.8230912153665,2243.206088040626,1237.5616712016647,214.57180804918386,2268.064224861288,43.021528972328575,49.33424014708447,483.0571690614198,616.2432390479314,5155.851184022663,6523.170484510296,39.82448152480311,253.4917422948885,5822.569134400833,354.91112861125487,1253.5746811509164,2983.674767509684,2469.6408794597605,1256.1208542113118,334.8754045389152,2148.8645727858175,505.0813084301991,640.8903108860412,1065.0622405877557,125.88910396072805,267.0234786367051,1445.8629491808558,502.58611571570304,5822.327436892877,532.0329298949151,9785.507694380416,454.9123559438225,2048.638057657957,899.8771222689493,4667.971094596933,2292.507005533537,3226.220280826514,4475.666899401899,1154.5412989919125,14590.29459054681,901.5292048013208,530.9831698112042,505.46461695976524,147.25343914419952,3878.726666999249,3220.074979646684,5902.734098250257,1973.6882724034467,1482.9249086971304,7.262986071942407,2052.4578669118173,1364.9573649108172,1091.1075829251124,21183.613337676456,299.3537704862358,35.53680099767004,5740.6660596473375,5008.6570353033,155.55678745596074,604.8057437330932,7619.469508818048,7375.729308425579,199.78246568587346,2909.4467926429106,11554.224063122105,209.33581143822232,717.2519612317489,197.68512648358544,10175.079151367385,1878.023328737392,6788.862791813451,167.05220083327447,8017.901911325356,1578.9741835669067,1622.8313792492966,2023.9861287775,21.255888070654372,8.08034841643442,473.4331052464772,78.35273667455874,1220.574890087208,209.66031582700737,1027.0824881543604,1718.4265905516995,38.51157594046472,183.2995158019397
619.2145822423503,427.71300884145654,1021.108547172374,120.11358473134712,2030.954460792844,16153.177197975188,5998.401443740398,92.453396661008,397.63932361078315,702.959505438805,1033.8147638798066,3883.380394871813,3028.515791716369,1113.5507862644577,5365.994895263445,1586.379721603645,2497.928659156025,72.31044826744926,1788.8065626346888,70.33682528998554,103.93682884289488,140.32637593414591,564.0225101861386,5509.571003402132,12724.723079378413,50.832243468700426,1617.4387529140085,5459.201385837609,909.9124374024823,3404.499649890318,198.0339667331389,1992.881126191714,572.9684728875568,404.5558940045417,5450.816022182248,220.4553041260107,374.5939342423201,1085.7480690826621,12324.385238296809,271.32600302326847,1774.8687106345335,763.1250720073002,7351.306310569362,1230.6399235576102,10117.958479691604,231.7000107722026,1484.4123354755009,2040.2953455675306,4810.123844547154,2942.9168445430064,1245.6200491613033,3070.0500775403425,1662.8193557288118,1376.6393266862876,481.4913513348015,636.9176420301393,1091.1383424638273,234.9432780491734,3927.5130147358113,4296.1339853757345,5239.463050043172,3706.739587837478,90.36526518323343,29.88552358121652,3772.060167418816,1148.2833240761915,2006.0655771267166,18208.5589076072,493.1675509974268,34.62789314889974,5869.553663451997,6459.358884570705,70.34246235915354,616.360323014366,8031.272075589873,3310.031494909075,326.3131076981342,1468.4559152022193,12344.764195751086,1529.557789715398,635.6000487919263,38.155215064162014,8263.728455711087,657.5032121777128,12907.256079450945,427.40883014498456,2403.7668739469973,2382.3928697204396,2538.9186191828994,3111.8529434727257,24.572812859365843,19.460704027452575,812.1379290113392,140.5301092119801,66.59639315563842,371.83056527815313,6104.574834298918,1777.5911389928326,34.022669637730516,394.4856716678749
1312.6241217807535,2732.234295067552,2426.4748946992568,448.5785735618068,6174.8380509612325,13455.671874256961,7632.886164443134,181.665956399445,521.7650684466823,8204.346074710864,4807.296697024121,9606.70077887907,82.4818842697613,2031.880416257869,671.5675642303121,3483.4926971148225,965.87275167496,250.3964332181162,717.7724913989691,33.883820460888394,121.87954376827334,1112.8533271542578,295.73089840253743,3806.728146111964,5363.85427900368,36.54280000252765,57.36778319918008,6872.462500466675,167.45794458088238,960.4827859777984,4312.277489466422,3853.8527048417855,2057.9471642010967,211.5467984202279,1637.9343402220895,2418.811605744287,866.4268549964665,666.7026703252957,1.9173151544393965,147.88981744868315,604.4901288932043,150.1323082403987,2400.598301354723,288.0036771495885,5205.394447159467,2412.67066072876,6504.9946483221765,408.6240360496204,1121.4296402578952,231.1326551167083,4279.173100718894,2148.0032849965555,988.6906655513353,15627.482020384754,1995.7759756607504,1830.640407114693,1385.9741947328414,83.08515816472588,5213.528594010371,684.0104860999062,35.71912112117655,986.5687047467168,2163.7783640351468,6.810143775963023,397.80196804170515,1335.3279173585247,588.3312852398657,122.07225316839957,160.15482127217894,57.92377088658343,449.91823878208845,2321.221035226741,223.11075105443769,80.94480923268958,10616.765969200986,15057.636064863225,112.19714540615357,1718.1977663004911,3639.8869592141973,32.40065410984206,471.1956964396022,476.6949424578486,6643.933946086434,1825.1922089234704,3387.2814205139107,137.2028989263483,2437.644561729348,741.2123971308255,389.6292104278695,599.1945047922993,117.761845505572,7.088372204322204,205.9128684088596,47.026228003012285,1031.9747845870313,4251.305830859264,256.0685458955421,1946.52350883274,35.47320760698128,41.22488788359024
1119.6273650528306,1960.3872852787383,1947.283358412777,308.92114340517804,5777.476633282976,13285.616407441184,8726.661029214709,136.22366361219358,502.5718151610498,5061.000933264141,3328.305883655087,7934.008568678844,607.7439225073329,4053.583580305264,325.69180173402316,3274.917812023522,496.41924527925767,293.53003241193755,1295.333436630532,26.92734741384384,96.46884242946749,838.514989864841,242.75692081463143,5027.623110444732,3085.0186753227763,11.26853975427285,13.97613495853711,2625.651374781575,125.08246114466772,741.3530855290712,4517.425024817951,1817.7055322955082,2204.067087551794,168.59974143543386,1020.6253097496516,1864.764251479324,889.0470146686455,590.6260402666269,0.05013572469789351,62.77092541518172,323.7696693710983,103.46076117056995,4132.450149391004,240.07282845530247,7131.383288397662,1247.4145329761275,4640.87699867654,204.0242700169323,3454.3571393172497,2148.5257455079427,3619.7862182808312,1896.6880930555233,848.5104184113502,19476.764285867506,1897.755846675757,696.5972784432537,1741.1321360955553,46.04905160410232,4694.0282632231765,3518.0233572103784,407.72133049335366,551.9512254672726,2238.8891445808804,7.502888260018627,265.6310739330787,1543.030091931533,353.67165990594765,1516.5429740581135,77.81534832983668,34.52477150671803,3407.6584534712324,3812.503205938957,212.82360845409053,574.285515511448,5318.640205956711,10605.952273860466,94.90689655214443,2076.5902035776653,6926.011570320172,9.76544137929989,907.4774253051379,205.92344242866005,15014.615215628359,1327.7431623697564,1797.3206720892542,154.76004852104074,3701.229408558586,589.958164307235,180.61340705330468,666.2993514213566,100.43628193989196,7.042014640303474,126.44450497536387,37.77926267167239,168.82586480582458,3855.088210881711,61.18165306312441,1827.7201204748255,40.457658038539854,10.868998083716509
1161.5517012648365,2362.598536637508,1996.762566815166,463.4605301448661,7016.79289466661,20906.596294659088,6024.932491487535,160.2775807539901,475.9603746608925,2771.156304881098,4191.162706889905,8750.169587442322,2749.9208090919124,755.8954606898768,2648.228814387045,3668.104989660797,2174.038106474852,120.54985783162016,2262.235701582136,51.488889409243356,102.37390584042751,1053.3735348522823,664.2161893387737,4848.107963468181,9771.06865439536,91.58789290956577,1022.187952277781,8693.739507708982,765.9537350775795,2982.638775255323,1396.3626945452152,5258.555214767254,704.8954164129906,597.7446819335963,2986.9919200442046,968.2376449056508,586.6728352027391,831.2240789997792,4115.328535026964,447.04989753450616,1747.5770640353358,603.3484094193466,3087.63384459296,755.3961789477495,8981.903848436894,1641.3008777953455,5585.158071018586,1484.5368412046946,1485.9152964147816,631.7609545453987,1763.9862638568973,2441.59005575266,1456.948080833939,11536.155635158642,678.5490135859982,1951.8416951201418,107.24504002597452,255.8025158360777,3514.450333876681,1487.8189676942825,2997.592962074867,3382.238800124751,588.6021401417387,45.678887110787954,2237.5778541705936,2387.271117544788,1879.0497173393253,13389.23054763568,415.88181680024405,72.67738141213425,2840.21806492204,4043.728615225472,154.2552577083608,268.0948639731464,12686.29272258063,15334.80024498179,282.74684067618784,2774.3427644413237,7222.063190035224,727.4545640042508,357.1893646831915,425.21903906329095,5122.587631170611,1724.9438258752875,10840.254804200187,655.3720115352038,6643.631084088753,2213.3297999320475,2029.136021774265,2588.628022748965,37.934436381856564,37.404662058739035,634.9294461621607,111.16599554646099,182.7152955158966,1573.7317322032613,3812.782497866368,2213.047375572809,33.225936132579,289.3731711538855
999.0487869453426,1817.7664500368217,1822.8884093521303,467.9254662294648,6751.595493935152,17469.31655640977,5276.629898061485,195.10928141726228,383.35235630251645,1789.1808860830993,4710.153294161082,9573.739321632696,2989.3945526355296,263.3840128979656,2308.3361683388503,3484.2129428849453,1985.523921461665,168.8247879125702,2107.330172450751,56.339288617099534,110.06311580933337,1311.5303212244307,657.8011438429597,3942.151611474837,7950.2912365471875,80.00459110039861,693.5822468142463,2147.634469048861,559.6359316978798,2265.38891842842,1910.9698207564072,7510.4314884563855,1248.1355304149934,690.5464579892505,5486.79346207132,539.7130824351827,687.0299760001776,1279.5940722001005,991.536573438304,626.7930494332172,1803.4197342119405,565.5438865121135,3765.76782266437,765.8285240608494,12028.058328981624,1569.4469173660557,5569.428808251134,1514.6582260340933,2180.4978974817145,94.94593760187477,2425.705459321529,4198.962945479536,1058.7925182861557,11546.025388007842,625.2985564930359,914.8601973889727,20.454991245035274,318.4275004027837,1965.885030019028,380.82754149035935,5125.471474483237,2093.5901784232046,1151.9925742492387,69.08590586997515,2440.005567524792,3038.747165542915,1352.6149958701935,21084.63207648041,453.0678019301932,28.10671956869657,3380.632411931772,3393.371236211966,106.86834959035022,41.76059262287456,4222.122550996655,11289.013414090654,196.5138943510587,3727.047858628761,7290.841517620458,490.40953331951613,1072.2644649288698,550.8558942413147,15612.996769889309,2127.9674136204653,9182.196749719144,917.9073260940986,7945.672058911094,1357.927873153415,1801.9230032466294,2702.3740429643603,21.13584432807878,54.136913251581475,530.4787989830821,111.61418934562536,1053.142213389564,486.4798217110726,2817.435003548668,2476.540761365029,41.630546654345615,300.06344855569387
1166.791105660871,2650.6057620082224,2317.3447789417405,373.99768546400566,6591.049064523727,20977.731510999063,6363.058075646629,164.6775124239198,558.4157870194905,2096.849224291653,4492.005712559389,9500.198800060827,2954.6339644424406,1331.9726313160522,2076.24116331032,3712.959111484977,2072.744306902668,105.17047206115272,2138.7096685378533,54.46788431911886,99.49279326735164,1068.586719364455,488.27255968744765,3960.947643010713,8884.041390086379,77.02503716881762,710.6348355358783,6900.114834981817,650.2719851187055,2072.8350749691213,2353.2008813156954,2971.922604000941,994.6878916414428,354.25906791328845,3420.2790201253606,722.8414684453318,518.5746165295465,1260.5938150356733,1316.51679256643,307.19073250364863,1900.3703082875,510.7192584159613,3187.5488159416327,771.8466985198138,9754.245959275317,2121.995895380277,6127.749879097242,2017.9325131344215,1790.0146471808014,1199.5018767991694,1781.0533866823762,2530.5912766895067,1322.7396738851182,11855.650674651912,750.2167519943436,2044.752287669149,126.13196130398231,200.4045738103266,1467.7611702044442,1564.1855470758896,5029.18831268503,2325.250766894193,967.9609279926241,68.56657179143862,2080.028342085337,2511.120858714777,1008.3844189062606,19962.99172152173,461.03404871703145,46.56725209519294,3825.221401362082,3389.0259999241166,143.83306577411724,407.92615117866416,9261.894540783209,15521.19798120195,277.973793105739,3375.26312644213,9190.627452062396,564.0262293870221,397.51116308628974,350.73006997275724,9106.085436734693,2130.302106058006,8833.627673830963,984.8975997988186,5906.524337097462,1580.3587337439255,1714.429389652661,2878.267057158149,7.7474539447574555,60.2392693854148,582.0677779548598,90.80554406179931,1679.311592514629,1092.6540576992504,2650.4749504282418,297.5744610523831,30.9535753849347,239.18792127467108
1527.5489765077689,3102.1453442110687,2503.5094391310736,597.0915484474878,7821.623515783679,22894.13984071521,5034.790659210941,188.84284429765157,465.60296231726136,1189.0531160427788,5040.989753625603,10295.515113525484,2921.1325528206153,1311.7891468632545,3622.838440719208,4015.01739551717,2477.125049413847,121.6634315765062,1682.3988336825423,28.42823568215828,138.36575549205216,1554.5963046263903,622.4378772908285,3091.1427348422853,12063.829037695525,103.60271525458576,1304.4860970321506,2303.3452868680138,861.1175615541886,2596.4592779289674,934.7268626842273,4120.272541823141,808.2188678360143,542.8591331393707,5823.297590219737,956.0235013067173,518.8651900809796,814.7177800831952,7891.131124735778,607.8385252184537,2491.380107844879,699.1204633768889,605.9189030571142,832.6489066414874,7997.93753925372,3963.6574685612673,6852.621109987846,1987.651437108745,20.846201901167266,593.7349261156808,2415.979743360877,4477.69577662544,1369.9548279739672,4494.866269399303,692.5806098172421,1861.0958569477611,78.84233034499778,346.4509578477579,1024.8828788218443,1533.0289514170208,3482.7174120730792,3406.9853005044747,421.1251838931425,126.6537213990601,2433.254460039657,4914.675178611875,1722.9543626535196,15265.757164888762,739.3561233228028,27.2980313101538,3368.3007812514284,3665.332343877365,99.11134189226185,223.65659409855735,2691.142750534493,16813.759508666888,291.3123935292598,2295.347948114017,5924.714915744929,884.4525488362693,1008.4382596042152,491.6425765857791,15749.682702942117,1375.6702318987884,10509.114703675788,1158.8085818658276,4081.913862701662,2213.755513511525,2391.8499349410517,2491.26772353378,32.51324588590738,55.499204680193756,744.5087705666265,97.80559194283552,319.37287169211874,1488.4540126761133,4898.520604206199,1961.424965967524,29.310874919547864,297.8757770188367
