adhE,FruR,yhdG_fis,pheV,lysT_valT_lysW,icdA,narL,metT_leuW_glnUW_metU_glnVX,proP,argW,proL,fnr,narGHJI,torCAD,caiF,alaWX,argU,pheU,argX_hisR_leuT_proM,dcuB_fumB
306.62263248265725,4771.121549224422,26.67896660130347,7233.305389626628,9559.533183688063,457.65104416593215,2207.726967355717,4360.184639260024,1236.2774609428025,1298.6198288244168,2777.778406727298,328.36517455596004,774.0110130361109,379.62779091845687,5332.895340968775,4830.705281503604,9418.252731376162,3995.4103246453424,1176.4541716041674,6.130791160148032
251.4515792515819,3001.91204559764,13.163424235102827,2793.0446748221284,7099.853799345491,322.228363939528,1939.0309439360128,2590.864302138107,132.19463355772692,728.459224055225,2358.3144677500786,68.05232952184919,372.0894611776856,511.43299856640397,1758.7516890323434,2359.172033080536,6936.267654891174,1689.965197206378,469.6744195289984,1.8897949495449298
145.4852750217418,844.8526171614718,5.503569473524518,653.8082762843742,5229.451737822415,211.3104838975548,2846.0482825124245,1733.2201607169989,1.9350421582375208,237.5965498480184,562.9498271015211,154.9502726579899,591.7198356473991,173.03728240374923,2970.1657417451756,300.7870994950285,3616.042453812112,141.1695688116259,115.56265191274272,3.324705870394686
341.4538145815044,2792.2118640604967,21.11263057453439,7363.138882366026,8230.750670173913,318.3678424579146,1385.5953356101902,4649.983536153058,557.121463623033,1189.4895751298038,2704.151711166668,371.54042371801376,636.7399107794103,712.3460580328267,6350.677722575297,4407.322106688802,8691.749859899894,3020.3983511823194,1091.7452197119153,6.518377192048237
494.5405370272085,5414.585592164997,28.297678332758146,7995.279189213322,7668.117197905052,591.3000076470119,570.9771036321646,5267.949890630419,2659.741967801388,1581.94388459144,2797.061894629708,251.93336424033387,468.9414186797912,1240.1938531949147,8525.444122611374,6126.956032643806,8942.578534262931,5307.377701418933,1554.355232312089,6.6781187382288625
410.8201237613052,3518.296063496164,17.481958754273847,4160.290477400807,6715.81189255273,439.600484378275,1485.615158645992,3933.2681759795214,367.52116245005567,790.7869678038428,2587.4291543566833,277.9145866035128,632.202032299287,655.8911369151783,5770.574172755911,3097.2253018798524,7875.372571133864,1699.4375031608051,824.876156743746,4.157826879909388
293.4026651048658,2213.484587482182,8.175676292923779,1210.2830397446987,4317.5533008247785,343.95741501822204,2536.691605976,2104.371071603498,6.531478919143938,312.1198896856852,974.4611696330597,52.46515099755873,470.72814524414514,346.6817235354484,1443.3076865444361,585.1726070910058,5379.443408103672,318.3020707216107,230.2277108153466,1.014572924384861
726.5535877152385,6210.866921939205,31.511127696588076,8461.387182152048,10450.337917159637,695.4495833640616,320.87472936213265,5402.742149128215,3022.63692064672,1803.9870366537689,2801.8520043359777,48.78307285226399,248.35773820684292,1252.6028181374404,2675.262939588836,6396.404153628702,9599.148620011134,4623.0365801287535,1688.4198435547573,2.8454169889705843
209.56104198058102,1678.5725852640985,10.123072941748628,1657.315223870116,5207.6587352772385,310.8119855135014,2344.885962212517,2304.6360642665923,27.84991186657808,568.5862071873295,1843.62443699762,97.99046327766241,429.23796012036934,373.6504494559264,2197.2813003625065,1732.2488668954345,5869.2063713864345,795.2206425882398,302.73219100837537,2.2654058832402235
184.52259481743354,1244.5975452738742,5.327682910664912,561.5915955437841,3840.425256244574,313.73663408951006,2670.0395292188546,1570.5534528480646,0.9242905772144909,116.1974995091058,460.6074712483953,77.5841017236423,422.3214282091071,212.83621659228558,2157.4137086198607,174.87933985978415,2814.1780302262946,150.85298647277318,130.80894680170405,1.9822030968101427
517.7876378050047,4800.056018622411,28.658704825729902,6275.564365711299,9520.201390382124,429.7365178926984,715.3444544647449,4957.532170458584,2270.5751151467152,1910.6423884956432,2788.9843199736024,244.45471444258857,466.5313884287134,1063.8740947810677,6588.470836034167,5682.800540251015,8580.039166366865,4025.947194670169,1462.3584248687189,6.91130769134317
273.8339758944101,2876.8319604631074,12.875487191723066,3183.683721723956,8287.321750122113,253.0785433590403,1756.6752923538122,3706.80789452937,196.55383010280303,775.4481687847702,2642.935294482091,412.2059450131529,684.3373647787187,718.6905140086818,5798.700536466079,3278.795585837116,6110.104209890343,2012.2363621166705,724.9715337698543,6.977631114019951
282.87143186879484,2469.2192120147893,11.46224886510042,2747.600450065765,5461.168204429022,366.4391893713263,1892.7629937756562,2403.977807377088,37.27451807291218,820.9555090983938,2504.4665708515445,191.82989107321728,743.8211153787904,480.2620579677365,3905.3936963484834,1731.7826906530759,6385.752425519628,1055.025304841755,391.5043548594602,3.9019720206876816
401.276274636359,3529.148666262808,20.251594748407513,4637.953327190377,8844.35796233479,405.104313410335,1542.6844542112278,3646.6025107575774,387.85768448733836,1146.6894850815675,2743.082389870286,204.63681317683663,551.7836042414248,646.3570225606984,4756.605105806479,4180.349259352639,8110.571712489377,2775.9151676173387,832.3279447211377,5.028516628040222
387.5991102623951,4217.262868454312,27.02598905005164,7820.253097042305,8637.406204169954,328.7361103907573,1055.4796569366094,3934.7231749908,1754.3394089794413,1664.606044086059,2779.515656087776,429.3021003617286,630.9024558219846,1040.2241162663775,11289.67169888172,5539.556495542956,9435.061288545934,4487.812618559491,1160.9953508730225,9.182204066516784
539.6242223138228,5376.790591698448,33.399386379492114,8897.224526548944,9787.30963999745,540.7618687621944,316.7439070612903,5258.989907913344,3489.102682320958,2030.6031789502936,2806.891119131635,255.19707771031563,387.13251014313033,1262.2474287688924,9661.461637163311,6515.047817503683,10184.267256024326,5221.510225851655,1671.13142279706,8.747742095074639
518.8704746185808,6587.023595139087,34.779551317391416,9353.202987196024,10588.514450495624,540.5568561076117,57.96757291381538,5662.25733849334,4324.989931797332,2083.711788824822,2809.5606062893385,335.61996195596265,409.4692726752045,1280.5973782003541,10585.78899456804,6605.648492208168,10543.877642980162,5399.451279519511,1820.164179806512,9.564701348129693
121.09663673457304,544.9073330624739,3.1005165082437545,179.86635940723633,2116.2684553533168,151.25275182707247,2916.012058969497,988.2703487663312,0.06460671506338556,53.143689267260655,54.25591100162265,4.4550816824466555,321.5115802433678,89.4574488756056,90.09059477316728,44.37976399237255,2181.0751466606307,21.94934598167572,37.51888603465309,0.11463866335146684
355.0602017498211,4107.5986593083535,21.65379689453616,7783.799116817701,6188.588881139779,474.5616002608972,1139.5374221479233,4251.829662717581,1096.621350630566,1099.1321046808016,2752.466103051522,277.39424072925306,470.9889349601103,1037.364735267152,6317.738640714096,5778.2990648863915,8848.956583237656,3397.6510691376366,1003.5546985175372,5.650307429068816
204.00758966913398,733.6253894102589,4.73085246565653,430.57858823847084,3039.3084701343364,115.98037193071545,3024.9481764797792,1153.3658735613087,0.5098628350377736,116.9945497421186,190.06288279613895,190.17599252151462,657.1678936776913,148.58362231920725,3911.4121338129867,123.9244618774135,3042.419429701261,57.792044728965976,51.53997329403696,5.030589096844742
389.8673692082396,5246.9453188132375,25.37841023445672,7575.158160646276,8832.580796446866,372.82063416719785,725.9948043380722,5405.34638978653,1786.3557557487313,1442.042545014879,2788.261044557393,242.42674231823258,558.8176194992445,1169.2908916491692,9662.68906974322,4622.7296990217355,10121.996530538383,4832.061767804918,1531.9926822045438,9.342141879972957
277.46431654760056,2265.109474559035,14.232570822278593,3026.459634223609,6832.152537805158,327.2599934554788,2071.539881392323,2744.016393184816,121.15707811140469,769.0083394076883,2235.3690501782776,30.018761016414786,374.67472967973447,477.28706820261976,1235.863473325848,1740.8864406374066,6594.51629950692,1327.7529425946013,628.7955887572572,1.1054687464656423
528.4626288910754,6134.135862477697,26.28946557897807,6319.856677431857,10026.709066563815,403.49870586877154,462.6558080883571,4857.8470035191385,1525.0220317367068,1456.676462416627,2789.1274833906905,439.70053415969664,518.7690642786367,1104.8127585862371,12401.216588548285,5345.183873997268,9088.420601935213,3943.5404555395576,1291.0900766826808,11.292749486801196
517.055007907314,5264.5598473887485,27.973845728909307,8419.44531808373,9426.25988881678,357.05133105884596,720.4940899836778,4295.576799467338,1322.092164100707,1657.578171480749,2775.331076226285,250.2925549010912,488.33132800771773,1236.6147913429115,6513.7618878948815,5260.389261221948,9880.094656638248,4038.77177388674,1521.7214461005026,8.016200952053975
