adhE,nlpD_rpoS,narZYWV,narL,katG,alkA,frdABCD,fnr,dcuB_fumB,osmY,ansB,tdcABCDEFG,aspA,narGHJI,cyoABCDE,focA_pflB,dps,fdnGHI,nhaA,narK
445.39836655588476,4755.325465754222,1966.124739899265,779.6096726361047,9508.906114938256,2883.500129247344,4024.70924890052,3130.1068941942717,2487.982846630632,1183.830402350441,432.74674122795784,5151.930838344132,6780.667207370504,1596.8207204407265,121.29632200406309,2954.6981095279198,6485.954084931114,2776.6928301849725,7728.472123531722,8961.971138585925
43.90495504859743,230.75882114341044,15.234112588436696,977.3120720415393,4.8001496895088165,450.0190894633988,3519.543082878546,3379.3534589513397,2302.996240689877,35.756091878273935,931.634811396446,5476.5200298843965,6924.426544654806,1771.209510854305,64.45431412377242,3537.5313224863976,705.0645735445204,3027.749827019102,42.242051545093744,11967.573049819573
1051.0077200675016,6240.78071665778,2105.5378320674067,73.71056672501439,8600.483400067225,3809.4348050408394,11758.209262328295,2813.199533839228,5303.425478878648,1201.6471341879221,345.86952042621033,4736.320167354092,6562.31432890512,781.2976496482245,173.47528133683812,5082.0879328241745,8246.320019411798,822.2978764534714,9608.053596593083,3742.6834540768436
1088.11858467877,6728.7306801914,2285.570659618178,19.33825404741255,10721.706572595052,3916.1741216582286,15443.736534178292,4216.390167699847,6438.945814066821,1226.6151806710106,872.4696877276291,5454.590547055924,7575.497064471376,538.6270306444384,31.329818210989718,7634.767724386967,8594.777892976736,797.0214920010465,10102.588575025718,3155.3724314248225
688.3645387608609,5586.65597940263,1857.5992447048905,278.1609696560514,7046.938687423611,3517.109254451321,6303.167784372499,3020.5460803182427,4727.294833659707,1197.5337883380705,513.6802119979714,5384.971768764,5873.41310789229,990.3503844605516,118.1988458357154,5047.667315398483,8393.984022271867,2169.194799318194,9425.565233201285,5948.031277291683
370.4333667348913,2689.944257559018,1001.1757333770717,719.5353733480696,3877.2355862326312,2534.005883442341,2129.2472334482795,1417.4375091999,2194.847893408783,1077.4685512744156,54.64456022088454,5154.403608750421,3615.5712620097866,952.3503584264876,404.25262961398454,1634.6179049976142,4520.547648658066,1533.8156613889428,4254.415220325254,6313.921931647283
837.7957300356595,6389.750498149126,2161.1796882826075,95.70128798114814,10642.250398767706,3802.117748782309,9098.788502552448,2472.0904502148423,5604.335916259344,1218.9268524587385,193.68225212320385,5390.265233211931,6623.898002854698,702.9005525777693,215.075513631668,4077.598922154728,8220.118592863166,1001.1302097920088,9840.9103507167,3037.793298853023
617.3454933841405,5213.339339659444,1663.0855322006528,347.5519941246032,9253.195950760011,3489.0802669332897,8241.477177198502,4211.75146444182,3907.613764797572,1171.2786997087246,668.4761919191743,5489.809896755224,6775.12016934884,1436.6727305699274,92.78264532025743,4675.8876305930935,7371.840633607342,1576.3418294368473,7240.895569329555,9377.166272408816
591.6675058366894,3813.567226337042,1755.6101783274564,358.20797826278516,8314.538563077887,3407.9897795990605,2287.624674526539,843.2532241533263,1671.3383691412682,1121.4761833199534,12.33868921517384,3584.845341724883,2222.3196607633,815.5359127314192,367.9836124407538,1783.0370495647392,5710.164982704974,900.2754403553562,5216.558681693647,3330.2095484790184
405.51246717946685,2805.997450495869,1343.9385257357394,512.9696159137212,5657.299006097617,2417.57133921308,3500.612824106003,2170.1000521730534,2056.823319962995,1006.6578511549831,136.04482453252328,4227.221333365408,5903.161511186218,1405.8430750441712,228.0206030524248,2495.8050527752857,6258.840396365885,1821.1471575375235,3858.90435002197,6882.448255995386
631.2551047312627,5379.223874863104,2159.2848931726307,299.3183124895232,9680.293844999871,3750.387827252985,6722.256000891252,4685.311110200695,4078.453128155796,1187.101798554629,896.5930833559416,5570.952136329258,7866.910955431709,1314.429582888399,21.306257405898855,6539.279281456427,7692.30582125713,2110.4651995766685,7898.582012443162,8159.074062781914
478.7100570937624,3592.259974879903,1819.9697206599467,413.6714718522377,8195.987169018996,3099.361124486077,2982.3983883862848,1101.5654186638633,1818.1727859390746,922.2086128872522,21.690719145716443,3653.464628886755,2768.3040218571637,760.9092781572169,406.3533074378338,1303.9651125542382,8162.494994947006,1276.0620269352407,5443.500239826084,3389.3619879729804
628.452948618584,4826.526018199033,1814.8452655236858,378.971690833808,9073.084532458697,2901.8440529580625,5026.9697259962295,4592.14210350874,4024.5391437665276,1162.9011873333986,915.0269054387574,5576.976046392224,7804.7550248275575,1393.6131538071945,25.73860894109481,5519.803358564056,7800.799081209614,2217.0939653451182,8215.602812889805,7232.894269714481
831.7230737775009,5749.793002211076,2187.7295320489693,135.08045347801107,10312.20475413609,3416.6143413181353,10037.249808090526,2743.012629378037,4539.621352677281,1194.5085838588645,386.13192906214414,5069.561352847868,7334.811827355499,872.6926980298117,201.0204886487297,5218.017481383518,7973.636193986936,1211.2021509203646,9083.03870568738,4967.287488849514
386.6044442847004,2900.760557423777,1094.5417773485904,561.5804849852409,3569.448448906076,2544.0893380438542,3350.141713304836,2051.786737238993,3145.3680751718907,920.2717980437692,163.35326147101466,5312.9043264661705,4613.466763933171,1440.6505235129878,195.9993408273274,1789.4167523562037,5649.242737445831,2128.680576532164,3191.907277712524,7769.9582004035465
266.95726535817363,2887.49554984676,775.3843835594326,602.0399268256434,3085.860448002886,1941.3298886211521,5422.999547411974,3818.8871969904712,3656.9468691651923,880.3176780291269,995.0417341319439,5584.22063578773,6259.984839328604,1606.7822220321887,16.340590188254385,3610.915193360233,3773.339168620221,2973.5069911138257,2872.166962222883,12630.129555164807
1115.5673569273672,6468.453847639538,2144.895059114555,37.6162039975271,10590.075384011512,3820.122649035956,7601.719645065318,1528.6683130590338,3213.4224962778453,1218.7646187426194,40.989766682312435,5086.865677095814,3196.141630859963,473.90955153524834,337.5640496250237,2890.380458915702,8372.053628518015,548.5602423024827,8987.222047738782,1972.041182191491
751.4609314055573,4513.394358387702,1980.7488173322822,287.3989907650606,9101.719576547524,3091.1834822376723,8633.002198578071,4435.815791616432,5324.152795656581,1198.6320323637842,1018.9959668443324,5579.8344071708225,7533.374746648973,1178.6759587148515,20.24012065589892,6135.033778540759,7962.125983162623,1965.2532569504285,5088.509832018088,7290.5683052438635
68.34727059510537,490.19965699399336,57.49305820541526,974.2528443683113,35.00405252706605,689.2453352935187,1731.4517614131278,1328.2117113991499,1188.3970081097714,152.65298720701156,60.13292366383896,4166.53493404859,4111.246133764997,1517.7450505743766,359.66419705705704,1381.631966563997,1140.7890328660114,1985.3084818466532,117.58766429116159,9256.409826068471
445.0899335813083,4531.93321637819,1879.6089578417645,439.1126746770682,7551.186944644546,2632.762152989882,4153.6046035203335,3149.315937157276,3767.4529339578944,998.5008731954088,294.60132210500944,4777.058459975291,6968.822781326654,1210.3981733209762,156.2479774592844,3750.770583153667,6687.034354733163,1670.3139488892796,6048.39891348296,7315.373466915536
1101.3309071740316,6337.7001597380395,2225.3782302239447,38.048118873822496,10600.482816664458,3828.2212415819813,10590.019156057098,3026.1300023450262,5961.234997251651,1221.9153766686745,379.128244487367,5456.759886095414,5502.263881945407,468.07279447545335,148.34724885734275,7072.760813234453,8486.60377364703,666.0634682847693,9426.373554086837,2578.796726089441
989.8882586227706,6491.697955076691,2256.764795063309,105.93729664551006,10561.798591121473,3853.108575486921,6484.98376960791,1360.6930267515058,3094.5406642225794,1222.5024547237053,51.020616759056,4384.187067196077,5001.2282181025175,572.1592140914636,398.5912340938311,2897.6127907297932,8512.274192701476,751.8293915520093,9947.74887280185,2727.056654668519
381.6078737802514,2461.863951890849,868.2880202636784,635.0726293340525,3268.596347860495,2244.6154816431053,3083.240340747364,1759.7520895525604,2163.0130413651527,849.4822509826747,109.93040641766144,4773.68912946916,5994.430832602668,1340.274888735207,307.86714221443685,2110.0229542349853,5463.836863128021,1715.3417671773007,3338.778072607305,6957.9522618618985
629.6352177458535,4419.6671123051865,1709.7626743564426,445.4928451417003,8619.73236364191,3171.359490108139,6414.47809138542,2807.995950896054,3735.561062536392,1188.6698684467794,456.9354143683648,4969.678128810738,6409.701323298697,1132.4569561476026,76.29230335652052,5158.636948127933,5842.608015267172,2172.441715772673,5524.855174816313,6703.976767785577
1062.5225065573368,5804.877606214082,2157.686670411933,143.0194014927017,10075.707144213271,3581.9314294617348,2477.2955877304826,529.9442755443563,1361.3813903266741,1192.2480398949792,1.7275750089249955,2777.0738512086878,1376.849430076778,310.2001008204004,829.4670720735581,1200.1915506606226,8222.891907482002,500.90423501121245,8767.383066738195,1531.757385132365
109.41060564123741,718.0381774352236,192.90626840431773,956.0661840523227,138.4814858840944,807.1391615656102,5076.114405154267,4902.023582040391,2556.5793095145305,166.072490290826,1047.4891474051788,5660.10927775716,8152.408964826071,1851.8419802540204,3.5726711371697766,3842.092413784419,2056.6208250644195,3138.457429504489,373.81622425138016,11872.07806048545
265.76757262214926,1632.0583560598154,608.1687339992992,750.9863437448911,1394.5410766903135,1637.9175364059336,2165.9983131404783,1165.2462747130928,1814.4619830357096,617.6315290923536,29.624397031676626,5139.103163480214,3348.013831860554,1276.508855477069,407.9904088932744,1543.1926291581851,2890.7046172897417,1228.299586855365,1973.396784877027,5532.772152904127
1161.0862009273849,6755.9969752347715,2292.330099298735,15.705328805463562,10777.258270715018,3927.0915878202177,15379.910825217332,3516.566472244414,6740.281143510012,1227.6379255848244,784.1870078699217,5540.0284587432325,7611.058090877521,565.6282949110491,57.51129184434864,7810.7051509903695,8609.855635663718,700.5005417733094,10131.364138923997,3789.8569375347383
