flgKL,fliAZY,flhBAE,tarTapcheRBYZ,fliE,motABcheAW,fliLMNOPQR,flhDC,fliC,flgMN,hns,ompR_envZ,fliDST,csgDEFG,flgBCDEFGHIJK,csgBA,fliFGHIJK,osmC,crp,cpdB
168.61007216507167,8278.97656252183,7580.356362760345,18.846309451036056,9631.682726538267,4603.063850437332,4977.338627381744,2071.1943120004253,313.8369292047301,1274.3984188957038,1176.3624048057322,1311.2304036989626,2514.6682265759105,259.8532640683913,4425.69642936106,219.41158041851887,7557.7658308828,22950.46205094966,4500.013897341884,15779.567001875768
134.0807952616743,5143.328667134284,4642.709278938302,10.390662833452238,4771.220907758144,3483.9030561522973,3099.0108625319067,1327.3609231065755,262.5949790103014,1107.0947935704062,938.2348904720324,12285.796150826702,1558.3526420031988,1689.6075261037204,3771.2042060704885,1206.6468762756876,4764.0226913348215,18916.99421658356,5891.411783688943,25134.252172016757
160.5000281641374,6226.710320613521,7031.021899774592,14.091875108553806,6828.492654366776,3735.344404779198,3361.4633816589917,1717.8400838229913,266.78107768703774,1150.6624042140322,1037.727236316421,7076.274525231628,1687.7096507050842,1644.4571857108292,4040.665029819346,997.8899384270796,5382.912557167841,22990.929308968087,4529.56824729876,19015.47295818216
170.419382107094,8212.322869512444,7345.408803135459,19.037291930007147,10778.925900269298,4407.492910845216,4772.1550081287905,1875.0270486936367,345.7745467481574,1275.5807448383725,2617.520879972274,2651.02715827903,2776.7099704250177,515.7385576296251,5321.246681635153,325.273312765065,7571.535683913173,32723.51766382456,2744.641332952441,13111.195423612364
136.2668812961014,5893.519127041751,4160.7667157268515,10.794975552883164,4687.552590335793,3216.496894427359,2717.041773549947,1063.0606668109597,265.21881373745526,920.6036687269496,685.6093742154893,13763.6986650066,1238.2088295426006,1962.2619108909414,2667.733977182413,1270.7539225252106,5821.651076092192,14324.974138010331,7740.298290743147,24055.98650901388
83.75390693095994,2874.9340122140807,2688.1124735255053,0.4440767169031666,2870.0677207717968,647.0230821724766,1633.4383380383008,699.6807048075062,125.0308204680337,878.7333359661396,103.59123213452213,15760.541981035518,532.8588603914951,2279.5982309498404,2736.1651224929824,1335.9589477548504,3445.566821108168,3472.250091936017,9486.083512509389,25540.020724322694
153.24006436894638,5179.648843030421,6764.04900845519,15.952925426440622,5285.497524661754,2925.26240605672,2776.1347713362848,1725.058952954304,330.28864760492,1251.1035953789014,1331.901395614445,7397.664398100812,1959.3588167782495,1501.9329377159272,3929.6258302652727,1158.148706125394,5800.967257966251,28602.66962535916,2878.311185551496,10742.737341422324
169.69556006384272,8179.6505689502665,7467.686381523736,20.51026882411347,8937.511956913984,4512.511965670445,4620.6920424701175,1881.3311788614974,338.11405778513944,1198.4676791129652,2561.366600617049,840.9597826430669,2854.67684801973,215.43900276086416,4883.071486139776,142.03033738589718,6791.233110570441,34675.35916488839,561.45144944952,3597.6654176028933
173.85129846751838,8601.616902584157,7672.897257589816,20.588496506708058,10910.117483830538,4740.587139815715,4917.61037345911,2843.084062312007,347.32731449463984,1265.689542598677,2775.2874661331743,715.9476672224997,2838.241371426956,149.35293445376954,4719.344548249876,83.86365381143423,8251.39186874401,34638.32393475061,3274.128760690225,13565.126026807837
170.15478531243878,8429.796857121315,6651.054617050522,18.11258714039865,7705.715892149738,4319.518291786561,3871.101352327539,2788.139581096811,344.5513376617383,1170.9255652449845,2580.1521496130867,886.1713223177247,2592.1787120718163,191.85517366291023,4238.830184480807,148.24072962153772,7120.953620442309,32740.21166831457,1355.0442734850342,7781.623731942892
105.69209811316573,5616.130469293647,4453.047896731224,6.951254199008872,4464.964339052776,3589.1939645314083,2523.109040827504,1311.9531556196919,279.8376387680423,877.8839356389979,1130.861145489498,11151.383223363984,1427.98857319018,1943.0734912984228,3237.3855334534887,1032.4291787132252,5277.187922938432,19086.09032215132,7353.953667292741,24317.276409046903
174.39731701785908,8758.744684788368,8070.474431761299,20.90012098438968,9749.289463936178,4865.0673315420945,4268.059232653781,3152.559814482649,349.5292281027322,1284.1699370301849,2722.580957795025,1721.3577091460966,2839.0076901191987,478.15913602666427,6336.128500374611,278.0539757388294,8330.450353079828,34528.50340922783,8440.79849693833,26372.462139780724
165.89166161640344,6758.264327644786,5716.3326434051005,14.587302048588302,8355.008647090732,3564.867579329034,4506.6847694975795,1461.228463402054,280.6204168024058,909.4347971948707,1097.7221147402265,10354.393749090796,1903.4081479794327,1668.7175375795289,4022.053141128651,837.1706343423366,5281.164309964785,16714.813965067024,9535.70458556063,24823.750708987547
90.79691690155974,3276.5782538625044,2248.9867688264053,2.303841452376917,3447.1089209429165,1567.5282469749093,1696.5339865223275,409.0188168072211,187.24488891470912,984.9182018388806,300.27862885146635,15408.903821948,590.5701980279531,2059.7385798291198,2271.5302609031437,1289.9027519112285,2872.3920021235426,7714.928778446459,2475.475474987007,12441.222740310575
160.75154088797441,4644.432693176464,2439.433514968388,4.5484630192698114,4830.909241324384,2422.706796536278,2736.11103101576,646.9648098618873,278.92661779300687,921.2665196731488,499.3899245537106,14211.211584172537,925.0503304039047,1940.1754906895885,2186.829884564851,1011.0083105919313,3350.9243908677404,10879.628939862434,2414.303246166954,14507.352850092631
166.37667201873532,7452.630598821959,6325.0378864807335,12.990391361550136,5293.132193088141,4656.72645171447,3419.2714366116743,1765.1706405751681,316.8009438323167,1122.987822061586,1118.45090467999,7632.984856952676,2134.8257923247893,1676.571741327115,4953.509957803956,1016.9467460742084,5568.442962693365,21194.611582959955,10082.286582100289,26863.808694768843
170.0014852350197,7798.826587082545,6446.684033153002,17.57377266510195,9757.20059333313,4636.265489403762,5101.048945925157,2137.63115762314,333.6869209566742,1205.3967582188855,2347.902297814165,4638.9568586582645,2602.901457202336,1328.9415091769984,5486.143547840928,629.814366289949,7557.470231594347,29474.832549891715,4713.28082713541,15270.746467545916
171.12006385839774,7446.293549099435,5817.730450788505,17.41785284056654,6316.944264518216,4744.340946754434,3444.27664553289,3040.6971453448914,332.94366564919534,1228.9164845618445,2418.960783494776,2497.545999979107,2365.769124107271,559.4972411288037,5574.760856852044,373.70058212979484,8329.562712518884,33669.27728294431,10643.049040346552,27170.367925370938
140.71821412121602,5225.735502215719,3859.772965886861,7.431357000355532,4353.481858405655,2441.222483625613,2782.5909459803242,1087.0414574702797,282.7173955587724,1115.5566739946148,689.1244902741951,14237.502506137827,1108.2823405483784,2165.806272078133,2738.035483485587,1242.093447287765,3753.972981817464,15112.954144725383,10592.87729483622,27186.20574179935
165.31836027523406,6074.875075323276,6003.992190057373,16.324842519799446,8110.98411083985,3889.4736322721587,3171.761916018229,1402.1154088742069,277.07967578390117,1223.3914169577488,1785.345436528167,4413.541344897481,2022.0542329491464,993.2504667812202,4289.036057713612,544.966135208829,5536.091687897208,28213.671137367433,1327.5787769891526,6111.462045167554
165.67080988496818,7104.297995682918,3922.645939846725,17.26836712772916,8237.597836802966,4501.105392464368,4312.81816810201,1889.4804653383612,289.36926403078706,1185.367584899032,1698.3390461729766,10213.97275022231,2124.010820486749,1501.6336544191433,5425.219276634865,908.9401458452487,6624.934393684186,22921.351487298223,7821.363700815473,25149.191482967733
164.91673930286794,5261.840087310286,4662.58620447651,13.119837185269413,5898.522678401133,4491.0384053950065,2637.1157141085887,924.8238569882651,292.00905533482944,1168.5725592222116,719.225674531185,11170.264692977407,1682.1696992868094,2089.786192976117,3244.7813946423134,1231.0292958229993,4712.481156053301,21228.281694321897,6999.210053513863,22177.23099327069
146.2838423446679,7613.3311661251255,7304.104303935048,20.135359993152505,8617.383324493987,4735.396022670804,5318.615594486396,2024.7938232155493,342.39221905849547,1251.554841953054,1730.6293316996764,4311.646585287288,2359.682995424905,1298.6244998111815,4799.736979353251,860.2205889515237,6285.564632492833,33631.35461496544,4502.8837010387515,19410.64267602093
153.22229564038096,7132.208063693133,4708.816757321773,20.13254827037455,7549.531630050912,4696.418637331288,3150.0054236612896,1124.4739561416793,301.84266744119645,1252.1989007617647,1698.7383135603893,6003.669385036602,1920.0282319565129,1247.6938143445907,3658.0832603555878,647.5764832962242,5030.205729626309,28104.365427972632,2455.166343244293,10099.275921836965
