stpA,hns,caiF,crp,tsx,malK_lamB_malM,gltA,glnALG,dadAX,rhaT,udp,malI,acs,nagBACD,dctA,fucAO,glmUS,tdcABCDEFG,rpoH,ptsHI_crr
4298.935154064047,759.4817567428273,496.6355040836043,570.7402476630388,1319.127874159348,26.310130151585714,3.889779590464341,6583.070824093968,800.5187521008667,3099.481142835269,1721.4224089225522,664.0265204582897,87.67102350829651,386.5550387521112,8478.62767247031,339.7231677925369,31.963044917946682,425.09721279390226,130.73887221874662,722.1357140278833
1319.7899916278916,2556.1806293887107,627.5564855720521,1620.3817427966214,702.3740935248738,778.9739345322812,386.2291753691034,12782.220725589725,2138.1139571583944,7442.369799559113,2843.9632437982605,655.2450663763283,743.0101168192398,597.887166833834,7381.398871924288,2376.6152545928603,194.678968686692,1257.726244131214,1690.2739069906327,402.0283850727762
1849.796254375036,1952.3178734285557,1211.5870938510488,2726.1763806642293,471.5792073709798,2699.968745179626,1910.8352144806954,13557.373517236565,2642.6533147705004,11058.929606832231,4546.9985608601755,403.359185635114,1523.0175445346615,791.0040957089094,3848.7660908353737,2756.486643450842,418.9646717810711,1683.09872200173,3978.7146942825852,176.65008419919945
596.3674450510765,3037.9747183651843,318.6301888499303,1163.8692311048194,980.6503130318657,184.0759396571306,49.28093720739672,7799.855814374788,1537.7882522155746,4715.583249313844,2046.4196292669753,463.1312475050904,312.03798002836544,457.41054581851193,7826.952311887615,788.5863801595079,96.80420679492073,725.6891279456845,585.7166888341328,526.2595875785132
1655.1801008509244,2354.788395824555,816.3323489864465,2169.5894560027828,571.1926349768207,619.6600604882477,380.92779405732597,12247.66771747803,2442.5114194206044,9434.213939855435,3397.6969258304143,467.51878185201826,1179.5668650741102,491.96716739271017,5563.86129080181,1979.375908213457,141.6738467129164,1537.8360837443126,2243.25773727784,248.73186485336257
1231.5529306340065,2356.884448159471,1088.5558627176904,2415.9570590023704,441.0550810162449,1613.1862834740832,971.9938894602333,13151.332429127251,2667.426045726511,7890.765335096176,3457.1606747648875,565.3889459671714,1293.9551713975106,558.8606848510701,6119.521653989713,2350.690307435741,187.11414774545648,1510.015342944538,2626.403736538723,267.27059530183016
2101.5010549060707,1965.185246685793,908.7351902684495,3475.218476395199,333.8262249020012,4318.8516091182255,3102.5626571197804,15546.475784091932,3647.934030906669,12121.082737826855,5066.202268013926,533.8311512664409,3331.744075019264,682.8715487513798,3475.883114789233,3102.247865801575,482.0987797615383,2006.3610059691391,4314.862257913084,143.97345218147996
3264.1181428019268,1412.5524294653947,1640.8322811690905,3516.5451507859643,319.71441384844366,4291.882078726217,3399.0677824873023,14884.234151900997,3406.3657581468187,11546.315862201785,4730.558002467523,524.854322230109,3550.0310962795284,671.1364345878007,2377.4115993089554,3079.649143951005,324.6643930071012,1545.989860800144,4376.134354109512,113.59968290539358
698.140073552158,3078.3809434556133,339.73505491251615,930.2793855471667,911.6694772063076,116.47841261225858,27.452660024827857,6194.2260813527,1236.7839694926938,5276.239456089595,2337.074620852239,770.264196288649,300.6960123915706,391.2522489587497,8366.276352749364,723.7871514102293,33.46392568252968,730.5325473047052,589.550549794163,410.60720370522233
1607.1269416236883,2130.7992313112422,879.1255456029112,2716.9656143252605,379.98735349716765,1337.4411328331184,994.1376914839154,10521.389928488969,2417.6952400995424,8579.53546658533,4112.983136021083,544.4510307348415,1073.813393151755,550.5100246159819,5920.537211905524,1894.110048168915,166.85930264009212,1665.5377272097992,2837.217301104259,265.64823283778685
4565.987031833887,236.06847273589344,2374.824338514397,5169.720445168509,96.31500658147536,8150.234346385631,6866.252489084721,15668.958864302786,3750.3094030882157,13373.81270983022,4469.795215160601,361.4554024120243,4995.593016413982,1014.7686117104423,812.9590706641515,3274.8309831322554,1005.5122371368916,2348.328389449477,4441.904407503902,35.864712166243834
2179.4712220949955,1717.0587107904596,1198.8534511864698,3489.601136914604,392.6436758606935,3234.7632961729173,2455.490377913623,11458.479102164329,2934.72283662017,10423.115171573443,4318.696958531291,476.0567359211281,2928.408717478756,665.7086114292136,3336.983109565851,3026.440323735203,371.2859467981369,1451.7014116398127,3613.789207200314,136.61150899988274
79.46818961370626,3672.692655056725,46.425669448061676,124.36290619322777,1295.090988902772,0.30630985808537703,0.009256191446318951,3959.1055109811055,164.33049540537175,639.8781648138365,356.84125604392693,585.06074262539,6.254997569483844,92.8486872276745,8722.765687555306,18.138866498564237,0.10038606224197927,108.83394560563349,1.3621231748015419,976.566755773756
4522.947952775879,321.67647528334265,2149.654600390937,5759.694508350731,29.91477406969533,8461.16877865455,7065.263215783103,15965.013370092758,3995.249361303711,14204.76279716079,5789.27813125898,347.3386098803593,5847.851419514578,888.5509476772073,233.6553902576293,3401.623154297451,664.2704152276809,2429.333319334886,4520.333459155499,12.121620131300334
3807.9683438673187,988.8305154703093,1964.7552025531888,4569.165567721991,242.02385571066955,6622.785576518524,3586.5147219262394,15130.684223562856,3471.928699236695,10485.78942738077,5496.631132520897,460.38556816233597,3719.598873702262,886.8776943637657,1844.5576239408715,3122.893073411632,403.0690238926898,1988.883703293953,4305.691337463391,93.76422945934314
705.5912039134581,2994.102181242041,400.3587742931766,1506.6873582135324,996.5457776564244,306.4187077105374,114.43218171372446,8498.28199980259,1918.6855523357306,8237.673523770301,2748.9724222997306,671.0469206256205,630.4374592855336,524.0581203510769,7012.50745676826,1335.353424989774,73.00648069072732,976.02743339886,1108.4433970910256,365.09730524493966
3572.5652998032115,505.3005629564271,2322.816073457034,4509.042970856265,93.71109224651184,5695.876432004434,6684.237048869615,15878.458782829939,3865.542472583977,13976.98977801974,4514.040833814013,427.58709428792986,5004.300219748852,758.9353867936106,924.7044340358303,3374.3385626726435,550.918056801998,2186.6011839117914,4475.9730055535965,31.663051611678032
186.545125309748,3599.3910490550643,199.68138303918545,410.89564352386907,1194.1958532414224,14.662733679450874,1.246629926325184,5385.796042567277,799.4182969987926,3370.426957296392,1063.7577312196636,820.3800158283949,56.50063128995957,271.8178913815521,8569.475244612613,212.271465284722,5.0103678841620845,433.952868244464,53.93837578466298,645.0210825346699
3833.073932637094,1083.0276195828537,1626.7598058654696,4058.2592242986666,246.1372397877829,4966.334052448796,5257.627595031384,15388.864190876177,2920.9656922675554,12160.55347555462,4312.451885370216,542.8291384906069,3227.213670089156,698.6799784603885,1905.552781832556,3186.9877431307027,604.7535561904934,2243.1188790447313,4200.31834697526,104.8886537631495
